GE,ME,MI
ENSG00000005073,cg13332474,hsa-miR-18a-3p
ENSG00000005421,cg06320134,hsa-miR-483-5p
ENSG00000005981,cg05100739,hsa-miR-592
ENSG00000006047,cg19570171,hsa-miR-616-5p
ENSG00000006071,cg10569615,hsa-miR-615-3p
ENSG00000006128,cg14848284,hsa-miR-937-3p
ENSG00000006377,cg07082501,hsa-miR-302d-3p
ENSG00000007038,cg12789522,hsa-miR-367-3p
ENSG00000007216,cg18308176,hsa-miR-302b-5p
ENSG00000011677,cg00643111,hsa-miR-302b-3p
ENSG00000013293,cg12527384,hsa-miR-302c-5p
ENSG00000015592,cg26773654,hsa-miR-302c-3p
ENSG00000018236,cg08914844,hsa-miR-1269b
ENSG00000018625,cg17683390,hsa-miR-1224-5p
ENSG00000019186,cg11535529,hsa-miR-519a-5p
ENSG00000021488,cg21695485,hsa-miR-7702
ENSG00000029559,cg11772919,hsa-miR-552-5p
ENSG00000030304,cg26477844,hsa-miR-25-5p
ENSG00000033122,cg11224647,hsa-miR-3074-5p
ENSG00000034971,cg24322398,hsa-miR-155-3p
ENSG00000039537,cg15916166,hsa-miR-184
ENSG00000043355,cg09135695,hsa-miR-483-3p
ENSG00000046774,cg20481909,hsa-miR-4728-3p
ENSG00000047936,cg26013434,hsa-miR-3065-3p
ENSG00000048540,cg08986711,hsa-miR-4652-5p
ENSG00000053108,cg04541675,hsa-miR-3648
ENSG00000055732,cg22750557,hsa-miR-3196
ENSG00000057468,cg14371524,hsa-miR-4746-5p
ENSG00000057593,cg14183693,hsa-miR-371a-3p
ENSG00000060566,cg19455322,hsa-miR-372-3p
ENSG00000064195,cg16307409,hsa-miR-373-3p
ENSG00000064300,cg13889422,hsa-miR-375-3p
ENSG00000065325,cg05445638,hsa-miR-196b-3p
ENSG00000065609,cg13738140,hsa-miR-767-5p
ENSG00000067715,cg17222941,hsa-miR-125b-2-3p
ENSG00000067842,cg12666727,hsa-miR-99a-3p
ENSG00000068781,cg27638597,hsa-miR-29b-1-5p
ENSG00000068976,cg24775616,hsa-miR-1266-5p
ENSG00000069482,cg01679426,hsa-miR-1269a
ENSG00000070019,cg01641361,hsa-miR-205-5p
ENSG00000070193,cg19355182,hsa-miR-210-3p
ENSG00000070601,cg22176353,hsa-miR-187-3p
ENSG00000071991,cg04917511,hsa-miR-490-3p
ENSG00000072133,cg15323252,hsa-miR-150-3p
ENSG00000074211,cg13080151,hsa-miR-31-5p
ENSG00000075461,cg00006948,hsa-miR-31-3p
ENSG00000077279,cg19130550,hsa-miR-1911-5p
ENSG00000078399,cg08015704,hsa-miR-1-3p
ENSG00000078549,cg14563868,hsa-miR-96-5p
ENSG00000078579,cg27466237,hsa-miR-935
ENSG00000079112,cg08382542,hsa-miR-934
ENSG00000079689,cg15896339,hsa-miR-133a-3p
ENSG00000080224,cg15860013,hsa-miR-122-5p
ENSG00000080293,cg02964396,hsa-miR-551a
ENSG00000081277,cg20718724,hsa-miR-552-3p
ENSG00000081479,cg26033501,hsa-miR-222-5p
ENSG00000082293,cg10594709,hsa-miR-3200-3p
ENSG00000082482,cg24295125,hsa-miR-516a-5p
ENSG00000084674,cg16661654,hsa-miR-215-3p
ENSG00000085741,cg24176744,hsa-miR-302a-5p
ENSG00000086967,cg25530601,hsa-miR-302a-3p
ENSG00000087495,cg14102811,hsa-miR-196b-5p
ENSG00000088386,cg26860182,hsa-miR-196a-5p
ENSG00000089199,cg21788396,hsa-miR-877-5p
ENSG00000089250,cg20140398,hsa-miR-455-3p
ENSG00000090402,cg00751253,hsa-miR-33b-5p
ENSG00000091138,cg16650717,hsa-miR-3065-5p
ENSG00000091482,cg25025773,hsa-miR-3150b-3p
ENSG00000091513,cg02681733,hsa-miR-3919
ENSG00000091583,cg03851645,hsa-miR-4473
ENSG00000092009,cg07576175,hsa-miR-181b-3p
ENSG00000092758,cg02485410,hsa-miR-296-3p
ENSG00000092850,cg02951558,hsa-miR-6715a-3p
ENSG00000095713,cg20475917,hsa-miR-147b-3p
ENSG00000096006,cg16789592,hsa-miR-589-3p
ENSG00000096395,cg05660436,hsa-miR-550a-3p
ENSG00000099715,cg07147599,hsa-miR-767-3p
ENSG00000099960,cg07714565,hsa-miR-105-5p
ENSG00000100078,cg00570896,hsa-miR-371a-5p
ENSG00000100095,cg02103450,hsa-miR-577
ENSG00000100146,cg14671526,hsa-miR-203b-3p
