GE,ME,MI
ENSG00000005073,cg05100739,hsa-miR-302d-3p
ENSG00000005421,cg19570171,hsa-miR-367-3p
ENSG00000006128,cg14848284,hsa-miR-302b-3p
ENSG00000011677,cg18308176,hsa-miR-302c-3p
ENSG00000030304,cg17683390,hsa-miR-1269b
ENSG00000046774,cg11772919,hsa-miR-7702
ENSG00000053108,cg15916166,hsa-miR-552-5p
ENSG00000057593,cg26013434,hsa-miR-184
ENSG00000064195,cg04541675,hsa-miR-4652-5p
ENSG00000065325,cg22750557,hsa-miR-373-3p
ENSG00000065609,cg14183693,hsa-miR-767-5p
ENSG00000068781,cg05445638,hsa-miR-1269a
ENSG00000075461,cg27638597,hsa-miR-935
ENSG00000078549,cg22176353,hsa-miR-122-5p
ENSG00000081277,cg04917511,hsa-miR-552-3p
ENSG00000084674,cg15323252,hsa-miR-302a-5p
ENSG00000088386,cg00006948,hsa-miR-302a-3p
ENSG00000089250,cg08015704,hsa-miR-196b-5p
ENSG00000091583,cg15896339,hsa-miR-196a-5p
ENSG00000092009,cg15860013,hsa-miR-767-3p
ENSG00000096395,cg20718724,hsa-miR-105-5p
ENSG00000099960,cg26033501,
ENSG00000100373,cg26860182,
ENSG00000100604,cg07576175,
ENSG00000101098,cg02485410,
ENSG00000101282,cg20475917,
ENSG00000101443,cg05660436,
ENSG00000101470,cg14671526,
ENSG00000102109,cg17621259,
ENSG00000102243,cg17171801,
ENSG00000102539,cg23345097,
ENSG00000105707,cg03805475,
ENSG00000105852,cg18159850,
ENSG00000106038,cg01822124,
ENSG00000106536,cg26283893,
ENSG00000107984,cg18702108,
ENSG00000108231,cg25912827,
ENSG00000108244,cg15319457,
ENSG00000110244,cg27544799,
ENSG00000110245,cg08825929,
ENSG00000111262,cg04347006,
ENSG00000111537,cg16533495,
ENSG00000115263,cg25835669,
ENSG00000115593,cg00630164,
ENSG00000115665,cg03611732,
ENSG00000115718,cg19595750,
ENSG00000118137,cg15077376,
ENSG00000118271,cg21421701,
ENSG00000123364,cg15597257,
ENSG00000123407,cg23097155,
ENSG00000123560,cg19932227,
ENSG00000123999,cg07067659,
ENSG00000124134,cg25371950,
ENSG00000124157,cg07896312,
ENSG00000124249,cg16178625,
ENSG00000124260,cg11118396,
ENSG00000125851,cg19155007,
ENSG00000126890,cg12784241,
ENSG00000127928,cg25104512,
ENSG00000128713,cg11567854,
ENSG00000130054,cg04985611,
ENSG00000130294,cg02182803,
ENSG00000130829,cg18476049,
