GE,ME,MI
ENSG00000000971,cg00036732,hsa-miR-299-5p
ENSG00000001626,cg06533895,hsa-miR-1287-3p
ENSG00000002745,cg12194824,hsa-miR-1251-3p
ENSG00000002746,cg24749470,hsa-miR-146b-3p
ENSG00000003096,cg24601480,hsa-miR-511-3p
ENSG00000004468,cg23907053,hsa-miR-616-3p
ENSG00000004809,cg19440734,hsa-miR-652-5p
ENSG00000004939,cg19074496,hsa-miR-616-5p
ENSG00000005102,cg09060908,hsa-miR-940
ENSG00000006016,cg11938455,hsa-miR-517c-3p
ENSG00000006071,cg11543397,hsa-miR-6843-3p
ENSG00000006128,cg05021743,hsa-miR-6842-3p
ENSG00000006611,cg13997788,hsa-miR-1224-5p
ENSG00000007038,cg00085790,hsa-miR-519a-5p
ENSG00000007062,cg21243631,hsa-miR-518a-5p
ENSG00000007174,cg21204860,hsa-miR-136-5p
ENSG00000007216,cg08824847,hsa-miR-146a-5p
ENSG00000007516,cg08666707,hsa-miR-127-3p
ENSG00000008056,cg08609578,hsa-miR-134-5p
ENSG00000008277,cg05243438,hsa-miR-9-5p
ENSG00000009790,cg01115923,hsa-miR-7702
ENSG00000010030,cg06351796,hsa-miR-585-5p
ENSG00000010438,cg07447769,hsa-miR-552-5p
ENSG00000010671,cg08554257,hsa-miR-411-3p
ENSG00000010932,cg06339706,hsa-miR-654-3p
ENSG00000011422,cg09406856,hsa-miR-21-3p
ENSG00000011465,cg07586956,hsa-miR-152-5p
ENSG00000012223,cg01132484,hsa-miR-3074-5p
ENSG00000012779,cg14215711,hsa-miR-155-3p
ENSG00000013619,cg18141622,hsa-miR-5586-5p
ENSG00000015413,cg23874606,hsa-miR-3622a-3p
ENSG00000016082,cg00253228,hsa-miR-363-3p
ENSG00000018236,cg02494593,hsa-miR-190a-5p
ENSG00000019169,cg05998426,hsa-miR-184
ENSG00000019186,cg05275832,hsa-miR-154-3p
ENSG00000020633,cg14292572,hsa-miR-154-5p
ENSG00000023445,cg05433391,hsa-miR-150-5p
ENSG00000026751,cg12911763,hsa-miR-1247-3p
ENSG00000027644,cg22459664,hsa-miR-6718-5p
ENSG00000027869,cg24704593,hsa-miR-376b-3p
ENSG00000029153,cg23611697,hsa-miR-410-3p
ENSG00000029559,cg16929739,hsa-miR-485-3p
ENSG00000030304,cg09126279,hsa-miR-381-3p
ENSG00000034971,cg07694621,hsa-miR-382-5p
ENSG00000035499,cg01152624,hsa-miR-380-5p
ENSG00000035720,cg21536783,hsa-miR-379-5p
ENSG00000036530,cg11615509,hsa-miR-377-3p
ENSG00000038427,cg06505619,hsa-miR-223-3p
ENSG00000039537,cg07150145,hsa-miR-338-5p
ENSG00000041353,cg07313956,hsa-miR-206
ENSG00000041982,cg03652339,hsa-miR-376a-5p
ENSG00000043039,cg26856257,hsa-miR-539-5p
ENSG00000047457,cg19643921,hsa-miR-493-3p
ENSG00000047936,cg08101036,hsa-miR-892b
ENSG00000048462,cg15673034,hsa-miR-3690
ENSG00000049247,cg22976533,hsa-miR-369-3p
ENSG00000049249,cg11748640,hsa-miR-376c-3p
ENSG00000049768,cg16764778,hsa-miR-370-3p
ENSG00000050344,cg22747490,hsa-miR-372-3p
ENSG00000050555,cg16706749,hsa-miR-375-3p
ENSG00000050730,cg17778883,hsa-miR-519c-3p
ENSG00000050767,cg01154445,hsa-miR-520f-3p
ENSG00000054179,cg07796002,hsa-miR-136-3p
ENSG00000054356,cg13992911,hsa-miR-138-1-3p
ENSG00000054938,cg26551200,hsa-miR-127-5p
ENSG00000055957,cg17668731,hsa-miR-129-2-3p
ENSG00000056291,cg17069828,hsa-miR-409-5p
ENSG00000057149,cg23508201,hsa-miR-1275
ENSG00000057294,cg12394201,hsa-miR-204-5p
ENSG00000058335,cg24881334,hsa-miR-205-5p
ENSG00000060140,cg15281283,hsa-miR-187-3p
ENSG00000060558,cg23557926,hsa-miR-199b-5p
ENSG00000060718,cg08033031,hsa-miR-212-3p
ENSG00000062038,cg00610577,hsa-miR-511-5p
ENSG00000062096,cg05541460,hsa-miR-146b-5p
ENSG00000064270,cg01775245,hsa-miR-892c-3p
ENSG00000064300,cg11225528,hsa-miR-150-3p
ENSG00000064692,cg24944328,hsa-miR-31-5p
ENSG00000065361,cg03381047,hsa-miR-31-3p
