GE,ME,MI
ENSG00000001626,ENSG00000000460,ENSG00000000003
ENSG00000003137,ENSG00000003400,ENSG00000001630
ENSG00000005001,ENSG00000004059,ENSG00000002745
ENSG00000005102,ENSG00000004776,ENSG00000003147
ENSG00000005249,ENSG00000004777,ENSG00000003402
ENSG00000005471,ENSG00000005513,ENSG00000003756
ENSG00000005513,ENSG00000005812,ENSG00000004478
ENSG00000005961,ENSG00000006118,ENSG00000004700
ENSG00000005981,ENSG00000006283,ENSG00000005001
ENSG00000006016,ENSG00000006432,ENSG00000005007
ENSG00000006118,ENSG00000006453,ENSG00000005156
ENSG00000006283,ENSG00000006704,ENSG00000005206
ENSG00000006377,ENSG00000006712,ENSG00000005302
ENSG00000006606,ENSG00000007237,ENSG00000005844
ENSG00000006611,ENSG00000007376,ENSG00000005884
ENSG00000006659,ENSG00000007402,ENSG00000006530
ENSG00000006788,ENSG00000007923,ENSG00000006634
ENSG00000007001,ENSG00000008294,ENSG00000006638
ENSG00000007038,ENSG00000008952,ENSG00000006652
ENSG00000007062,ENSG00000009307,ENSG00000006704
ENSG00000007216,ENSG00000009335,ENSG00000006712
ENSG00000007306,ENSG00000010219,ENSG00000007129
ENSG00000007933,ENSG00000010292,ENSG00000007341
ENSG00000008056,ENSG00000010810,ENSG00000007376
ENSG00000010310,ENSG00000011105,ENSG00000007392
ENSG00000011028,ENSG00000012048,ENSG00000008128
ENSG00000011332,ENSG00000012822,ENSG00000008394
ENSG00000011465,ENSG00000013583,ENSG00000008710
ENSG00000011677,ENSG00000015153,ENSG00000009709
ENSG00000012124,ENSG00000015532,ENSG00000010278
ENSG00000012779,ENSG00000018699,ENSG00000010322
ENSG00000013588,ENSG00000020577,ENSG00000010379
ENSG00000015413,ENSG00000021762,ENSG00000010539
ENSG00000016402,ENSG00000023171,ENSG00000010803
ENSG00000016490,ENSG00000026751,ENSG00000011332
ENSG00000018236,ENSG00000027075,ENSG00000012048
ENSG00000019505,ENSG00000027697,ENSG00000012211
ENSG00000021300,ENSG00000029534,ENSG00000012223
ENSG00000021461,ENSG00000033122,ENSG00000012963
ENSG00000021645,ENSG00000034053,ENSG00000013016
ENSG00000022567,ENSG00000035862,ENSG00000013306
ENSG00000023171,ENSG00000036448,ENSG00000013588
ENSG00000026559,ENSG00000037042,ENSG00000015133
ENSG00000027644,ENSG00000037757,ENSG00000018699
ENSG00000029534,ENSG00000039139,ENSG00000019505
ENSG00000029559,ENSG00000040731,ENSG00000019995
ENSG00000034053,ENSG00000041357,ENSG00000020256
ENSG00000036473,ENSG00000042304,ENSG00000021355
ENSG00000037965,ENSG00000042813,ENSG00000022267
ENSG00000038427,ENSG00000042980,ENSG00000022556
ENSG00000042980,ENSG00000043462,ENSG00000023445
ENSG00000043039,ENSG00000046653,ENSG00000024526
ENSG00000044524,ENSG00000047457,ENSG00000028116
ENSG00000046774,ENSG00000047597,ENSG00000028137
ENSG00000047936,ENSG00000047849,ENSG00000034239
ENSG00000049089,ENSG00000048052,ENSG00000034533
ENSG00000049247,ENSG00000048740,ENSG00000035499
ENSG00000049283,ENSG00000048991,ENSG00000035681
ENSG00000052850,ENSG00000049283,ENSG00000038532
ENSG00000054938,ENSG00000050327,ENSG00000038945
ENSG00000055118,ENSG00000050426,ENSG00000040633
ENSG00000055732,ENSG00000051009,ENSG00000041982
ENSG00000056291,ENSG00000052723,ENSG00000046651
ENSG00000056487,ENSG00000053702,ENSG00000047315
ENSG00000058085,ENSG00000053918,ENSG00000047648
ENSG00000058404,ENSG00000054598,ENSG00000049246
ENSG00000060140,ENSG00000055332,ENSG00000049656
ENSG00000060718,ENSG00000056972,ENSG00000050130
ENSG00000062038,ENSG00000058335,ENSG00000051108
ENSG00000062524,ENSG00000058453,ENSG00000051341
ENSG00000063015,ENSG00000060339,ENSG00000052850
ENSG00000064195,ENSG00000060558,ENSG00000054116
ENSG00000064270,ENSG00000061987,ENSG00000054118
ENSG00000064547,ENSG00000062038,ENSG00000054277
ENSG00000064787,ENSG00000062725,ENSG00000054654
ENSG00000065325,ENSG00000062822,ENSG00000054983
ENSG00000066032,ENSG00000063245,ENSG00000055118
ENSG00000066230,ENSG00000063601,ENSG00000056097
ENSG00000066405,ENSG00000064012,ENSG00000056487
ENSG00000066468,ENSG00000064199,ENSG00000057935
ENSG00000066813,ENSG00000064218,ENSG00000058085
ENSG00000067715,ENSG00000064270,ENSG00000058262
ENSG00000067840,ENSG00000064545,ENSG00000059378
ENSG00000068615,ENSG00000064655,ENSG00000060688
ENSG00000068985,ENSG00000065328,ENSG00000061938
ENSG00000069011,ENSG00000066032,ENSG00000063015
ENSG00000069188,ENSG00000066135,ENSG00000063245
ENSG00000069482,ENSG00000066230,ENSG00000063322
ENSG00000069764,ENSG00000066294,ENSG00000064652
ENSG00000069812,ENSG00000066468,ENSG00000064835
ENSG00000070729,ENSG00000067141,ENSG00000064933
ENSG00000070886,ENSG00000067596,ENSG00000065154
ENSG00000072041,ENSG00000067715,ENSG00000065183
ENSG00000072080,ENSG00000068024,ENSG00000065325
ENSG00000072195,ENSG00000068097,ENSG00000065548
ENSG00000072840,ENSG00000068654,ENSG00000065618
ENSG00000073670,ENSG00000068781,ENSG00000065882
ENSG00000073734,ENSG00000068971,ENSG00000067064
ENSG00000074047,ENSG00000069424,ENSG00000067177
ENSG00000074211,ENSG00000070526,ENSG00000067842
ENSG00000074276,ENSG00000070601,ENSG00000068024
ENSG00000074317,ENSG00000070731,ENSG00000068137
ENSG00000074803,ENSG00000070882,ENSG00000068489
ENSG00000075043,ENSG00000071054,ENSG00000068912
ENSG00000075223,ENSG00000071553,ENSG00000069974
ENSG00000075340,ENSG00000071859,ENSG00000070182
ENSG00000075461,ENSG00000071889,ENSG00000070413
ENSG00000075673,ENSG00000072062,ENSG00000070423
ENSG00000076344,ENSG00000072163,ENSG00000070540
ENSG00000076716,ENSG00000072274,ENSG00000070814
ENSG00000077264,ENSG00000072694,ENSG00000070886
ENSG00000077274,ENSG00000072786,ENSG00000070950
ENSG00000077942,ENSG00000072832,ENSG00000071246
ENSG00000078053,ENSG00000072864,ENSG00000071539
ENSG00000078098,ENSG00000073331,ENSG00000071909
ENSG00000079112,ENSG00000073350,ENSG00000071967
ENSG00000079931,ENSG00000073921,ENSG00000072110
ENSG00000080224,ENSG00000074211,ENSG00000072858
ENSG00000080293,ENSG00000074370,ENSG00000073350
ENSG00000080644,ENSG00000074755,ENSG00000073670
