GE,ME,MI
ENSG00000005001,cg21661864,hsa-miR-1269b
ENSG00000007062,cg06401021,hsa-miR-519a-5p
ENSG00000007306,cg02152985,hsa-miR-1247-3p
ENSG00000011677,cg03082589,hsa-miR-483-3p
ENSG00000016402,cg18158859,hsa-miR-512-3p
ENSG00000019505,cg09197397,hsa-miR-4652-5p
ENSG00000026559,cg25963309,hsa-miR-526b-5p
ENSG00000046774,cg00028598,hsa-miR-520a-3p
ENSG00000055118,cg23060747,hsa-miR-520a-5p
ENSG00000056291,cg21986027,hsa-miR-520f-3p
ENSG00000064270,cg16301599,hsa-miR-767-5p
ENSG00000068985,cg27452922,hsa-miR-1269a
ENSG00000069011,cg04208666,hsa-miR-518b
ENSG00000069482,cg06726740,hsa-miR-196a-5p
ENSG00000074211,cg20792208,hsa-miR-483-5p
ENSG00000079112,cg01708344,hsa-miR-3923
ENSG00000088836,cg10925082,hsa-miR-1247-5p
ENSG00000099399,cg23468699,hsa-miR-548y
ENSG00000101144,cg03230133,hsa-miR-767-3p
ENSG00000101680,cg12866112,hsa-miR-105-5p
ENSG00000101951,cg03538296,hsa-miR-203b-3p
ENSG00000102109,cg08866991,
ENSG00000103089,cg03899054,
ENSG00000103723,cg12818940,
ENSG00000103742,cg03212161,
ENSG00000104044,cg06760904,
ENSG00000104140,cg01043710,
ENSG00000104413,cg21491163,
ENSG00000104435,cg01335210,
ENSG00000106236,cg09700054,
ENSG00000107159,cg10754395,
ENSG00000109625,cg20906524,
ENSG00000109956,cg08509927,
ENSG00000111344,cg25453625,
ENSG00000112812,cg12683085,
ENSG00000114923,cg05277736,
ENSG00000117983,cg19938791,
ENSG00000118017,cg23251349,
ENSG00000118733,cg24889466,
ENSG00000119888,cg14440571,
ENSG00000120057,cg09768294,
ENSG00000120669,cg01565291,
ENSG00000123999,cg06850787,
ENSG00000124249,cg22770560,
ENSG00000124302,cg24033491,
ENSG00000126752,cg21158163,
ENSG00000126890,cg20345915,
ENSG00000129654,cg03262885,
ENSG00000130675,cg12852139,
ENSG00000130700,cg21239227,
ENSG00000130876,cg23884149,
ENSG00000131459,cg19988482,
ENSG00000132972,cg25363336,
ENSG00000133519,cg25611796,
ENSG00000135519,cg19798596,
ENSG00000136002,cg19472956,
ENSG00000136944,cg17842821,
ENSG00000137731,cg15122498,
ENSG00000137968,cg24404878,
ENSG00000138622,cg13322252,
ENSG00000139915,cg15964717,
ENSG00000146755,cg13355078,
ENSG00000151365,cg18205205,
ENSG00000152910,cg26102435,
ENSG00000153404,cg05552184,
ENSG00000153779,cg23239574,
ENSG00000154646,cg14115325,
ENSG00000155495,cg17412901,
ENSG00000156009,cg20547155,
ENSG00000156269,cg12495069,
ENSG00000157765,cg07765706,
ENSG00000158639,cg19533958,
ENSG00000161249,cg17054060,
ENSG00000162009,cg04055238,
ENSG00000162873,cg12081253,
ENSG00000162931,cg02631684,
ENSG00000162975,cg14633268,
ENSG00000163618,cg06651605,
ENSG00000165238,cg02487930,
ENSG00000165496,cg20525449,
ENSG00000165583,cg16509072,
ENSG00000165584,cg13899739,
ENSG00000166105,cg19596050,
ENSG00000167080,cg06372467,
ENSG00000167157,cg17918270,
ENSG00000167614,cg02099572,
ENSG00000167644,cg14725631,
ENSG00000167741,cg06792448,
ENSG00000168843,cg09014626,
ENSG00000169059,cg14491776,
ENSG00000169347,cg19391924,
ENSG00000169436,cg01567173,
ENSG00000169550,cg09291131,
ENSG00000169862,cg12911732,
ENSG00000170516,cg06764387,
ENSG00000170577,cg11232156,
ENSG00000170627,cg03221366,
ENSG00000171004,cg03840259,
ENSG00000171246,cg23032184,
ENSG00000171345,cg21966656,
ENSG00000171405,cg20064139,
ENSG00000171551,cg16916549,
ENSG00000171798,cg04545872,
ENSG00000174358,cg00826640,
ENSG00000174672,cg13750264,
ENSG00000175497,cg17988546,
ENSG00000176490,cg01669242,
ENSG00000176566,cg08755784,
ENSG00000176884,cg27430369,
ENSG00000177103,cg01860297,
ENSG00000178919,cg26101485,
ENSG00000179083,cg23970028,
ENSG00000179299,cg18328702,
ENSG00000180806,cg03512511,
ENSG00000180818,cg08775382,
ENSG00000181085,cg00055764,
ENSG00000182111,cg06358671,
ENSG00000182272,cg08944086,
ENSG00000182583,cg04680209,
ENSG00000182938,cg11394361,
ENSG00000183117,cg18096398,
ENSG00000183434,cg03784302,
ENSG00000183454,cg06261400,
ENSG00000183780,cg03396005,
ENSG00000184029,cg14536697,
ENSG00000184033,cg12133962,
ENSG00000184058,cg16783478,
ENSG00000184709,cg23631759,
ENSG00000184735,cg21024835,
ENSG00000185306,cg16442452,
ENSG00000185559,cg11945668,
ENSG00000185686,cg17220278,
ENSG00000187242,cg25777818,
ENSG00000187243,cg10342963,
ENSG00000187772,cg08957001,
ENSG00000188064,cg10468535,
ENSG00000188112,cg24447689,
ENSG00000189023,cg08000459,
ENSG00000189186,cg02310286,
ENSG00000197172,cg15848890,
ENSG00000197406,cg26758486,
ENSG00000198033,cg03130248,
ENSG00000198054,cg17657322,
ENSG00000198681,cg26864714,
ENSG00000198883,cg14369117,
ENSG00000198930,cg18912160,
ENSG00000203989,cg05758861,
ENSG00000204175,cg13810101,
ENSG00000205359,cg06257454,
ENSG00000205795,cg04696808,
ENSG00000213401,cg09096054,
ENSG00000214049,cg13782274,
ENSG00000214107,cg22884130,
ENSG00000214575,cg10544510,
ENSG00000221867,cg27325820,
ENSG00000226372,cg16525277,
ENSG00000226600,cg02460251,
ENSG00000227488,cg03777875,
ENSG00000234068,cg09068128,
ENSG00000234414,cg10178270,
ENSG00000236371,cg23997640,
ENSG00000236446,cg15999188,
ENSG00000238269,cg06878649,
ENSG00000241476,cg25267258,
ENSG00000243040,cg26345613,
ENSG00000251258,cg19181528,
ENSG00000255501,cg01811882,
ENSG00000268009,cg23338503,
ENSG00000268606,cg02746900,
ENSG00000268902,cg00187686,
ENSG00000268916,cg20558091,
ENSG00000269405,cg13035219,
ENSG00000274391,cg18332213,
,cg17870484,
,cg00472528,
,cg21643429,
,cg15133748,
,cg09363841,
,cg03571393,
,cg24105081,
,cg24494587,
,cg20824635,
,cg17969499,
,cg25370753,
,cg14389840,
,cg18052222,
,cg23061396,
,cg01530024,
,cg12030226,
,cg19933965,
,cg07919936,
,cg04633922,
,cg14715697,
,cg26238975,
,cg05262724,
,cg06137123,
,cg09210956,
,cg17778888,
,cg16329658,
,cg04098547,
,cg02939767,
,cg19961800,
,cg02236949,
,cg13775978,
,cg14223646,
,cg02714192,
,cg12985204,
,cg02768721,
,cg19757573,
,cg07005640,
,cg10278915,
,cg13748755,
,cg19533322,
,cg11247304,
,cg10860802,
,cg12237617,
,cg21385746,
,cg21763482,
,cg13106306,
,cg05970721,
,cg08856842,
,cg05583676,
,cg27359472,
,cg04578631,
,cg05031455,
,cg17429075,
,cg13504411,
,cg02853703,
,cg26334801,
,cg05901462,
,cg12747584,
,cg24977670,
,cg05224126,
,cg06066587,
,cg00028678,
,cg14288086,
,cg16252110,
,cg24967553,
,cg24751154,
