GE,ME,MI
ENSG00000001626,cg18002126,hsa-miR-539-3p
ENSG00000003137,cg21661864,hsa-miR-615-3p
ENSG00000005001,cg03603542,hsa-miR-517c-3p
ENSG00000005102,cg10783086,hsa-miR-1269b
ENSG00000005471,cg06401021,hsa-miR-216b-3p
ENSG00000005513,cg14168009,hsa-miR-1224-5p
ENSG00000005981,cg01370213,hsa-miR-519a-5p
ENSG00000006016,cg25807274,hsa-miR-518a-5p
ENSG00000006283,cg16799785,hsa-miR-9-3p
ENSG00000006377,cg19332610,hsa-miR-552-5p
ENSG00000006606,cg02938422,hsa-miR-210-5p
ENSG00000006611,cg02152985,hsa-miR-200c-5p
ENSG00000006659,cg03082589,hsa-miR-466
ENSG00000006788,cg23911372,hsa-miR-654-5p
ENSG00000007001,cg09780768,hsa-miR-154-3p
ENSG00000007038,cg27103642,hsa-miR-3144-3p
ENSG00000007062,cg04922015,hsa-miR-5589-3p
ENSG00000007216,cg10523411,hsa-miR-5588-5p
ENSG00000007306,cg21185990,hsa-miR-1295b-3p
ENSG00000007933,cg06577725,hsa-miR-5589-5p
ENSG00000010310,cg21891490,hsa-miR-1295b-5p
ENSG00000011028,cg27281882,hsa-miR-1247-3p
ENSG00000011332,cg20148127,hsa-miR-483-3p
ENSG00000011465,cg24993735,hsa-miR-410-3p
ENSG00000011677,cg18158859,hsa-miR-485-3p
ENSG00000012779,cg21012788,hsa-miR-487a-3p
ENSG00000013588,cg09197397,hsa-miR-382-5p
ENSG00000015413,cg05229965,hsa-miR-380-5p
ENSG00000016402,cg25963309,hsa-miR-519e-3p
ENSG00000016490,cg14596108,hsa-miR-498-5p
ENSG00000018236,cg23908638,hsa-miR-520e-3p
ENSG00000019505,cg00028598,hsa-miR-515-5p
ENSG00000021300,cg21338857,hsa-miR-515-3p
ENSG00000022567,cg15737177,hsa-miR-181d-5p
ENSG00000023171,cg23060747,hsa-miR-512-5p
ENSG00000026559,cg14040634,hsa-miR-512-3p
ENSG00000027644,cg07779653,hsa-miR-338-5p
ENSG00000029534,cg03102386,hsa-miR-376a-5p
ENSG00000029559,cg11437140,hsa-miR-493-3p
ENSG00000034053,cg19372359,hsa-miR-4652-5p
ENSG00000036473,cg06162751,hsa-miR-369-3p
ENSG00000037965,cg19817795,hsa-miR-372-3p
ENSG00000038427,cg15496763,hsa-miR-373-3p
ENSG00000042980,cg18861119,hsa-miR-376a-3p
ENSG00000043039,cg21986027,hsa-miR-375-3p
ENSG00000046774,cg15115055,hsa-miR-525-3p
ENSG00000047936,cg21156438,hsa-miR-525-5p
ENSG00000049089,cg16301599,hsa-miR-519b-3p
ENSG00000049247,cg13633305,hsa-miR-526b-3p
ENSG00000049283,cg27452922,hsa-miR-526b-5p
ENSG00000052850,cg05780864,hsa-miR-520a-3p
ENSG00000054938,cg14984943,hsa-miR-520a-5p
ENSG00000055118,cg13764850,hsa-miR-519c-3p
ENSG00000055732,cg24198990,hsa-miR-520f-3p
ENSG00000056291,cg19781462,hsa-miR-200c-3p
ENSG00000056487,cg09897064,hsa-miR-767-5p
ENSG00000058085,cg07776626,hsa-miR-136-3p
ENSG00000058404,cg23053506,hsa-miR-517-5p
ENSG00000060140,cg14551475,hsa-miR-675-5p
ENSG00000060718,cg08502239,hsa-miR-524-3p
ENSG00000062038,cg00947796,hsa-miR-1270
ENSG00000062524,cg20994929,hsa-miR-1269a
ENSG00000063015,cg27523087,hsa-miR-203a-3p
ENSG00000064195,cg09022852,hsa-miR-187-3p
ENSG00000064270,cg13544012,hsa-miR-199b-5p
ENSG00000064787,cg08351598,hsa-miR-211-5p
ENSG00000065325,cg07852840,hsa-miR-490-3p
ENSG00000066032,cg04208666,hsa-miR-200b-3p
ENSG00000066230,cg01782790,hsa-miR-27a-5p
ENSG00000066405,cg22127730,hsa-miR-487b-3p
ENSG00000066468,cg04559323,hsa-miR-1911-5p
ENSG00000066813,cg25607226,hsa-miR-1912-3p
ENSG00000067715,cg09098195,hsa-miR-218-5p
ENSG00000067840,cg06726740,hsa-miR-217-5p
ENSG00000068615,cg10482051,hsa-miR-216a-5p
ENSG00000068985,cg20792208,hsa-miR-214-3p
ENSG00000069011,cg01708344,hsa-miR-432-5p
ENSG00000069188,cg26617486,hsa-miR-493-5p
ENSG00000069482,cg26769435,hsa-miR-431-3p
ENSG00000069764,cg16679297,hsa-miR-200b-5p
ENSG00000069812,cg27446832,hsa-miR-1250-5p
ENSG00000070729,cg10925082,hsa-miR-129-5p
ENSG00000070886,cg15723066,hsa-miR-518e-3p
ENSG00000072041,cg09823288,hsa-miR-527
ENSG00000072080,cg06738867,hsa-miR-518a-3p
ENSG00000072195,cg21992696,hsa-miR-944
ENSG00000072840,cg24878051,hsa-miR-520h
ENSG00000073734,cg00910924,hsa-miR-522-3p
ENSG00000074047,cg10322560,hsa-miR-519a-3p
ENSG00000074211,cg00594228,hsa-miR-137-3p
ENSG00000074276,cg23468699,hsa-miR-133a-3p
ENSG00000074317,cg19761682,hsa-miR-552-3p
ENSG00000074803,cg03230133,hsa-miR-92b-3p
ENSG00000075043,cg24009737,hsa-miR-199b-3p
ENSG00000075223,cg06658129,hsa-miR-214-5p
ENSG00000075340,cg12866112,hsa-miR-382-3p
ENSG00000075461,cg22683277,hsa-miR-411-5p
ENSG00000075673,cg08895932,hsa-miR-216a-3p
ENSG00000076344,cg00186815,hsa-miR-3200-3p
ENSG00000076716,cg11032623,hsa-miR-548x-3p
ENSG00000077274,cg10400174,hsa-miR-3660
ENSG00000077942,cg01771065,hsa-miR-216b-5p
ENSG00000078053,cg01773689,hsa-miR-499a-3p
ENSG00000078098,cg02144924,hsa-miR-516a-5p
ENSG00000079112,cg04036920,hsa-miR-138-5p
ENSG00000079931,cg03625662,hsa-miR-181c-3p
ENSG00000080224,cg01093878,hsa-miR-548b-5p
ENSG00000080293,cg03538296,hsa-miR-141-3p
ENSG00000080644,cg11764966,hsa-miR-758-5p
ENSG00000082014,cg13078847,hsa-miR-656-3p
ENSG00000083307,cg10110652,hsa-miR-655-3p
ENSG00000084453,cg08866991,hsa-miR-518c-3p
ENSG00000084628,cg17695831,hsa-miR-524-5p
ENSG00000084636,cg03899054,hsa-miR-520c-3p
ENSG00000086506,cg16338365,hsa-miR-518c-5p
ENSG00000086548,cg05068730,hsa-miR-518b
ENSG00000086967,cg24802078,hsa-miR-518f-3p
ENSG00000087085,cg19114576,hsa-miR-520b-3p
ENSG00000087116,cg12818940,hsa-miR-523-3p
ENSG00000087494,cg02023402,hsa-miR-518f-5p
ENSG00000087510,cg20239485,hsa-miR-200a-3p
ENSG00000088053,cg14127947,hsa-miR-34c-5p
ENSG00000088836,cg06807928,hsa-miR-299-3p
ENSG00000088881,cg03212161,hsa-miR-196a-5p
ENSG00000088882,cg02470440,hsa-miR-483-5p
ENSG00000088992,cg18740583,hsa-miR-520g-3p
ENSG00000089199,cg04960342,hsa-miR-516b-5p
ENSG00000089356,cg06244947,hsa-miR-519d-3p
ENSG00000090512,cg16412789,hsa-miR-517a-3p
ENSG00000090932,cg08078648,hsa-miR-520d-5p
ENSG00000091482,cg02957735,hsa-miR-521
ENSG00000091490,cg26955275,hsa-miR-517b-3p
