GE,ME,MI
ENSG00000000005,cg17027195,hsa-miR-335-5p
ENSG00000002746,cg01573938,hsa-miR-18a-3p
ENSG00000004776,cg17648210,hsa-miR-942-3p
ENSG00000004846,cg05551889,hsa-miR-491-3p
ENSG00000004848,cg09616959,hsa-miR-1266-3p
ENSG00000005108,cg09835225,hsa-miR-590-3p
ENSG00000005513,cg00353340,hsa-miR-625-3p
ENSG00000006016,cg27152280,hsa-miR-584-3p
ENSG00000006128,cg13002945,hsa-miR-3161
ENSG00000006377,cg09248482,hsa-miR-592
ENSG00000007216,cg11190071,hsa-miR-616-5p
ENSG00000007264,cg03426451,hsa-miR-615-3p
ENSG00000007908,cg25870420,hsa-miR-4636
ENSG00000008118,cg10355837,hsa-miR-940
ENSG00000010671,cg01263386,hsa-miR-548v
ENSG00000010932,cg01587630,hsa-miR-1269b
ENSG00000012124,cg10715223,hsa-miR-1224-5p
ENSG00000013293,cg08217227,hsa-miR-7702
ENSG00000013297,cg12738347,hsa-miR-552-5p
ENSG00000015413,cg04293888,hsa-miR-33b-3p
ENSG00000015592,cg12527384,hsa-miR-23a-5p
ENSG00000016490,cg10639888,hsa-let-7c-3p
ENSG00000017427,cg20500237,hsa-miR-26a-1-3p
ENSG00000018236,cg20060452,hsa-miR-200c-5p
ENSG00000018280,cg06038655,hsa-miR-155-3p
ENSG00000018625,cg09876651,hsa-miR-466
ENSG00000019102,cg07095230,hsa-miR-4662a-5p
ENSG00000019169,cg21968535,hsa-miR-4724-5p
ENSG00000019186,cg26421310,hsa-miR-362-5p
ENSG00000019991,cg23923856,hsa-miR-188-5p
ENSG00000029559,cg14961949,hsa-miR-3187-5p
ENSG00000030304,cg23905374,hsa-miR-3144-3p
ENSG00000034971,cg14142965,hsa-miR-5589-5p
ENSG00000035720,cg06593050,hsa-miR-1307-5p
ENSG00000036530,cg01898661,hsa-miR-1247-3p
ENSG00000037965,cg19363466,hsa-miR-1304-3p
ENSG00000038295,cg24337338,hsa-miR-3651
ENSG00000038945,cg24078363,hsa-miR-483-3p
ENSG00000039987,cg14556896,hsa-miR-3677-3p
ENSG00000040731,cg20964285,hsa-miR-224-5p
ENSG00000041353,cg10165585,hsa-miR-181d-5p
ENSG00000042832,cg19704348,hsa-miR-3940-5p
ENSG00000043039,cg13355047,hsa-miR-3934-3p
ENSG00000043355,cg04226714,hsa-miR-4652-5p
ENSG00000043591,cg11144056,hsa-miR-4746-5p
ENSG00000044524,cg05676541,hsa-miR-196b-3p
ENSG00000046889,cg00936907,hsa-miR-146a-3p
ENSG00000047457,cg13990926,hsa-miR-125b-2-3p
ENSG00000047662,cg13384781,hsa-miR-16-2-3p
ENSG00000048540,cg19752891,hsa-miR-99a-3p
ENSG00000048545,cg07956515,hsa-miR-29b-1-5p
ENSG00000050628,cg03192963,hsa-miR-1266-5p
ENSG00000053108,cg05916662,hsa-miR-1269a
ENSG00000054356,cg06675147,hsa-miR-1275
ENSG00000054803,cg27346806,hsa-miR-204-5p
ENSG00000054938,cg17811545,hsa-miR-187-3p
ENSG00000056487,cg18438546,hsa-miR-211-5p
ENSG00000057149,cg01725608,hsa-miR-490-3p
ENSG00000057468,cg05312353,hsa-miR-3194-5p
ENSG00000057593,cg13775316,hsa-let-7c-5p
ENSG00000058404,cg00745555,hsa-miR-188-3p
ENSG00000059915,cg24450494,hsa-miR-31-5p
ENSG00000060718,cg04614008,hsa-miR-32-3p
ENSG00000061455,cg18699804,hsa-miR-31-3p
ENSG00000064195,cg01065349,hsa-miR-92a-1-5p
ENSG00000064201,cg25525687,hsa-miR-206
ENSG00000064300,cg27269940,hsa-miR-1911-5p
ENSG00000064886,cg16445574,hsa-miR-4788
ENSG00000065609,cg00524310,hsa-miR-218-5p
ENSG00000066032,cg09586080,hsa-miR-217-5p
ENSG00000066294,cg06705526,hsa-miR-216a-5p
ENSG00000066382,cg00019137,hsa-miR-215-5p
ENSG00000066405,cg12396999,hsa-miR-1-3p
ENSG00000067798,cg03012726,hsa-miR-3662
ENSG00000067840,cg23050361,hsa-miR-18a-5p
ENSG00000067842,cg15866977,hsa-miR-99a-5p
ENSG00000068615,cg02054059,hsa-miR-95-3p
ENSG00000068781,cg24890054,hsa-miR-33a-5p
ENSG00000068976,cg10397322,hsa-miR-935
ENSG00000069431,cg25364343,hsa-miR-4446-3p
ENSG00000070031,cg19320275,hsa-miR-1248
ENSG00000070193,cg02420850,hsa-miR-942-5p
ENSG00000071991,cg12866112,hsa-miR-133a-3p
ENSG00000072041,cg19045644,hsa-miR-125b-5p
ENSG00000072133,cg20569287,hsa-miR-122-5p
ENSG00000072195,cg19470159,hsa-miR-551a
ENSG00000072694,cg23076591,hsa-miR-552-3p
ENSG00000072840,cg04243581,hsa-miR-218-1-3p
ENSG00000073067,cg09396196,hsa-miR-222-5p
ENSG00000073146,cg27085904,hsa-miR-301a-5p
ENSG00000073282,cg22684008,hsa-miR-548d-3p
ENSG00000073861,cg13233166,hsa-miR-653-5p
ENSG00000075035,cg02197293,hsa-miR-3200-3p
ENSG00000075043,cg12022294,hsa-miR-4676-5p
ENSG00000075340,cg23926649,hsa-miR-1180-3p
ENSG00000075461,cg10284662,hsa-miR-3664-5p
ENSG00000077063,cg04915780,hsa-miR-499a-5p
ENSG00000077264,cg14021564,hsa-miR-506-3p
ENSG00000078053,cg21184256,hsa-miR-7-5p
ENSG00000078098,cg27507700,hsa-miR-301b-3p
ENSG00000078295,cg19940065,hsa-miR-499a-3p
ENSG00000078549,cg11173499,hsa-miR-500a-5p
ENSG00000079102,cg26887632,hsa-miR-760
ENSG00000079215,cg08911275,hsa-miR-7-1-3p
ENSG00000079841,cg14282137,hsa-miR-92b-5p
ENSG00000079931,cg17064051,hsa-miR-556-3p
ENSG00000080224,cg05721515,hsa-miR-215-3p
ENSG00000080644,cg16663570,hsa-miR-20a-3p
ENSG00000081842,cg24255728,hsa-miR-34c-5p
ENSG00000082175,cg10594709,hsa-miR-196a-5p
ENSG00000082293,cg23444468,hsa-miR-490-5p
ENSG00000082482,cg02150369,hsa-miR-570-3p
ENSG00000083782,cg10155681,hsa-miR-573
ENSG00000084674,cg23828595,hsa-miR-33b-5p
ENSG00000085265,cg13548601,hsa-miR-483-5p
ENSG00000085514,cg01392544,hsa-miR-4466
ENSG00000086991,cg26796679,hsa-miR-4766-3p
ENSG00000087116,cg22698996,hsa-miR-452-3p
ENSG00000087250,cg04792863,hsa-miR-517a-3p
ENSG00000087258,cg07211381,hsa-miR-517b-3p
ENSG00000087494,cg17767945,hsa-miR-296-5p
ENSG00000087495,cg20206437,hsa-miR-7850-5p
ENSG00000088320,cg08226111,hsa-miR-153-5p
ENSG00000088386,cg01151699,hsa-miR-5580-3p
ENSG00000088827,cg14776114,hsa-miR-642a-5p
ENSG00000089041,cg04856689,hsa-miR-3193
ENSG00000089250,cg21410080,hsa-miR-556-5p
ENSG00000090402,cg17617527,hsa-miR-5683
ENSG00000090534,cg24188415,hsa-miR-500b-5p
ENSG00000091138,cg06537894,hsa-miR-7974
ENSG00000091181,cg13629563,hsa-miR-3934-5p
ENSG00000091482,cg16079396,hsa-miR-4756-3p
ENSG00000091656,cg05952494,hsa-miR-6715a-3p
ENSG00000091831,cg02445664,hsa-miR-548f-3p
ENSG00000091986,cg22706420,hsa-miR-1246
ENSG00000092009,cg07816392,hsa-miR-1247-5p
ENSG00000092051,cg07062885,hsa-miR-147b-3p
ENSG00000092067,cg03523945,hsa-miR-6744-5p
ENSG00000092345,cg25622481,hsa-miR-508-5p
ENSG00000094755,cg03310242,hsa-miR-590-5p
ENSG00000094963,cg02574526,hsa-miR-3170
ENSG00000095713,cg06367702,hsa-miR-622
ENSG00000095777,cg16317181,hsa-miR-3614-5p
ENSG00000095917,cg16022575,hsa-miR-3613-5p
ENSG00000095970,cg04363624,hsa-miR-3619-5p
ENSG00000100078,cg11195797,hsa-miR-3940-3p
ENSG00000100095,cg05281221,hsa-miR-3937
ENSG00000100146,cg20479774,hsa-miR-1293
ENSG00000100253,cg24236887,hsa-miR-1291
ENSG00000100285,cg21926465,hsa-miR-191-3p
ENSG00000100344,cg02863489,hsa-miR-105-5p
ENSG00000100362,cg23577350,hsa-miR-6744-3p
ENSG00000100448,cg25208479,hsa-miR-577
ENSG00000100450,cg12177207,hsa-miR-4772-3p
ENSG00000100593,cg01118451,hsa-miR-4772-5p
ENSG00000100678,cg14179389,hsa-miR-514a-3p
ENSG00000100721,cg12266953,hsa-miR-508-3p
ENSG00000100884,cg10794285,hsa-miR-509-3p
ENSG00000101074,cg22487624,hsa-miR-203b-3p
ENSG00000101134,cg09765994,hsa-miR-133b
ENSG00000101188,cg15616946,hsa-miR-135b-3p
ENSG00000101198,cg18626709,hsa-miR-3131
ENSG00000101230,cg16977570,hsa-miR-6715b-3p
ENSG00000101280,cg02030672,hsa-miR-629-3p
ENSG00000101282,cg18670721,hsa-miR-625-5p
ENSG00000101425,cg17865533,hsa-miR-627-5p
ENSG00000101470,cg15879949,hsa-miR-196b-5p
ENSG00000101746,cg03310469,
ENSG00000101850,cg01535733,
ENSG00000101916,cg14671526,
ENSG00000101938,cg00227225,
ENSG00000101958,cg17621259,
ENSG00000102010,cg22941646,
ENSG00000102109,cg04704531,
ENSG00000102230,cg02460997,
ENSG00000102271,cg17061244,
ENSG00000102383,cg27599958,
ENSG00000102452,cg10804678,
ENSG00000102466,cg06139908,
ENSG00000102468,cg13740698,
ENSG00000102524,cg14580502,
ENSG00000102683,cg17847861,
ENSG00000102924,cg24347594,
ENSG00000103154,cg26440289,
ENSG00000103310,cg00565070,
ENSG00000103313,cg08821557,
ENSG00000103485,cg11392765,
ENSG00000103569,cg17067190,
ENSG00000103723,cg25776856,
ENSG00000103942,cg08414087,
ENSG00000104044,cg06163735,
ENSG00000104059,cg04216289,
ENSG00000104112,cg03159947,
ENSG00000104177,cg14002345,
ENSG00000104213,cg24067214,
ENSG00000104313,cg24740531,
ENSG00000104327,cg03527422,
ENSG00000104332,cg00797821,
ENSG00000104435,cg21322654,
ENSG00000104722,cg16114640,
ENSG00000104760,cg00325599,
ENSG00000104899,cg23352579,
ENSG00000104918,cg18794577,
ENSG00000104921,cg01327552,
ENSG00000104938,cg23698058,
ENSG00000104970,cg14620039,
ENSG00000104974,cg19219577,
ENSG00000105048,cg05829482,
ENSG00000105205,cg21084284,
ENSG00000105290,cg07558455,
ENSG00000105352,cg10926113,
ENSG00000105366,cg00076497,
ENSG00000105383,cg06385118,
ENSG00000105398,cg02425263,
ENSG00000105492,cg27569822,
ENSG00000105509,cg07410872,
ENSG00000105609,cg23822052,
ENSG00000105664,cg00879447,
