GE,ME,MI
ENSG00000000003,cg00651829,hsa-miR-4739
ENSG00000000005,cg17027195,hsa-miR-4735-5p
ENSG00000000419,cg04804717,hsa-miR-4736
ENSG00000000460,cg13479358,hsa-miR-3064-5p
ENSG00000000938,cg11461030,hsa-miR-4738-3p
ENSG00000000971,cg04755662,hsa-miR-6793-5p
ENSG00000001497,cg20060206,hsa-miR-6792-3p
ENSG00000001626,cg09547119,hsa-miR-6792-5p
ENSG00000001629,cg23818351,hsa-miR-6794-3p
ENSG00000001631,cg09988853,hsa-miR-6825-3p
ENSG00000002079,cg25987194,hsa-miR-6825-5p
ENSG00000002549,cg02531516,hsa-miR-6826-3p
ENSG00000002587,cg08062011,hsa-miR-335-5p
ENSG00000002745,cg16995983,hsa-miR-339-5p
ENSG00000002746,cg19088553,hsa-miR-324-5p
ENSG00000002933,cg06997305,hsa-miR-331-3p
ENSG00000003096,cg01843020,hsa-miR-324-3p
ENSG00000003137,cg11398523,hsa-miR-18a-3p
ENSG00000003147,cg00007076,hsa-miR-299-5p
ENSG00000003393,cg16031515,hsa-miR-4511
ENSG00000003400,cg12916710,hsa-miR-4512
ENSG00000003402,cg00701692,hsa-miR-4510
ENSG00000003436,cg17143565,hsa-miR-2392
ENSG00000003989,cg04044188,hsa-miR-548e-5p
ENSG00000004059,cg06649048,hsa-miR-548j-3p
ENSG00000004139,cg01791407,hsa-miR-942-3p
ENSG00000004399,cg08533745,hsa-miR-1180-5p
ENSG00000004455,cg27592410,hsa-miR-488-3p
ENSG00000004468,cg01573938,hsa-miR-1287-3p
ENSG00000004478,cg14848284,hsa-miR-486-3p
ENSG00000004700,cg22939193,hsa-miR-491-3p
ENSG00000004776,cg01557989,hsa-miR-6125
ENSG00000004777,cg23617327,hsa-miR-1266-3p
ENSG00000004779,cg17648210,hsa-miR-3192-3p
ENSG00000004799,cg22435791,hsa-miR-1251-3p
ENSG00000004809,cg17217295,hsa-miR-146b-3p
ENSG00000004838,cg14364447,hsa-miR-3675-5p
ENSG00000004846,cg05908587,hsa-miR-497-3p
ENSG00000004848,cg17554814,hsa-miR-6856-3p
ENSG00000004864,cg23621158,hsa-miR-550a-5p
ENSG00000004939,cg23187159,hsa-miR-590-3p
ENSG00000004948,cg05551889,hsa-miR-548a-5p
ENSG00000005001,cg09616959,hsa-miR-511-3p
ENSG00000005020,cg11525280,hsa-miR-616-3p
ENSG00000005022,cg08196106,hsa-miR-489-5p
ENSG00000005073,cg09944213,hsa-miR-625-3p
ENSG00000005075,cg09835225,hsa-miR-628-5p
ENSG00000005102,cg09727277,hsa-miR-181d-3p
ENSG00000005108,cg08570346,hsa-miR-1257
ENSG00000005156,cg02827729,hsa-miR-570-5p
ENSG00000005187,cg14273450,hsa-miR-561-5p
ENSG00000005243,cg17287026,hsa-miR-1258
ENSG00000005249,cg15842116,hsa-let-7a-3p
ENSG00000005339,cg14928319,hsa-miR-15a-3p
ENSG00000005381,cg14424049,hsa-miR-16-1-3p
ENSG00000005421,cg11417025,hsa-miR-652-5p
ENSG00000005448,cg12623328,hsa-miR-584-3p
ENSG00000005469,cg00353340,hsa-miR-1185-1-3p
ENSG00000005471,cg22711676,hsa-miR-3165
ENSG00000005513,cg09768093,hsa-miR-3164
ENSG00000005700,cg13789423,hsa-miR-3159
ENSG00000005801,cg23363754,hsa-miR-3158-3p
ENSG00000005810,cg06205432,hsa-miR-3157-5p
ENSG00000005812,cg06611874,hsa-miR-3163
ENSG00000005844,cg26851796,hsa-miR-365b-3p
ENSG00000005882,cg22060611,hsa-miR-3161
ENSG00000005884,cg08703595,hsa-miR-592
ENSG00000005893,cg08526705,hsa-miR-599
ENSG00000005961,cg04403423,hsa-miR-598-3p
ENSG00000005981,cg03416085,hsa-miR-192-3p
ENSG00000006016,cg12492885,hsa-miR-619-3p
ENSG00000006025,cg09569536,hsa-miR-618
ENSG00000006042,cg21017752,hsa-miR-616-5p
ENSG00000006047,cg22977016,hsa-miR-615-3p
ENSG00000006059,cg16766249,hsa-miR-614
ENSG00000006071,cg11797365,hsa-miR-4638-3p
ENSG00000006116,cg00046625,hsa-miR-4638-5p
ENSG00000006118,cg25438767,hsa-miR-4637
ENSG00000006128,cg07740599,hsa-miR-4636
ENSG00000006210,cg13529733,hsa-miR-4635
ENSG00000006282,cg16438655,hsa-miR-4640-5p
ENSG00000006283,cg27581965,hsa-miR-7108-3p
ENSG00000006377,cg11005316,hsa-miR-7109-3p
ENSG00000006432,cg10242160,hsa-miR-7106-3p
ENSG00000006468,cg08324945,hsa-miR-7107-5p
ENSG00000006530,cg03957898,hsa-miR-7108-5p
ENSG00000006534,cg08575330,hsa-miR-7111-5p
ENSG00000006576,cg04797725,hsa-miR-937-3p
ENSG00000006606,cg03261347,hsa-miR-940
ENSG00000006611,cg01477985,hsa-miR-939-5p
ENSG00000006625,cg22539450,hsa-miR-548v
ENSG00000006634,cg19248676,hsa-miR-3148
ENSG00000006638,cg24582168,hsa-miR-6829-3p
ENSG00000006652,cg12686317,hsa-miR-4745-3p
ENSG00000006659,cg23782734,hsa-miR-4745-5p
ENSG00000006695,cg16979070,hsa-miR-6829-5p
ENSG00000006704,cg27152280,hsa-miR-4741
ENSG00000006715,cg18736775,hsa-miR-122b-5p
ENSG00000006744,cg24087887,hsa-miR-378j
ENSG00000006747,cg02166450,hsa-miR-548ar-3p
ENSG00000006756,cg19925427,hsa-miR-365a-3p
ENSG00000006757,cg21207665,hsa-miR-302b-3p
ENSG00000006788,cg00063703,hsa-miR-6817-3p
ENSG00000006837,cg05819371,hsa-miR-6844
ENSG00000007001,cg17323027,hsa-miR-6840-5p
ENSG00000007038,cg11141156,hsa-miR-6839-5p
ENSG00000007062,cg13002945,hsa-miR-6839-3p
ENSG00000007129,cg04109349,hsa-miR-6842-3p
ENSG00000007168,cg09248482,hsa-miR-1269b
ENSG00000007171,cg11504897,hsa-miR-4521
ENSG00000007174,cg10604168,hsa-miR-4516
ENSG00000007216,cg02241924,hsa-miR-4517
ENSG00000007237,cg10759602,hsa-miR-887-5p
ENSG00000007255,cg23545250,hsa-miR-1224-5p
ENSG00000007264,cg21834512,hsa-miR-1224-3p
ENSG00000007306,cg06298701,hsa-miR-519a-5p
ENSG00000007312,cg06210070,hsa-miR-518a-5p
ENSG00000007314,cg19611273,hsa-miR-136-5p
ENSG00000007350,cg19359398,hsa-miR-146a-5p
ENSG00000007372,cg03442569,hsa-miR-127-3p
ENSG00000007376,cg19160799,hsa-miR-134-5p
ENSG00000007402,cg08229358,hsa-miR-191-5p
ENSG00000007516,cg11190071,hsa-miR-9-5p
ENSG00000007866,cg26155867,hsa-miR-9-3p
ENSG00000007908,cg19449377,hsa-miR-125a-5p
ENSG00000007933,cg03426451,hsa-miR-7702
ENSG00000007944,cg27527798,hsa-miR-7704
ENSG00000007952,cg07622748,hsa-miR-597-3p
ENSG00000007968,cg22684968,hsa-miR-585-5p
ENSG00000008056,cg21841963,hsa-miR-552-5p
ENSG00000008083,cg25870420,hsa-miR-580-5p
ENSG00000008086,cg25527090,hsa-miR-579-5p
ENSG00000008118,cg19010054,hsa-miR-510-3p
ENSG00000008196,cg21415347,hsa-miR-504-3p
ENSG00000008197,cg03284866,hsa-miR-411-3p
ENSG00000008226,cg23678800,hsa-miR-33b-3p
ENSG00000008256,cg01377807,hsa-miR-629-5p
ENSG00000008277,cg12409211,hsa-miR-654-3p
ENSG00000008294,cg01835308,hsa-miR-671-3p
ENSG00000008300,cg09968620,hsa-miR-23a-5p
ENSG00000008311,cg10355837,hsa-miR-22-5p
ENSG00000008323,cg00393837,hsa-miR-21-3p
ENSG00000008324,cg03437479,hsa-miR-550b-2-5p
ENSG00000008394,cg11107669,hsa-miR-19b-1-5p
ENSG00000008438,cg08493879,hsa-let-7c-3p
ENSG00000008441,cg00890049,hsa-miR-133a-5p
ENSG00000008513,cg12940104,hsa-miR-26a-1-3p
ENSG00000008516,cg01263386,hsa-miR-25-5p
ENSG00000008517,cg24296452,hsa-miR-3074-5p
ENSG00000008710,cg01587630,hsa-miR-3156-3p
ENSG00000008735,cg24400921,hsa-miR-200c-5p
ENSG00000008853,cg21872764,hsa-miR-3127-3p
ENSG00000009413,cg11328405,hsa-miR-3129-3p
ENSG00000009709,cg26765815,hsa-miR-155-3p
ENSG00000009724,cg16761581,hsa-miR-3150a-5p
ENSG00000009765,cg16364121,hsa-miR-3152-5p
ENSG00000009790,cg10229294,hsa-miR-3138
ENSG00000009830,cg18248022,hsa-miR-544b
ENSG00000009950,cg16778809,hsa-miR-3137
ENSG00000010030,cg26153569,hsa-miR-466
ENSG00000010219,cg10715223,hsa-miR-3136-5p
ENSG00000010256,cg25332298,hsa-miR-3135a
ENSG00000010270,cg03196269,hsa-miR-3140-3p
ENSG00000010282,cg16384885,hsa-miR-548t-5p
ENSG00000010295,cg17602126,hsa-miR-5583-3p
ENSG00000010310,cg08217227,hsa-miR-5582-3p
ENSG00000010318,cg20274746,hsa-miR-5583-5p
ENSG00000010319,cg05143735,hsa-miR-5586-5p
ENSG00000010327,cg12738347,hsa-miR-5586-3p
ENSG00000010361,cg02381820,hsa-miR-5587-5p
ENSG00000010379,cg01005968,hsa-miR-1231
ENSG00000010404,cg26481829,hsa-miR-6812-3p
ENSG00000010438,cg21843272,hsa-miR-1229-3p
ENSG00000010610,cg20416031,hsa-miR-4664-3p
ENSG00000010671,cg15694605,hsa-miR-4665-5p
ENSG00000010704,cg17806814,hsa-miR-4664-5p
ENSG00000010810,cg26084529,hsa-miR-4662a-5p
ENSG00000010818,cg18862767,hsa-miR-4659b-5p
ENSG00000010932,cg21653132,hsa-miR-1227-3p
ENSG00000011021,cg23017574,hsa-miR-3622b-5p
ENSG00000011028,cg12162305,hsa-miR-3622a-3p
ENSG00000011052,cg14823789,hsa-miR-3620-3p
ENSG00000011083,cg27536453,hsa-miR-23c
ENSG00000011105,cg16590189,hsa-miR-3622a-5p
ENSG00000011258,cg13338783,hsa-miR-450a-5p
ENSG00000011275,cg00846483,hsa-miR-449a
ENSG00000011295,cg00719143,hsa-miR-4726-3p
ENSG00000011332,cg05731870,hsa-miR-4727-5p
ENSG00000011347,cg13156863,hsa-miR-4725-3p
ENSG00000011376,cg26158279,hsa-miR-4724-3p
ENSG00000011422,cg04293888,hsa-miR-4724-5p
ENSG00000011426,cg06782204,hsa-miR-4728-5p
ENSG00000011465,cg12527384,hsa-miR-3121-5p
ENSG00000011478,cg06580725,hsa-miR-762
ENSG00000011523,cg20633020,hsa-miR-654-5p
ENSG00000011590,cg20042639,hsa-miR-361-5p
ENSG00000011600,cg05354171,hsa-miR-363-3p
ENSG00000011677,cg18066271,hsa-miR-362-5p
ENSG00000012048,cg25343204,hsa-miR-6847-3p
ENSG00000012124,cg16886175,hsa-miR-6847-5p
ENSG00000012171,cg24413781,hsa-miR-6848-3p
ENSG00000012174,cg02741548,hsa-miR-6848-5p
ENSG00000012223,cg02981663,hsa-miR-6845-3p
ENSG00000012232,cg11444379,hsa-miR-6845-5p
ENSG00000012504,cg24593694,hsa-miR-5088-3p
ENSG00000012660,cg12279877,hsa-miR-193a-3p
ENSG00000012779,cg20125569,hsa-miR-190a-5p
ENSG00000012817,cg12911763,hsa-miR-188-5p
ENSG00000012822,cg01405445,hsa-miR-186-5p
ENSG00000013016,cg13345942,hsa-miR-185-5p
ENSG00000013293,cg03163246,hsa-miR-184
ENSG00000013297,cg08477158,hsa-miR-154-3p
ENSG00000013306,cg04285141,hsa-miR-154-5p
ENSG00000013375,cg05056638,hsa-miR-150-5p
ENSG00000013523,cg04226952,hsa-miR-149-5p
ENSG00000013573,cg11867257,hsa-miR-3619-3p
ENSG00000013588,cg11398452,hsa-miR-3194-3p
ENSG00000013619,cg24914404,hsa-miR-3158-5p
ENSG00000013725,cg07419575,hsa-miR-3157-3p
ENSG00000013810,cg21192063,hsa-miR-3187-5p
ENSG00000014138,cg16937769,hsa-miR-3177-5p
ENSG00000014914,cg22884714,hsa-miR-3173-5p
ENSG00000015285,cg16481281,hsa-miR-3142
ENSG00000015413,cg25338262,hsa-miR-3141
ENSG00000015520,cg18165065,hsa-miR-548u
ENSG00000015568,cg07793638,hsa-miR-3143
ENSG00000015592,cg21426239,hsa-miR-3144-3p
ENSG00000015676,cg11393185,hsa-miR-1273c
ENSG00000016082,cg11554391,hsa-miR-3145-3p
ENSG00000016391,cg10639888,hsa-miR-3146
ENSG00000016402,cg17367816,hsa-miR-615-5p
ENSG00000016490,cg20500237,hsa-miR-624-3p
ENSG00000016602,cg02344943,hsa-miR-5589-3p
ENSG00000017427,cg05412664,hsa-miR-5588-5p
ENSG00000017483,cg02502307,hsa-miR-1295b-3p
ENSG00000017797,cg08697797,hsa-miR-5589-5p
ENSG00000018236,cg26841013,hsa-miR-5588-3p
ENSG00000018280,cg04027043,hsa-miR-5587-3p
ENSG00000018408,cg20060452,hsa-miR-1295b-5p
ENSG00000018625,cg01614237,hsa-miR-548au-3p
ENSG00000018869,cg09211399,hsa-miR-513c-3p
ENSG00000019102,cg12615334,hsa-miR-1307-5p
ENSG00000019144,cg17255063,hsa-miR-1306-5p
ENSG00000019169,cg09433558,hsa-miR-1247-3p
ENSG00000019186,cg08914844,hsa-miR-1304-3p
ENSG00000019485,cg21331791,hsa-let-7d-3p
ENSG00000019505,cg11718806,hsa-let-7e-3p
ENSG00000019549,cg21895526,hsa-let-7f-1-3p
ENSG00000019582,cg13629999,hsa-miR-455-5p
