GE,ME,MI
ENSG00000001626,cg17689707,hsa-miR-885-5p
ENSG00000003989,cg06320134,hsa-miR-193b-5p
ENSG00000004809,cg17331296,hsa-miR-616-3p
ENSG00000004838,cg18261205,hsa-miR-450a-1-3p
ENSG00000004846,cg06807397,hsa-miR-16-1-3p
ENSG00000004848,cg20106459,hsa-miR-599
ENSG00000004939,cg25831075,hsa-miR-192-3p
ENSG00000005001,cg12296532,hsa-miR-616-5p
ENSG00000005102,cg23187159,hsa-miR-612
ENSG00000006071,cg11866303,hsa-miR-33b-5p
ENSG00000006128,cg05551889,hsa-miR-6842-3p
ENSG00000006377,cg14302214,hsa-miR-6841-3p
ENSG00000007062,cg23161317,hsa-miR-1224-5p
ENSG00000007314,cg22711676,hsa-miR-519a-5p
ENSG00000007516,cg19777067,hsa-miR-136-5p
ENSG00000008196,cg19306063,hsa-miR-126-5p
ENSG00000008226,cg18724565,hsa-miR-126-3p
ENSG00000008277,cg15128226,hsa-miR-127-3p
ENSG00000008323,cg08637618,hsa-miR-9-3p
ENSG00000009724,cg05243438,hsa-miR-7702
ENSG00000010282,cg08229358,hsa-miR-585-5p
ENSG00000010310,cg23418339,hsa-miR-552-5p
ENSG00000010438,cg13932362,hsa-miR-579-5p
ENSG00000011332,cg05603527,hsa-miR-411-3p
ENSG00000011347,cg16404371,hsa-miR-3129-3p
ENSG00000012223,cg16761581,hsa-miR-466
ENSG00000013293,cg08724310,hsa-miR-1229-3p
ENSG00000013297,cg10715223,hsa-miR-4665-5p
ENSG00000015520,cg01411786,hsa-miR-1228-3p
ENSG00000016082,cg21653132,hsa-miR-450a-5p
ENSG00000016402,cg08862890,hsa-miR-449a
ENSG00000021488,cg03291396,hsa-miR-362-5p
ENSG00000021645,cg07046426,hsa-miR-193a-3p
ENSG00000022267,cg15733882,hsa-miR-188-5p
ENSG00000023171,cg20720597,hsa-miR-184
ENSG00000023839,cg20646544,hsa-miR-154-5p
ENSG00000024526,cg05086074,hsa-miR-150-5p
ENSG00000025423,cg26241806,hsa-miR-5589-3p
ENSG00000026559,cg16481280,hsa-miR-5588-5p
ENSG00000027644,cg16690757,hsa-miR-5589-5p
ENSG00000029534,cg05575614,hsa-miR-5588-3p
ENSG00000029559,cg24779587,hsa-miR-1247-3p
ENSG00000033122,cg09095892,hsa-miR-378d
ENSG00000034239,cg14003035,hsa-miR-4658
ENSG00000035720,cg10236452,hsa-miR-410-3p
ENSG00000039537,cg05335955,hsa-miR-381-3p
ENSG00000041515,cg20673829,hsa-miR-378a-5p
ENSG00000042813,cg08327371,hsa-miR-383-5p
ENSG00000042832,cg18901278,hsa-miR-224-5p
ENSG00000043039,cg06223834,hsa-miR-338-5p
ENSG00000043355,cg20938665,hsa-miR-194-5p
ENSG00000044524,cg27364741,hsa-miR-195-5p
ENSG00000046653,cg03652336,hsa-miR-765
ENSG00000047597,cg13215970,hsa-miR-3065-3p
ENSG00000047662,cg01757124,hsa-miR-542-3p
ENSG00000048540,cg20312228,hsa-miR-539-5p
ENSG00000049130,cg26559315,hsa-miR-493-3p
ENSG00000049249,cg12501546,hsa-miR-874-5p
ENSG00000049283,cg10896862,hsa-miR-3648
ENSG00000049540,cg06087185,hsa-miR-4803
ENSG00000050628,cg13947995,hsa-miR-376c-3p
ENSG00000052850,cg03140441,hsa-miR-1298-3p
ENSG00000053108,cg19856897,hsa-miR-767-3p
ENSG00000054356,cg02640604,hsa-miR-767-5p
ENSG00000054938,cg04865491,hsa-miR-138-1-3p
ENSG00000055118,cg25545503,hsa-miR-127-5p
ENSG00000056291,cg14213590,hsa-miR-144-5p
ENSG00000058085,cg06125903,hsa-miR-145-3p
ENSG00000058404,cg08426898,hsa-miR-3923
ENSG00000060566,cg15988843,hsa-miR-1269a
ENSG00000060709,cg13355047,hsa-miR-5010-3p
ENSG00000060718,cg27410337,hsa-miR-205-5p
ENSG00000062038,cg19756821,hsa-miR-187-3p
ENSG00000062282,cg23609027,hsa-miR-199b-5p
ENSG00000064218,cg22543195,hsa-miR-211-5p
ENSG00000064787,cg22162757,hsa-miR-511-5p
ENSG00000065833,cg13990926,hsa-miR-488-5p
ENSG00000066032,cg11225528,hsa-miR-6788-3p
ENSG00000066279,cg18914211,hsa-miR-150-3p
ENSG00000068489,cg20114732,hsa-miR-188-3p
ENSG00000068976,cg13630043,hsa-miR-31-5p
ENSG00000068985,cg24613080,hsa-miR-31-3p
ENSG00000069011,cg20512711,hsa-miR-542-5p
ENSG00000069206,cg19792599,hsa-miR-144-3p
ENSG00000070748,cg19752891,hsa-miR-218-5p
ENSG00000070808,cg07703401,hsa-miR-217-5p
ENSG00000070886,cg09920228,hsa-miR-216a-5p
ENSG00000071909,cg09555914,hsa-miR-215-5p
ENSG00000071991,cg18159860,hsa-miR-214-3p
ENSG00000072041,cg22413938,hsa-miR-222-3p
ENSG00000073067,cg19060371,hsa-miR-493-5p
ENSG00000073146,cg08688907,hsa-miR-193b-3p
ENSG00000073150,cg26714129,hsa-miR-33a-5p
ENSG00000073282,cg05192452,hsa-miR-935
ENSG00000073670,cg26984624,hsa-miR-20b-3p
ENSG00000073754,cg02711929,hsa-miR-223-5p
ENSG00000074211,cg23662097,hsa-miR-2114-5p
ENSG00000074276,cg18477666,hsa-miR-2114-3p
ENSG00000074317,cg25215834,hsa-miR-1248
ENSG00000075035,cg12666727,hsa-miR-7156-5p
ENSG00000075043,cg10109500,hsa-miR-522-3p
ENSG00000075340,cg22473620,hsa-miR-519a-3p
ENSG00000077080,cg23543123,hsa-miR-802
ENSG00000077264,cg26914865,hsa-miR-424-3p
ENSG00000077279,cg07878486,hsa-miR-137-3p
