GE,ME,MI
ENSG00000001626,cg17689707,hsa-miR-885-5p
ENSG00000003989,cg06320134,hsa-miR-193b-5p
ENSG00000004838,cg18261205,hsa-miR-450a-1-3p
ENSG00000004846,cg06807397,hsa-miR-16-1-3p
ENSG00000004848,cg20106459,hsa-miR-599
ENSG00000004939,cg25831075,hsa-miR-192-3p
ENSG00000005001,cg23187159,hsa-miR-616-5p
ENSG00000005102,cg11866303,hsa-miR-33b-5p
ENSG00000006071,cg05551889,hsa-miR-6841-3p
ENSG00000006128,cg14302214,hsa-miR-519a-5p
ENSG00000006377,cg22711676,hsa-miR-136-5p
ENSG00000007062,cg19777067,hsa-miR-126-5p
ENSG00000008196,cg19306063,hsa-miR-126-3p
ENSG00000008226,cg18724565,hsa-miR-9-3p
ENSG00000008323,cg05243438,hsa-miR-7702
ENSG00000010282,cg08229358,hsa-miR-585-5p
ENSG00000010310,cg23418339,hsa-miR-552-5p
ENSG00000010438,cg13932362,hsa-miR-579-5p
ENSG00000011332,cg05603527,hsa-miR-3129-3p
ENSG00000012223,cg16761581,hsa-miR-466
ENSG00000013297,cg08724310,hsa-miR-1229-3p
ENSG00000015520,cg10715223,hsa-miR-4665-5p
ENSG00000016082,cg01411786,hsa-miR-450a-5p
ENSG00000016402,cg21653132,hsa-miR-449a
ENSG00000021488,cg08862890,hsa-miR-362-5p
ENSG00000021645,cg03291396,hsa-miR-193a-3p
ENSG00000022267,cg07046426,hsa-miR-188-5p
ENSG00000023171,cg15733882,hsa-miR-184
ENSG00000023839,cg05086074,hsa-miR-150-5p
ENSG00000024526,cg16481280,hsa-miR-5589-3p
ENSG00000025423,cg16690757,hsa-miR-5588-5p
ENSG00000026559,cg05575614,hsa-miR-5589-5p
ENSG00000027644,cg09095892,hsa-miR-5588-3p
ENSG00000029534,cg14003035,hsa-miR-1247-3p
ENSG00000029559,cg05335955,hsa-miR-378d
ENSG00000033122,cg20673829,hsa-miR-4658
ENSG00000034239,cg18901278,hsa-miR-410-3p
ENSG00000039537,cg06223834,hsa-miR-378a-5p
ENSG00000041515,cg20938665,hsa-miR-383-5p
ENSG00000042813,cg27364741,hsa-miR-224-5p
ENSG00000042832,cg13215970,hsa-miR-338-5p
ENSG00000043039,cg01757124,hsa-miR-195-5p
ENSG00000043355,cg20312228,hsa-miR-765
ENSG00000044524,cg26559315,hsa-miR-3065-3p
ENSG00000046653,cg10896862,hsa-miR-542-3p
ENSG00000047597,cg06087185,hsa-miR-539-5p
ENSG00000047662,cg03140441,hsa-miR-874-5p
ENSG00000048540,cg04865491,hsa-miR-3648
ENSG00000049130,cg14213590,hsa-miR-376c-3p
ENSG00000049249,cg06125903,hsa-miR-1298-3p
ENSG00000050628,cg15988843,hsa-miR-767-3p
ENSG00000052850,cg13355047,hsa-miR-767-5p
ENSG00000053108,cg27410337,hsa-miR-138-1-3p
ENSG00000054356,cg22162757,hsa-miR-127-5p
ENSG00000054938,cg11225528,hsa-miR-145-3p
ENSG00000055118,cg18914211,hsa-miR-3923
ENSG00000056291,cg20114732,hsa-miR-1269a
ENSG00000058085,cg13630043,hsa-miR-5010-3p
ENSG00000058404,cg24613080,hsa-miR-205-5p
ENSG00000060566,cg20512711,hsa-miR-187-3p
ENSG00000060709,cg19752891,hsa-miR-199b-5p
ENSG00000060718,cg07703401,hsa-miR-211-5p
ENSG00000062038,cg18159860,hsa-miR-511-5p
ENSG00000062282,cg22413938,hsa-miR-488-5p
ENSG00000064218,cg19060371,hsa-miR-6788-3p
ENSG00000064787,cg08688907,hsa-miR-150-3p
ENSG00000065833,cg26714129,hsa-miR-188-3p
ENSG00000066032,cg05192452,hsa-miR-31-5p
ENSG00000066279,cg02711929,hsa-miR-31-3p
ENSG00000068489,cg23662097,hsa-miR-542-5p
ENSG00000068985,cg18477666,hsa-miR-144-3p
ENSG00000069011,cg12666727,hsa-miR-218-5p
ENSG00000069206,cg10109500,hsa-miR-217-5p
ENSG00000070748,cg22473620,hsa-miR-216a-5p
ENSG00000070808,cg23543123,hsa-miR-215-5p
ENSG00000070886,cg07878486,hsa-miR-214-3p
ENSG00000071909,cg21831174,hsa-miR-222-3p
ENSG00000071991,cg11747349,hsa-miR-193b-3p
ENSG00000072041,cg10479082,hsa-miR-33a-5p
ENSG00000073150,cg12199406,hsa-miR-20b-3p
ENSG00000073282,cg08536841,hsa-miR-223-5p
ENSG00000073670,cg24520538,hsa-miR-2114-5p
ENSG00000073754,cg08304190,hsa-miR-2114-3p
ENSG00000074211,cg13181251,hsa-miR-1248
ENSG00000074276,cg05639912,hsa-miR-7156-5p
ENSG00000074317,cg01060026,hsa-miR-522-3p
ENSG00000075035,cg19859290,hsa-miR-519a-3p
ENSG00000075043,cg26923490,hsa-miR-802
ENSG00000075340,cg05378938,hsa-miR-424-3p
ENSG00000077264,cg26870725,hsa-miR-137-3p
ENSG00000077279,cg14564616,hsa-miR-133a-3p
ENSG00000077327,cg09396196,hsa-miR-124-3p
ENSG00000077935,cg16543094,hsa-miR-122-5p
ENSG00000078114,cg22916722,hsa-miR-552-3p
ENSG00000079112,cg02938601,hsa-miR-187-5p
ENSG00000079393,cg16086130,hsa-miR-218-1-3p
ENSG00000079557,cg19736128,hsa-miR-214-5p
ENSG00000080166,cg03263117,hsa-miR-222-5p
ENSG00000080293,cg18235734,hsa-miR-221-5p
ENSG00000080511,cg15245625,hsa-miR-3189-3p
ENSG00000080573,cg04217952,hsa-miR-449b-5p
ENSG00000080709,cg05637536,hsa-miR-411-5p
ENSG00000081248,cg23273694,hsa-miR-378c
ENSG00000081853,cg23944920,hsa-miR-216a-3p
ENSG00000081985,cg03400828,hsa-miR-503-5p
