GE,ME,MI
ENSG00000000005,cg13332474,hsa-miR-6794-5p
ENSG00000001561,cg00651829,hsa-miR-18a-3p
ENSG00000001626,cg13604020,hsa-miR-299-5p
ENSG00000002746,cg20058937,hsa-miR-4512
ENSG00000003137,cg17331296,hsa-miR-4510
ENSG00000003147,cg09988853,hsa-miR-550a-5p
ENSG00000003989,cg26534468,hsa-miR-628-5p
ENSG00000004139,cg04044188,hsa-miR-561-5p
ENSG00000004776,cg16969274,hsa-miR-539-3p
ENSG00000004799,cg25616055,hsa-miR-1258
ENSG00000004809,cg08533745,hsa-miR-584-3p
ENSG00000004838,cg01573938,hsa-miR-1185-1-3p
ENSG00000004848,cg08856529,hsa-miR-365b-3p
ENSG00000005108,cg03393017,hsa-miR-592
ENSG00000005187,cg23187159,hsa-miR-598-3p
ENSG00000005249,cg03706273,hsa-miR-573
ENSG00000005381,cg10605681,hsa-miR-614
ENSG00000005421,cg11417025,hsa-miR-208a-3p
ENSG00000005471,cg04204669,hsa-miR-632
ENSG00000005513,cg26141228,hsa-miR-937-3p
ENSG00000005844,cg17967261,hsa-miR-942-5p
ENSG00000005981,cg04403423,hsa-miR-376a-2-5p
ENSG00000006047,cg10024501,hsa-miR-548v
ENSG00000006059,cg06598091,hsa-miR-365a-3p
ENSG00000006071,cg19306063,hsa-miR-6840-3p
ENSG00000006128,cg05925497,hsa-miR-1269b
ENSG00000006283,cg08684733,hsa-miR-4521
ENSG00000006377,cg21207665,hsa-miR-4515
ENSG00000006468,cg16240683,hsa-miR-1224-5p
ENSG00000006606,cg15128226,hsa-miR-519a-5p
ENSG00000006611,cg01435643,hsa-miR-136-5p
ENSG00000006747,cg23545250,hsa-miR-146a-5p
ENSG00000006788,cg03287340,hsa-miR-127-3p
ENSG00000007038,cg24641993,hsa-miR-134-5p
ENSG00000007062,cg21375506,hsa-miR-9-5p
ENSG00000007129,cg21760363,hsa-miR-9-3p
ENSG00000007171,cg03846951,hsa-miR-7702
ENSG00000007216,cg18434367,hsa-miR-520g-5p
ENSG00000007306,cg15204595,hsa-miR-510-3p
ENSG00000007312,cg24400921,hsa-miR-504-3p
ENSG00000007314,cg21053831,hsa-miR-411-3p
ENSG00000007350,cg19068385,hsa-miR-33b-3p
ENSG00000007402,cg06501988,hsa-miR-654-3p
ENSG00000007908,cg04117801,hsa-miR-23a-5p
ENSG00000007933,cg16364121,hsa-let-7c-3p
ENSG00000007952,cg10229294,hsa-miR-133a-5p
ENSG00000008196,cg02771619,hsa-miR-25-5p
ENSG00000008197,cg22043168,hsa-miR-200c-5p
ENSG00000008226,cg23146197,hsa-miR-3127-3p
ENSG00000008277,cg06022562,hsa-miR-3129-3p
ENSG00000008323,cg03749154,hsa-miR-466
ENSG00000008394,cg06797925,hsa-miR-5586-5p
ENSG00000009709,cg09241022,hsa-miR-4664-3p
ENSG00000009765,cg26084529,hsa-miR-4662a-5p
ENSG00000009950,cg05051043,hsa-miR-3622a-3p
ENSG00000010282,cg08862890,hsa-miR-450a-5p
ENSG00000010671,cg19413725,hsa-miR-449a
ENSG00000010932,cg19313043,hsa-miR-363-3p
ENSG00000011332,cg22335826,hsa-miR-362-5p
ENSG00000012124,cg02056653,hsa-miR-6846-5p
ENSG00000012223,cg08949428,hsa-miR-193a-3p
ENSG00000013297,cg21868134,hsa-miR-184
ENSG00000015413,cg07029024,hsa-miR-154-3p
ENSG00000015520,cg21384402,hsa-miR-154-5p
ENSG00000015592,cg08477158,hsa-miR-150-5p
ENSG00000016082,cg13708727,hsa-miR-149-5p
ENSG00000016391,cg07793638,hsa-miR-3144-3p
ENSG00000016602,cg11554391,hsa-miR-511-3p
ENSG00000017427,cg02502307,hsa-miR-494-5p
ENSG00000018625,cg26841013,hsa-miR-1295b-3p
ENSG00000018869,cg27429749,hsa-miR-1295b-5p
ENSG00000019102,cg16884841,hsa-miR-513c-3p
ENSG00000019505,cg23142394,hsa-miR-1247-3p
ENSG00000019991,cg03205584,hsa-miR-455-5p
ENSG00000021300,cg21694843,hsa-miR-514a-5p
ENSG00000021645,cg02585906,hsa-miR-1290
