GE,ME,MI
ENSG00000000003,cg23340034,hsa-miR-3130-5p
ENSG00000000005,cg04804717,hsa-miR-4739
ENSG00000000457,cg01942226,hsa-miR-4735-5p
ENSG00000000938,cg10382206,hsa-miR-4736
ENSG00000000971,cg23818351,hsa-miR-3064-5p
ENSG00000001084,cg12875720,hsa-miR-4738-3p
ENSG00000001167,cg26366091,hsa-miR-6790-5p
ENSG00000001461,cg18512963,hsa-miR-6793-3p
ENSG00000001561,cg11703729,hsa-miR-6793-5p
ENSG00000001617,cg01886303,hsa-miR-6792-3p
ENSG00000001626,cg21372174,hsa-miR-6794-5p
ENSG00000002016,cg20637688,hsa-miR-6825-3p
ENSG00000002079,cg26534468,hsa-miR-6825-5p
ENSG00000002549,cg23859055,hsa-miR-6826-5p
ENSG00000002586,cg10569615,hsa-miR-6827-3p
ENSG00000002587,cg08479865,hsa-miR-335-5p
ENSG00000002745,cg25762679,hsa-miR-339-5p
ENSG00000002746,cg08422054,hsa-miR-324-5p
ENSG00000002933,cg08436089,hsa-miR-331-3p
ENSG00000003096,cg12123019,hsa-miR-338-3p
ENSG00000003137,cg08397758,hsa-miR-324-3p
ENSG00000003147,cg04044188,hsa-miR-18a-3p
ENSG00000003249,cg03231860,hsa-miR-299-5p
ENSG00000003402,cg04679849,hsa-miR-4511
ENSG00000003436,cg24749470,hsa-miR-4510
ENSG00000003756,cg05395156,hsa-miR-4507
ENSG00000003987,cg21832537,hsa-miR-4506
ENSG00000003989,cg14393817,hsa-miR-4504
ENSG00000004139,cg24601480,hsa-miR-4505
ENSG00000004399,cg16421157,hsa-miR-548e-5p
ENSG00000004468,cg13516654,hsa-miR-483-5p
ENSG00000004534,cg08533745,hsa-miR-942-3p
ENSG00000004700,cg15889548,hsa-miR-1180-5p
ENSG00000004776,cg00934322,hsa-miR-488-3p
ENSG00000004777,cg24404823,hsa-miR-1287-3p
ENSG00000004799,cg03393017,hsa-miR-744-3p
ENSG00000004809,cg19440734,hsa-miR-6125
ENSG00000004838,cg18960218,hsa-miR-1266-3p
ENSG00000004846,cg16283287,hsa-miR-3192-3p
ENSG00000004848,cg08178168,hsa-miR-1251-3p
ENSG00000004939,cg06325540,hsa-miR-146b-3p
ENSG00000004948,cg16306654,hsa-miR-3675-3p
ENSG00000005001,cg18603581,hsa-miR-497-3p
ENSG00000005022,cg14140379,hsa-miR-6856-5p
ENSG00000005073,cg02943188,hsa-miR-6856-3p
ENSG00000005100,cg15579587,hsa-miR-550a-5p
ENSG00000005102,cg05822335,hsa-miR-590-3p
ENSG00000005108,cg01701837,hsa-miR-615-5p
ENSG00000005187,cg19723154,hsa-miR-616-3p
ENSG00000005206,cg13241681,hsa-miR-489-5p
ENSG00000005243,cg09060908,hsa-miR-520f-5p
ENSG00000005249,cg02013739,hsa-miR-1257
ENSG00000005381,cg11737757,hsa-miR-570-5p
ENSG00000005421,cg15714692,hsa-let-7e-3p
ENSG00000005469,cg01903799,hsa-miR-539-3p
ENSG00000005471,cg16473797,hsa-miR-1258
ENSG00000005513,cg21591278,hsa-let-7a-3p
ENSG00000005801,cg02577745,hsa-let-7b-3p
ENSG00000005810,cg14928319,hsa-miR-450a-1-3p
ENSG00000005844,cg05828925,hsa-miR-15a-3p
ENSG00000005882,cg05964918,hsa-miR-16-1-3p
ENSG00000005884,cg14302214,hsa-miR-652-5p
ENSG00000005893,cg11938455,hsa-miR-584-3p
ENSG00000005961,cg11543397,hsa-miR-3190-3p
ENSG00000005981,cg10996527,hsa-miR-1185-1-3p
ENSG00000006007,cg00601387,hsa-miR-3164
ENSG00000006016,cg13093389,hsa-miR-3159
ENSG00000006025,cg19090437,hsa-miR-3158-3p
ENSG00000006047,cg10663897,hsa-miR-365b-5p
ENSG00000006059,cg22060611,hsa-miR-3163
ENSG00000006062,cg09676788,hsa-miR-593-5p
ENSG00000006071,cg21391133,hsa-miR-592
ENSG00000006116,cg04093633,hsa-miR-597-5p
ENSG00000006118,cg23058177,hsa-miR-599
ENSG00000006125,cg02152985,hsa-miR-598-3p
ENSG00000006128,cg02951847,hsa-miR-573
ENSG00000006210,cg26768556,hsa-miR-616-5p
ENSG00000006282,cg10024501,hsa-miR-615-3p
ENSG00000006283,cg18642576,hsa-miR-612
ENSG00000006327,cg00085790,hsa-miR-208a-3p
ENSG00000006377,cg13430755,hsa-miR-632
ENSG00000006432,cg25438767,hsa-miR-4638-3p
ENSG00000006451,cg24028634,hsa-miR-4638-5p
ENSG00000006453,cg21857668,hsa-miR-4636
ENSG00000006468,cg04414975,hsa-miR-4635
ENSG00000006534,cg09925075,hsa-miR-4634
ENSG00000006555,cg08575330,hsa-miR-4633-3p
ENSG00000006606,cg05925497,hsa-miR-4640-5p
ENSG00000006607,cg00215851,hsa-miR-4639-3p
ENSG00000006611,cg23845249,hsa-miR-7108-3p
ENSG00000006625,cg00188654,hsa-miR-7109-3p
ENSG00000006634,cg25591469,hsa-miR-7110-5p
ENSG00000006638,cg22266967,hsa-miR-7106-3p
ENSG00000006659,cg02389084,hsa-miR-7107-5p
ENSG00000006695,cg09456289,hsa-miR-3972
ENSG00000006704,cg22960952,hsa-miR-937-3p
ENSG00000006744,cg01859340,hsa-miR-940
ENSG00000006747,cg13049624,hsa-miR-939-5p
ENSG00000006756,cg25765315,hsa-miR-942-5p
ENSG00000006757,cg27309110,hsa-miR-517c-3p
ENSG00000006788,cg09390186,hsa-miR-943
ENSG00000006831,cg11347903,hsa-miR-3148
ENSG00000006837,cg21414251,hsa-miR-6829-3p
ENSG00000007038,cg19013178,hsa-miR-4745-3p
ENSG00000007062,cg16620229,hsa-miR-4745-5p
ENSG00000007129,cg21625271,hsa-miR-6829-5p
ENSG00000007171,cg21207665,hsa-miR-4742-3p
ENSG00000007174,cg06283052,hsa-miR-4742-5p
ENSG00000007202,cg22418565,hsa-miR-4741
ENSG00000007216,cg10809166,hsa-miR-122b-5p
ENSG00000007237,cg00444360,hsa-miR-4744
ENSG00000007255,cg04887836,hsa-miR-6129
ENSG00000007264,cg16240683,hsa-miR-378j
ENSG00000007306,cg02309029,hsa-miR-302d-3p
ENSG00000007312,cg23829318,hsa-miR-302b-3p
ENSG00000007314,cg13916928,hsa-miR-302c-3p
ENSG00000007350,cg03768717,hsa-miR-636
ENSG00000007372,cg00340958,hsa-miR-6817-3p
ENSG00000007384,cg26126740,hsa-miR-5579-5p
ENSG00000007392,cg21692516,hsa-miR-6843-3p
ENSG00000007402,cg08609578,hsa-miR-6844
ENSG00000007516,cg09588284,hsa-miR-6840-5p
ENSG00000007541,cg02237119,hsa-miR-6840-3p
ENSG00000007866,cg04111102,hsa-miR-6842-5p
ENSG00000007908,cg02241924,hsa-miR-6842-3p
ENSG00000007933,cg04348265,hsa-miR-1269b
ENSG00000007944,cg20253561,hsa-miR-4521
ENSG00000007952,cg18597188,hsa-miR-4516
ENSG00000007968,cg04547002,hsa-miR-4515
ENSG00000008056,cg07914250,hsa-miR-4518
ENSG00000008083,cg23545250,hsa-miR-4520-3p
ENSG00000008086,cg03287340,hsa-miR-216b-3p
