GE,ME,MI
ENSG00000005073,cg00651829,hsa-miR-301b-3p
ENSG00000006047,cg13024709,hsa-miR-615-3p
ENSG00000006071,cg09835225,hsa-miR-517c-3p
ENSG00000006611,cg24242823,hsa-miR-9-3p
ENSG00000007062,cg06598091,hsa-miR-7702
ENSG00000007174,cg04797725,hsa-miR-552-5p
ENSG00000007216,cg21217024,hsa-miR-449a
ENSG00000007350,cg03801902,hsa-miR-449c-5p
ENSG00000009709,cg09248482,hsa-miR-519e-5p
ENSG00000012817,cg19359398,hsa-miR-498-5p
ENSG00000016082,cg08323075,hsa-miR-520e-3p
ENSG00000019505,cg19029325,hsa-miR-515-5p
ENSG00000021826,cg06546406,hsa-miR-515-3p
ENSG00000023839,cg07252731,hsa-miR-512-5p
ENSG00000030304,cg19127283,hsa-miR-512-3p
ENSG00000036828,cg19595234,hsa-miR-4652-5p
ENSG00000043355,cg12505146,hsa-miR-525-3p
ENSG00000044012,cg12628145,hsa-miR-525-5p
ENSG00000046774,cg26212877,hsa-miR-526b-3p
ENSG00000048545,cg24078363,hsa-miR-526b-5p
ENSG00000054356,cg13355047,hsa-miR-520a-3p
ENSG00000057149,cg01431993,hsa-miR-520a-5p
ENSG00000057593,cg09155997,hsa-miR-519c-3p
ENSG00000060718,cg23424273,hsa-miR-520f-3p
ENSG00000066405,cg14615868,hsa-miR-1298-3p
ENSG00000067048,cg19752891,hsa-miR-767-3p
ENSG00000067646,cg21121136,hsa-miR-767-5p
ENSG00000068985,cg00745555,hsa-miR-675-5p
ENSG00000069482,cg08311610,hsa-miR-205-5p
ENSG00000072041,cg10660909,hsa-miR-1911-5p
ENSG00000074211,cg09586080,hsa-miR-1912-3p
ENSG00000074276,cg22176353,hsa-miR-4788
ENSG00000075043,cg05121790,hsa-miR-1298-5p
ENSG00000077264,cg21848143,hsa-miR-215-5p
ENSG00000077274,cg27272677,hsa-miR-518e-3p
ENSG00000077935,cg08753373,hsa-miR-518a-3p
ENSG00000080618,cg14660125,hsa-miR-520h
ENSG00000082556,cg23076591,hsa-miR-552-3p
ENSG00000083782,cg09396196,hsa-miR-449b-5p
ENSG00000084453,cg09877593,hsa-miR-506-3p
ENSG00000086696,cg22488998,hsa-miR-520c-3p
ENSG00000088926,cg06298519,hsa-miR-518c-5p
ENSG00000089199,cg10507275,hsa-miR-518b
ENSG00000090932,cg01392544,hsa-miR-518f-3p
ENSG00000091482,cg25203704,hsa-miR-520b-3p
ENSG00000091583,cg01303723,hsa-miR-523-3p
ENSG00000094755,cg26170604,hsa-miR-518f-5p
ENSG00000095627,cg05916744,hsa-miR-34b-5p
ENSG00000096088,cg08901662,hsa-miR-196a-5p
ENSG00000099725,cg23181844,hsa-miR-192-3p
ENSG00000100012,cg11187796,hsa-miR-675-3p
ENSG00000100170,cg25217365,hsa-miR-520g-3p
ENSG00000100373,cg14776114,hsa-miR-516b-5p
ENSG00000100665,cg14507560,hsa-miR-520d-3p
ENSG00000100721,cg21410080,hsa-miR-1323
ENSG00000101076,cg08393070,hsa-miR-509-3-5p
ENSG00000101188,cg06399148,hsa-miR-508-5p
ENSG00000101470,cg08857144,hsa-miR-1293
ENSG00000101542,cg17772028,hsa-miR-105-5p
ENSG00000101951,cg12998491,hsa-miR-5698
ENSG00000102195,cg15248835,hsa-miR-5705
ENSG00000103154,cg07589773,hsa-miR-514a-3p
