GE,ME,MI
ENSG00000002079,cg00651829,hsa-miR-301b-3p
ENSG00000004848,cg10569615,hsa-miR-483-5p
ENSG00000005073,cg13024709,hsa-miR-615-3p
ENSG00000005421,cg27592410,hsa-miR-517c-3p
ENSG00000006016,cg09835225,hsa-miR-518a-5p
ENSG00000006047,cg24242823,hsa-miR-9-3p
ENSG00000006059,cg06598091,hsa-miR-7702
ENSG00000006071,cg04797725,hsa-miR-552-5p
ENSG00000006128,cg21217024,hsa-miR-520g-5p
ENSG00000006377,cg03801902,hsa-miR-3124-3p
ENSG00000006606,cg09248482,hsa-miR-449a
ENSG00000006611,cg19359398,hsa-miR-1247-3p
ENSG00000007062,cg06797925,hsa-miR-514a-5p
ENSG00000007174,cg12527384,hsa-miR-483-3p
ENSG00000007216,cg08323075,hsa-miR-449c-5p
ENSG00000007350,cg19029325,hsa-miR-519e-5p
ENSG00000008197,cg10236452,hsa-miR-519e-3p
ENSG00000009709,cg18011364,hsa-miR-498-5p
ENSG00000010282,cg06546406,hsa-miR-520e-3p
ENSG00000010438,cg07252731,hsa-miR-515-5p
ENSG00000011677,cg19127283,hsa-miR-515-3p
ENSG00000012504,cg04425632,hsa-miR-512-5p
ENSG00000012817,cg19595234,hsa-miR-512-3p
ENSG00000016082,cg12505146,hsa-miR-4652-5p
ENSG00000016490,cg12628145,hsa-miR-371a-3p
ENSG00000019505,cg26212877,hsa-miR-372-3p
ENSG00000021826,cg23923856,hsa-miR-373-3p
ENSG00000023839,cg26785954,hsa-miR-525-3p
ENSG00000030304,cg26559315,hsa-miR-525-5p
ENSG00000034971,cg24078363,hsa-miR-519b-3p
ENSG00000036473,cg10852177,hsa-miR-526b-3p
ENSG00000036828,cg08105965,hsa-miR-526b-5p
ENSG00000037965,cg05234760,hsa-miR-520a-3p
ENSG00000041515,cg13355047,hsa-miR-520a-5p
ENSG00000043355,cg14183693,hsa-miR-519c-3p
ENSG00000044012,cg01431993,hsa-miR-520f-3p
