GE,ME,MI
ENSG00000005073,cg00651829,hsa-miR-301b-3p
ENSG00000005421,cg13024709,hsa-miR-483-5p
ENSG00000006047,cg27592410,hsa-miR-615-3p
ENSG00000006059,cg09835225,hsa-miR-517c-3p
ENSG00000006071,cg24242823,hsa-miR-518a-5p
ENSG00000006128,cg06598091,hsa-miR-9-3p
ENSG00000006606,cg04797725,hsa-miR-7702
ENSG00000006611,cg21217024,hsa-miR-552-5p
ENSG00000007062,cg03801902,hsa-miR-520g-5p
ENSG00000007174,cg09248482,hsa-miR-449a
ENSG00000007216,cg19359398,hsa-miR-514a-5p
ENSG00000007350,cg06797925,hsa-miR-483-3p
ENSG00000008197,cg12527384,hsa-miR-449c-5p
ENSG00000009709,cg08323075,hsa-miR-519e-5p
ENSG00000011677,cg19029325,hsa-miR-498-5p
ENSG00000012504,cg18011364,hsa-miR-520e-3p
ENSG00000012817,cg06546406,hsa-miR-515-5p
ENSG00000016082,cg07252731,hsa-miR-515-3p
ENSG00000019505,cg19127283,hsa-miR-512-5p
ENSG00000021826,cg19595234,hsa-miR-512-3p
ENSG00000023839,cg12505146,hsa-miR-4652-5p
ENSG00000030304,cg12628145,hsa-miR-373-3p
ENSG00000036473,cg26212877,hsa-miR-525-3p
ENSG00000036828,cg23923856,hsa-miR-525-5p
ENSG00000043355,cg26559315,hsa-miR-526b-3p
ENSG00000044012,cg24078363,hsa-miR-526b-5p
ENSG00000046774,cg08105965,hsa-miR-520a-3p
ENSG00000047662,cg13355047,hsa-miR-520a-5p
ENSG00000048545,cg14183693,hsa-miR-519c-3p
ENSG00000054356,cg01431993,hsa-miR-520f-3p
ENSG00000057149,cg09155997,hsa-miR-1298-3p
ENSG00000057593,cg23424273,hsa-miR-767-3p
ENSG00000060566,cg06211837,hsa-miR-767-5p
ENSG00000060709,cg14615868,hsa-miR-129-2-3p
ENSG00000060718,cg19752891,hsa-miR-517-5p
ENSG00000064218,cg21121136,hsa-miR-675-5p
ENSG00000066405,cg26381364,hsa-miR-1269a
ENSG00000067048,cg08383338,hsa-miR-205-5p
ENSG00000067646,cg00745555,hsa-miR-31-5p
ENSG00000068985,cg02741216,hsa-miR-31-3p
ENSG00000069482,cg08311610,hsa-miR-1911-5p
ENSG00000069764,cg10660909,hsa-miR-1912-3p
ENSG00000070748,cg09586080,hsa-miR-1911-3p
ENSG00000070985,cg22176353,hsa-miR-4788
ENSG00000071991,cg05121790,hsa-miR-1298-5p
ENSG00000072041,cg21848143,hsa-miR-215-5p
ENSG00000074211,cg27272677,hsa-miR-1251-5p
ENSG00000074276,cg08753373,hsa-miR-518e-3p
ENSG00000075043,cg14660125,hsa-miR-527
ENSG00000077264,cg23076591,hsa-miR-518a-3p
ENSG00000077274,cg09396196,hsa-miR-520h
