GE,ME,MI
ENSG00000002079,cg17331296,hsa-miR-18a-3p
ENSG00000003989,cg01791407,hsa-miR-584-3p
ENSG00000004809,cg23907053,hsa-miR-3156-5p
ENSG00000004838,cg14928319,hsa-miR-616-5p
ENSG00000005513,cg11938455,hsa-miR-4638-3p
ENSG00000006071,cg11417025,hsa-miR-940
ENSG00000006128,cg19306063,hsa-miR-636
ENSG00000006377,cg12319602,hsa-miR-1269b
ENSG00000006611,cg02389084,hsa-miR-1224-5p
ENSG00000007062,cg13002945,hsa-miR-519a-5p
ENSG00000007174,cg08240383,hsa-miR-518a-5p
ENSG00000007216,cg04547002,hsa-miR-9-5p
ENSG00000007306,cg20005074,hsa-miR-9-3p
ENSG00000007402,cg04280772,hsa-miR-7702
ENSG00000007516,cg19730314,hsa-miR-579-5p
ENSG00000008196,cg16761581,hsa-miR-155-3p
ENSG00000009709,cg06108459,hsa-miR-3136-5p
ENSG00000009765,cg02449821,hsa-miR-1229-3p
ENSG00000010310,cg02344833,hsa-miR-4664-3p
ENSG00000010438,cg06022561,hsa-miR-4665-5p
ENSG00000011677,cg06312813,hsa-miR-4664-5p
ENSG00000016602,cg04920032,hsa-miR-3622a-3p
ENSG00000018625,cg12279877,hsa-miR-449a
ENSG00000019102,cg05740418,hsa-miR-4724-5p
ENSG00000019169,cg26360026,hsa-miR-4728-5p
ENSG00000019186,cg08420572,hsa-miR-188-5p
ENSG00000026559,cg08323075,hsa-miR-184
ENSG00000034971,cg09126279,hsa-miR-1306-5p
ENSG00000039139,cg00085486,hsa-miR-1304-3p
ENSG00000039537,cg01698108,hsa-miR-455-5p
ENSG00000047457,cg19007141,hsa-miR-4661-5p
ENSG00000047662,cg25837803,hsa-miR-3680-3p
ENSG00000047936,cg25211566,hsa-miR-3677-3p
ENSG00000050438,cg09495643,hsa-miR-4728-3p
ENSG00000050730,cg12094965,hsa-miR-449c-5p
ENSG00000053108,cg26751972,hsa-miR-224-5p
ENSG00000054598,cg17928147,hsa-miR-3677-5p
ENSG00000054803,cg20587874,hsa-miR-7112-3p
ENSG00000054938,cg06637001,hsa-miR-3682-3p
ENSG00000056487,cg26435572,hsa-miR-375-3p
ENSG00000057149,cg05855983,hsa-miR-526b-5p
