GE,ME,MI
ENSG00000005001,cg21661864,hsa-miR-615-3p
ENSG00000005513,cg03603542,hsa-miR-1269b
ENSG00000006016,cg06401021,hsa-miR-519a-5p
ENSG00000006283,cg02152985,hsa-miR-518a-5p
ENSG00000006377,cg03082589,hsa-miR-200c-5p
ENSG00000006606,cg09780768,hsa-miR-466
ENSG00000006611,cg27103642,hsa-miR-3144-3p
ENSG00000006659,cg10523411,hsa-miR-5589-3p
ENSG00000006788,cg21891490,hsa-miR-1295b-3p
ENSG00000007038,cg18158859,hsa-miR-5589-5p
ENSG00000007062,cg21012788,hsa-miR-1295b-5p
ENSG00000007306,cg09197397,hsa-miR-1247-3p
ENSG00000010310,cg25963309,hsa-miR-483-3p
ENSG00000011677,cg14596108,hsa-miR-498-5p
ENSG00000013588,cg23908638,hsa-miR-520e-3p
ENSG00000015413,cg00028598,hsa-miR-515-5p
ENSG00000016402,cg23060747,hsa-miR-515-3p
ENSG00000019505,cg14040634,hsa-miR-512-5p
ENSG00000021300,cg03102386,hsa-miR-512-3p
ENSG00000026559,cg11437140,hsa-miR-4652-5p
ENSG00000029559,cg19372359,hsa-miR-372-3p
ENSG00000034053,cg19817795,hsa-miR-373-3p
ENSG00000037965,cg21986027,hsa-miR-525-3p
ENSG00000046774,cg16301599,hsa-miR-525-5p
ENSG00000049247,cg27452922,hsa-miR-519b-3p
ENSG00000049283,cg14984943,hsa-miR-526b-5p
ENSG00000055118,cg13764850,hsa-miR-520a-3p
ENSG00000056291,cg07776626,hsa-miR-520a-5p
ENSG00000056487,cg23053506,hsa-miR-519c-3p
ENSG00000060718,cg08502239,hsa-miR-520f-3p
ENSG00000063015,cg20994929,hsa-miR-767-5p
ENSG00000064195,cg09022852,hsa-miR-517-5p
ENSG00000064270,cg13544012,hsa-miR-1269a
ENSG00000066032,cg08351598,hsa-miR-199b-5p
ENSG00000066230,cg04208666,hsa-miR-200b-3p
ENSG00000067715,cg01782790,hsa-miR-1911-5p
ENSG00000068985,cg04559323,hsa-miR-216a-5p
ENSG00000069011,cg06726740,hsa-miR-214-3p
ENSG00000069482,cg20792208,hsa-miR-200b-5p
ENSG00000072195,cg01708344,hsa-miR-129-5p
ENSG00000073734,cg26769435,hsa-miR-518e-3p
ENSG00000074047,cg10925082,hsa-miR-527
ENSG00000074211,cg15723066,hsa-miR-518a-3p
ENSG00000074276,cg06738867,hsa-miR-944
ENSG00000075223,cg24878051,hsa-miR-520h
ENSG00000075673,cg23468699,hsa-miR-522-3p
ENSG00000076716,cg19761682,hsa-miR-519a-3p
ENSG00000077274,cg03230133,hsa-miR-214-5p
ENSG00000078053,cg24009737,hsa-miR-216a-3p
ENSG00000079112,cg12866112,hsa-miR-548x-3p
ENSG00000080224,cg01771065,hsa-miR-216b-5p
ENSG00000080293,cg01773689,hsa-miR-516a-5p
ENSG00000083307,cg01093878,hsa-miR-518c-3p
ENSG00000084628,cg03538296,hsa-miR-520c-3p
ENSG00000084636,cg13078847,hsa-miR-518c-5p
ENSG00000087494,cg08866991,hsa-miR-518b
ENSG00000087510,cg03899054,hsa-miR-518f-3p
ENSG00000088836,cg16338365,hsa-miR-520b-3p
ENSG00000088992,cg24802078,hsa-miR-523-3p
ENSG00000090932,cg12818940,hsa-miR-518f-5p
ENSG00000091482,cg03212161,hsa-miR-200a-3p
ENSG00000095587,cg02470440,hsa-miR-196a-5p
ENSG00000095713,cg06244947,hsa-miR-483-5p
ENSG00000095752,cg07370087,hsa-miR-520g-3p
ENSG00000095777,cg06834916,hsa-miR-516b-5p
ENSG00000099399,cg07075238,hsa-miR-519d-3p
ENSG00000099960,cg16206344,hsa-miR-517a-3p
ENSG00000100170,cg05712300,hsa-miR-517b-3p
ENSG00000100253,cg24210280,hsa-miR-520d-3p
ENSG00000100652,cg14260083,hsa-miR-3923
ENSG00000100767,cg23001918,hsa-miR-296-5p
ENSG00000101098,cg02991085,hsa-miR-1323
ENSG00000101115,cg05247661,hsa-miR-200a-5p
ENSG00000101144,cg12463089,hsa-miR-429
ENSG00000101187,cg25371590,hsa-miR-1247-5p
ENSG00000101680,cg26687406,hsa-miR-541-3p
ENSG00000101842,cg04887807,hsa-miR-708-3p
ENSG00000101951,cg09509553,hsa-miR-708-5p
ENSG00000101981,cg13152158,hsa-miR-548b-3p
ENSG00000102021,cg06502570,hsa-miR-548y
ENSG00000102109,cg17392573,hsa-miR-767-3p
ENSG00000102230,cg01765882,hsa-miR-105-5p
ENSG00000102243,cg16468388,hsa-miR-141-5p
ENSG00000102452,cg06760904,hsa-miR-203b-3p
ENSG00000103089,cg26040583,hsa-miR-891a-5p
ENSG00000103534,cg09832613,hsa-miR-6715a-3p
ENSG00000103569,cg01043710,
ENSG00000103723,cg11779019,
ENSG00000103742,cg16274207,
ENSG00000104044,cg10714510,
