GE,ME,MI
ENSG00000004776,cg13332474,hsa-miR-18a-3p
ENSG00000004848,cg06320134,hsa-miR-483-5p
ENSG00000005073,cg05100739,hsa-miR-1266-3p
ENSG00000005421,cg19570171,hsa-miR-550a-5p
ENSG00000005981,cg10569615,hsa-miR-616-3p
ENSG00000006016,cg10409248,hsa-miR-1258
ENSG00000006047,cg14848284,hsa-miR-16-1-3p
ENSG00000006071,cg12960305,hsa-miR-592
ENSG00000006128,cg06205432,hsa-miR-616-5p
ENSG00000006283,cg07082501,hsa-miR-615-3p
ENSG00000006377,cg08703595,hsa-miR-937-3p
ENSG00000007038,cg12789522,hsa-miR-548v
ENSG00000007216,cg18308176,hsa-miR-302d-3p
ENSG00000011347,cg00643111,hsa-miR-367-3p
ENSG00000011677,cg10327320,hsa-miR-302b-5p
ENSG00000012223,cg15928068,hsa-miR-302b-3p
ENSG00000012504,cg12527384,hsa-miR-302c-5p
ENSG00000012817,cg09286183,hsa-miR-302c-3p
ENSG00000013293,cg25220460,hsa-miR-1269b
ENSG00000013297,cg25338262,hsa-miR-1224-5p
ENSG00000015592,cg26773654,hsa-miR-519a-5p
ENSG00000016490,cg08914844,hsa-miR-9-3p
ENSG00000018236,cg06667063,hsa-miR-7702
ENSG00000018625,cg17683390,hsa-miR-552-5p
ENSG00000019186,cg11535529,hsa-miR-23a-5p
ENSG00000021488,cg21695485,hsa-miR-25-5p
ENSG00000023839,cg11772919,hsa-miR-3074-5p
ENSG00000026559,cg26477844,hsa-miR-3127-3p
ENSG00000029559,cg11224647,hsa-miR-155-3p
ENSG00000030304,cg24322398,hsa-miR-1229-3p
ENSG00000033122,cg21076935,hsa-miR-4724-5p
ENSG00000034971,cg15916166,hsa-miR-4728-5p
ENSG00000036565,cg09402367,hsa-miR-184
ENSG00000038295,cg22322863,hsa-miR-1307-5p
ENSG00000039537,cg09135695,hsa-miR-1247-3p
ENSG00000040731,cg20481909,hsa-miR-5706
ENSG00000043355,cg26013434,hsa-miR-4661-5p
ENSG00000046774,cg08986711,hsa-miR-483-3p
ENSG00000047662,cg01911237,hsa-miR-4728-3p
ENSG00000047936,cg04541675,hsa-miR-3940-5p
ENSG00000048540,cg00825173,hsa-miR-3065-3p
ENSG00000053108,cg16120460,hsa-miR-4652-5p
ENSG00000055732,cg00318608,hsa-miR-3648
ENSG00000056291,cg22750557,hsa-miR-3196
ENSG00000056487,cg14371524,hsa-miR-4746-5p
ENSG00000057468,cg14183693,hsa-miR-371a-3p
ENSG00000057593,cg19455322,hsa-miR-372-3p
ENSG00000060566,cg16307409,hsa-miR-373-3p
ENSG00000060709,cg03192963,hsa-miR-375-3p
ENSG00000062524,cg13889422,hsa-miR-196b-3p
ENSG00000063015,cg05445638,hsa-miR-767-5p
ENSG00000064195,cg13738140,hsa-miR-125b-2-3p
ENSG00000064300,cg17222941,hsa-miR-675-5p
ENSG00000064655,cg12666727,hsa-miR-99a-3p
ENSG00000065325,cg01417615,hsa-miR-105-3p
ENSG00000065609,cg27638597,hsa-miR-29b-1-5p
ENSG00000067715,cg24775616,hsa-miR-1266-5p
ENSG00000067840,cg18627182,hsa-miR-1269a
ENSG00000067842,cg27511208,hsa-miR-205-5p
ENSG00000068615,cg08806611,hsa-miR-210-3p
ENSG00000068781,cg06371306,hsa-miR-187-3p
ENSG00000068976,cg01679426,hsa-miR-490-3p
ENSG00000069482,cg01641361,hsa-miR-150-3p
ENSG00000070019,cg19355182,hsa-miR-188-3p
ENSG00000070193,cg11813246,hsa-miR-31-5p
ENSG00000070601,cg22176353,hsa-miR-31-3p
ENSG00000070748,cg04917511,hsa-miR-1911-5p
ENSG00000070808,cg11747349,hsa-miR-4787-3p
ENSG00000070886,cg15323252,hsa-miR-1-3p
ENSG00000071991,cg13080151,hsa-miR-99a-5p
ENSG00000072133,cg14881284,hsa-miR-96-5p
ENSG00000072195,cg25921512,hsa-miR-33a-5p
ENSG00000072657,cg00006948,hsa-miR-935
ENSG00000073067,cg01465169,hsa-miR-934
ENSG00000074211,cg19130550,hsa-miR-200b-5p
ENSG00000075340,cg08015704,hsa-miR-4449
ENSG00000075461,cg04085822,hsa-miR-942-5p
ENSG00000075673,cg14563868,hsa-miR-522-3p
ENSG00000077274,cg27466237,hsa-miR-519a-3p
ENSG00000077279,cg13731504,hsa-miR-802
ENSG00000077522,cg02550231,hsa-miR-135a-5p
ENSG00000077935,cg02040921,hsa-miR-133a-3p
ENSG00000077943,cg08382542,hsa-miR-122-5p
ENSG00000078295,cg15896339,hsa-miR-551a
ENSG00000078399,cg15860013,hsa-miR-552-3p
ENSG00000078549,cg01400516,hsa-miR-183-3p
ENSG00000078579,cg16663570,hsa-miR-222-5p
ENSG00000079112,cg02964396,hsa-miR-301a-5p
ENSG00000079689,cg20718724,hsa-miR-663a
ENSG00000079841,cg02716516,hsa-miR-4451
ENSG00000080224,cg10798048,hsa-miR-3200-3p
ENSG00000080293,cg26033501,hsa-miR-499a-5p
ENSG00000081051,cg10594709,hsa-miR-504-5p
ENSG00000081277,cg24295125,hsa-miR-7-5p
ENSG00000081479,cg16661654,hsa-miR-1226-3p
ENSG00000082293,cg24176744,hsa-miR-153-3p
ENSG00000082482,cg25530601,hsa-miR-516a-5p
