GE,ME,MI
ENSG00000001626,cg13332474,hsa-miR-4736
ENSG00000002079,cg00651829,hsa-miR-331-3p
ENSG00000003096,cg13604020,hsa-miR-301b-3p
ENSG00000003989,cg06320134,hsa-miR-18a-3p
ENSG00000004776,cg05100739,hsa-miR-4510
ENSG00000004799,cg16995983,hsa-miR-4506
ENSG00000004846,cg19570171,hsa-miR-483-5p
ENSG00000004848,cg10569615,hsa-miR-942-3p
ENSG00000004948,cg10409248,hsa-miR-1287-3p
ENSG00000005073,cg06992223,hsa-miR-486-3p
ENSG00000005102,cg06649048,hsa-miR-1266-3p
ENSG00000005108,cg27592410,hsa-miR-6856-5p
ENSG00000005249,cg22875013,hsa-miR-550a-5p
ENSG00000005421,cg01573938,hsa-miR-590-3p
ENSG00000005471,cg14848284,hsa-miR-616-3p
ENSG00000005513,cg05005921,hsa-miR-625-3p
ENSG00000005981,cg11866303,hsa-miR-1258
ENSG00000006016,cg05551889,hsa-miR-15a-3p
ENSG00000006047,cg11525280,hsa-miR-16-1-3p
ENSG00000006071,cg27541349,hsa-miR-652-5p
ENSG00000006128,cg15842116,hsa-miR-584-3p
ENSG00000006283,cg10536101,hsa-miR-592
ENSG00000006377,cg09169673,hsa-miR-192-3p
ENSG00000006555,cg12960305,hsa-miR-618
ENSG00000006747,cg06205432,hsa-miR-616-5p
ENSG00000007038,cg07082501,hsa-miR-615-3p
ENSG00000007171,cg08703595,hsa-miR-614
ENSG00000007216,cg08603083,hsa-miR-4638-3p
ENSG00000007312,cg12345456,hsa-miR-937-3p
ENSG00000007314,cg27581965,hsa-miR-940
ENSG00000007350,cg12789522,hsa-miR-939-5p
ENSG00000007402,cg18308176,hsa-miR-517c-3p
ENSG00000007516,cg23782734,hsa-miR-548v
ENSG00000008056,cg21708767,hsa-miR-4745-3p
ENSG00000008196,cg00643111,hsa-miR-4745-5p
ENSG00000008735,cg19925427,hsa-miR-302d-3p
ENSG00000009950,cg10848792,hsa-miR-367-3p
ENSG00000010361,cg11141156,hsa-miR-302b-5p
ENSG00000010379,cg19408619,hsa-miR-302b-3p
ENSG00000010932,cg18050959,hsa-miR-302c-5p
ENSG00000011083,cg19160799,hsa-miR-302c-3p
ENSG00000011347,cg11190071,hsa-miR-6842-3p
ENSG00000011677,cg12910494,hsa-miR-1269b
ENSG00000012124,cg22684968,hsa-miR-1224-5p
ENSG00000012223,cg21841963,hsa-miR-519a-5p
ENSG00000012504,cg13932362,hsa-miR-518a-5p
ENSG00000012817,cg18157027,hsa-miR-9-3p
ENSG00000013293,cg24598449,hsa-miR-7702
ENSG00000013297,cg10327320,hsa-miR-552-5p
ENSG00000015413,cg17014086,hsa-miR-579-5p
ENSG00000015520,cg23239078,hsa-miR-33b-3p
ENSG00000015592,cg20080006,hsa-miR-23a-5p
ENSG00000016490,cg10715223,hsa-miR-19b-1-5p
ENSG00000017427,cg02449821,hsa-let-7c-3p
ENSG00000018236,cg00398276,hsa-miR-133a-5p
ENSG00000018625,cg15928068,hsa-miR-26a-1-3p
ENSG00000018869,cg20200385,hsa-miR-25-5p
ENSG00000019169,cg17649243,hsa-miR-3074-5p
ENSG00000019186,cg04293888,hsa-miR-200c-5p
ENSG00000019505,cg19605920,hsa-miR-3127-3p
ENSG00000019991,cg12527384,hsa-miR-155-3p
ENSG00000021300,cg24170090,hsa-miR-5586-5p
ENSG00000021488,cg09286183,hsa-miR-1229-3p
ENSG00000021645,cg25220460,hsa-miR-4664-3p
ENSG00000021852,cg08198711,hsa-miR-4664-5p
ENSG00000022267,cg07666035,hsa-miR-4662a-5p
ENSG00000023839,cg07053469,hsa-miR-4724-5p
ENSG00000026559,cg16481281,hsa-miR-4728-5p
ENSG00000029559,cg25338262,hsa-miR-190a-5p
ENSG00000030304,cg26773654,hsa-miR-188-5p
ENSG00000033122,cg02585699,hsa-miR-184
ENSG00000034971,cg18052878,hsa-miR-149-5p
ENSG00000035720,cg09211399,hsa-miR-3619-3p
ENSG00000036473,cg08914844,hsa-miR-3194-3p
ENSG00000036530,cg21390575,hsa-miR-3173-5p
ENSG00000036565,cg06667063,hsa-miR-5589-3p
ENSG00000036672,cg16884841,hsa-miR-5589-5p
