GE,ME,MI
ENSG00000000005,cg13332474,hsa-miR-4739
ENSG00000001626,cg00651829,hsa-miR-4736
ENSG00000002079,cg17689707,hsa-miR-339-5p
ENSG00000002745,cg13604020,hsa-miR-324-5p
ENSG00000003096,cg06320134,hsa-miR-331-3p
ENSG00000003989,cg02023043,hsa-miR-338-3p
ENSG00000004468,cg05100739,hsa-miR-324-3p
ENSG00000004776,cg08062011,hsa-miR-301b-3p
ENSG00000004799,cg16995983,hsa-miR-18a-3p
ENSG00000004809,cg19570171,hsa-miR-4510
ENSG00000004838,cg10569615,hsa-miR-4506
ENSG00000004846,cg10409248,hsa-miR-483-5p
ENSG00000004848,cg06992223,hsa-miR-942-3p
ENSG00000004948,cg06649048,hsa-miR-885-5p
ENSG00000005001,cg20106459,hsa-miR-1287-3p
ENSG00000005073,cg15981475,hsa-miR-486-3p
ENSG00000005102,cg27592410,hsa-miR-1266-3p
ENSG00000005108,cg22875013,hsa-miR-146b-3p
ENSG00000005243,cg01573938,hsa-miR-6856-5p
ENSG00000005249,cg14848284,hsa-miR-550a-5p
ENSG00000005421,cg05005921,hsa-miR-590-3p
ENSG00000005471,cg17648210,hsa-miR-616-3p
ENSG00000005513,cg11866303,hsa-miR-625-3p
ENSG00000005844,cg05551889,hsa-miR-520f-5p
ENSG00000005961,cg11525280,hsa-miR-3667-3p
ENSG00000005981,cg27541349,hsa-miR-561-5p
ENSG00000006016,cg19074496,hsa-miR-539-3p
ENSG00000006047,cg15842116,hsa-miR-1258
ENSG00000006059,cg03519711,hsa-miR-15a-3p
ENSG00000006071,cg10536101,hsa-miR-16-1-3p
ENSG00000006128,cg09169673,hsa-miR-652-5p
ENSG00000006283,cg12960305,hsa-miR-584-3p
ENSG00000006377,cg06205432,hsa-miR-3671
ENSG00000006555,cg07082501,hsa-miR-3161
ENSG00000006659,cg08703595,hsa-miR-592
ENSG00000006747,cg08603083,hsa-miR-192-3p
ENSG00000006788,cg12345456,hsa-miR-618
ENSG00000007001,cg12643049,hsa-miR-616-5p
ENSG00000007038,cg27581965,hsa-miR-615-3p
ENSG00000007062,cg12789522,hsa-miR-614
ENSG00000007129,cg23363014,hsa-miR-4638-3p
ENSG00000007171,cg13694746,hsa-miR-4640-5p
ENSG00000007174,cg18308176,hsa-miR-937-3p
ENSG00000007216,cg23782734,hsa-miR-940
ENSG00000007237,cg21708767,hsa-miR-939-5p
ENSG00000007264,cg22124479,hsa-miR-518d-3p
ENSG00000007312,cg14525935,hsa-miR-517c-3p
ENSG00000007314,cg27152280,hsa-miR-548v
ENSG00000007350,cg00643111,hsa-miR-4745-3p
ENSG00000007402,cg19925427,hsa-miR-4745-5p
ENSG00000007516,cg10848792,hsa-miR-302d-3p
ENSG00000007952,cg11141156,hsa-miR-367-3p
ENSG00000008056,cg13002945,hsa-miR-302b-5p
ENSG00000008196,cg19408619,hsa-miR-302b-3p
ENSG00000008226,cg18050959,hsa-miR-302c-5p
ENSG00000008277,cg19160799,hsa-miR-302c-3p
ENSG00000008311,cg24641993,hsa-miR-636
ENSG00000008323,cg11190071,hsa-miR-6844
