GE,ME,MI
ENSG00000000005,cg13332474,hsa-miR-4739
ENSG00000000457,cg17689707,hsa-miR-4740-5p
ENSG00000000460,cg04804717,hsa-miR-4735-5p
ENSG00000000938,cg18002126,hsa-miR-4736
ENSG00000000971,cg11461030,hsa-miR-3064-5p
ENSG00000001036,cg10382206,hsa-miR-3064-3p
ENSG00000001084,cg22888418,hsa-miR-4738-5p
ENSG00000001167,cg15454820,hsa-miR-4738-3p
ENSG00000001461,cg25338581,hsa-miR-6791-3p
ENSG00000001561,cg07126559,hsa-miR-6791-5p
ENSG00000001617,cg06308088,hsa-miR-6790-3p
ENSG00000001626,cg23859055,hsa-miR-6793-3p
ENSG00000001629,cg06401021,hsa-miR-6793-5p
ENSG00000001630,cg10569615,hsa-miR-6792-3p
ENSG00000001631,cg16329197,hsa-miR-6794-3p
ENSG00000002016,cg02045971,hsa-miR-6794-5p
ENSG00000002079,cg10409248,hsa-miR-6732-5p
ENSG00000002330,cg02409108,hsa-miR-6825-3p
ENSG00000002549,cg25762679,hsa-miR-6825-5p
ENSG00000002586,cg14168009,hsa-miR-6826-3p
ENSG00000002587,cg21024234,hsa-miR-6826-5p
ENSG00000002745,cg21859594,hsa-miR-6827-3p
ENSG00000002746,cg06060137,hsa-miR-6827-5p
ENSG00000002822,cg03083228,hsa-miR-6828-3p
ENSG00000002919,cg01232040,hsa-miR-6828-5p
ENSG00000002933,cg04679849,hsa-miR-335-5p
ENSG00000003056,cg06649048,hsa-miR-339-5p
ENSG00000003096,cg26331625,hsa-miR-324-5p
ENSG00000003137,cg01791407,hsa-miR-338-3p
ENSG00000003147,cg06807397,hsa-miR-324-3p
ENSG00000003249,cg19642306,hsa-miR-301b-3p
ENSG00000003393,cg25831075,hsa-miR-18a-3p
ENSG00000003400,cg03764518,hsa-miR-299-5p
ENSG00000003436,cg15381304,hsa-miR-4511
ENSG00000003987,cg17648210,hsa-miR-4512
ENSG00000003989,cg23907053,hsa-miR-4510
ENSG00000004059,cg03062549,hsa-miR-4507
ENSG00000004139,cg16851771,hsa-miR-4506
ENSG00000004142,cg16859165,hsa-miR-4504
ENSG00000004399,cg14013337,hsa-miR-4505
ENSG00000004455,cg12754571,hsa-miR-548e-5p
ENSG00000004468,cg05876625,hsa-miR-483-5p
ENSG00000004478,cg17620121,hsa-miR-942-3p
ENSG00000004487,cg23187159,hsa-miR-1180-5p
ENSG00000004660,cg23817981,hsa-miR-885-5p
ENSG00000004700,cg19359550,hsa-miR-1287-3p
ENSG00000004776,cg16264642,hsa-miR-486-3p
ENSG00000004777,cg21525592,hsa-miR-1288-5p
ENSG00000004799,cg22776211,hsa-miR-6125
ENSG00000004809,cg06645921,hsa-miR-6126
ENSG00000004838,cg19754520,hsa-miR-490-5p
ENSG00000004846,cg10911354,hsa-miR-3192-3p
ENSG00000004848,cg09951349,hsa-miR-1251-3p
ENSG00000004864,cg11525280,hsa-miR-6859-3p
ENSG00000004866,cg24805258,hsa-miR-3675-5p
ENSG00000004939,cg23580725,hsa-miR-3675-3p
ENSG00000004948,cg08570341,hsa-miR-497-3p
ENSG00000004961,cg14273450,hsa-miR-6856-5p
ENSG00000004975,cg15386964,hsa-miR-6856-3p
ENSG00000005001,cg15425811,hsa-miR-550a-5p
ENSG00000005020,cg02577745,hsa-miR-590-3p
ENSG00000005022,cg14928319,hsa-miR-548a-5p
ENSG00000005073,cg05828925,hsa-miR-615-5p
ENSG00000005075,cg05103992,hsa-miR-616-3p
ENSG00000005100,cg24461952,hsa-miR-489-5p
ENSG00000005102,cg25807274,hsa-miR-625-3p
ENSG00000005108,cg11257429,hsa-miR-181d-3p
ENSG00000005175,cg11543397,hsa-miR-520f-5p
ENSG00000005187,cg23161317,hsa-miR-3667-3p
ENSG00000005206,cg16633730,hsa-miR-561-5p
ENSG00000005243,cg20743708,hsa-let-7f-1-3p
ENSG00000005249,cg22303045,hsa-miR-1258
ENSG00000005302,cg10724690,hsa-let-7a-3p
ENSG00000005339,cg22711676,hsa-let-7b-3p
ENSG00000005381,cg09768093,hsa-miR-551b-3p
ENSG00000005421,cg09169673,hsa-miR-15a-3p
ENSG00000005448,cg11066776,hsa-miR-16-1-3p
ENSG00000005469,cg26836696,hsa-miR-652-5p
ENSG00000005471,cg07230062,hsa-miR-584-3p
ENSG00000005486,cg23363754,hsa-miR-3671
ENSG00000005513,cg13125157,hsa-miR-3190-3p
ENSG00000005700,cg02739346,hsa-miR-1185-1-3p
ENSG00000005801,cg10663897,hsa-miR-3165
ENSG00000005810,cg04163475,hsa-miR-3164
ENSG00000005812,cg22060611,hsa-miR-586
ENSG00000005844,cg12200950,hsa-miR-3159
ENSG00000005882,cg09676788,hsa-miR-3158-3p
ENSG00000005884,cg08559317,hsa-miR-3157-5p
ENSG00000005889,cg02329886,hsa-miR-3156-5p
ENSG00000005893,cg21884231,hsa-miR-365b-3p
ENSG00000005961,cg12336960,hsa-miR-3161
ENSG00000005981,cg02957057,hsa-miR-3160-3p
ENSG00000006007,cg12492885,hsa-miR-593-5p
ENSG00000006016,cg07550921,hsa-miR-592
ENSG00000006025,cg11865553,hsa-miR-597-5p
ENSG00000006042,cg21017752,hsa-miR-599
ENSG00000006047,cg03082589,hsa-miR-598-3p
ENSG00000006059,cg13430755,hsa-miR-601
ENSG00000006062,cg18115507,hsa-miR-600
ENSG00000006071,cg13529733,hsa-miR-618
ENSG00000006116,cg24028634,hsa-miR-616-5p
ENSG00000006118,cg09780768,hsa-miR-615-3p
ENSG00000006125,cg09780767,hsa-miR-612
ENSG00000006128,cg15063116,hsa-miR-1469
ENSG00000006210,cg26540943,hsa-miR-632
ENSG00000006283,cg19777067,hsa-miR-4639-5p
ENSG00000006327,cg04414975,hsa-miR-4638-5p
ENSG00000006377,cg09925075,hsa-miR-4636
ENSG00000006432,cg01363383,hsa-miR-4635
ENSG00000006451,cg08324945,hsa-miR-4640-5p
ENSG00000006453,cg10243075,hsa-miR-4639-3p
ENSG00000006468,cg19248676,hsa-miR-208b-3p
ENSG00000006530,cg25479682,hsa-miR-7108-3p
ENSG00000006534,cg07212852,hsa-miR-7109-5p
ENSG00000006555,cg21217024,hsa-miR-7109-3p
ENSG00000006576,cg27103642,hsa-miR-7110-5p
ENSG00000006606,cg21998208,hsa-miR-7106-3p
ENSG00000006607,cg01246835,hsa-miR-7107-5p
ENSG00000006611,cg14525935,hsa-miR-7107-3p
ENSG00000006625,cg06960794,hsa-miR-7108-5p
ENSG00000006634,cg22960952,hsa-miR-7110-3p
ENSG00000006638,cg04922015,hsa-miR-7111-5p
ENSG00000006652,cg16706690,hsa-miR-543
ENSG00000006659,cg15377585,hsa-miR-937-3p
ENSG00000006704,cg21414251,hsa-miR-940
ENSG00000006712,cg27572927,hsa-miR-939-5p
ENSG00000006744,cg01767862,hsa-miR-518d-3p
ENSG00000006747,cg18561247,hsa-miR-374b-5p
ENSG00000006756,cg14002960,hsa-miR-517c-3p
ENSG00000006757,cg13492164,hsa-miR-376a-2-5p
ENSG00000006788,cg05819371,hsa-miR-548v
ENSG00000006837,cg10198671,hsa-miR-6759-5p
ENSG00000007001,cg19569074,hsa-miR-6829-3p
ENSG00000007038,cg15128226,hsa-miR-4745-3p
ENSG00000007047,cg05628107,hsa-miR-4745-5p
ENSG00000007062,cg03768717,hsa-miR-6829-5p
ENSG00000007080,cg03972665,hsa-miR-4742-3p
ENSG00000007129,cg03874601,hsa-miR-4741
ENSG00000007168,cg10604168,hsa-miR-4740-3p
ENSG00000007171,cg17277248,hsa-miR-122b-5p
ENSG00000007174,cg02298862,hsa-miR-4744
ENSG00000007202,cg03287340,hsa-miR-4743-5p
ENSG00000007216,cg06113354,hsa-miR-6133
ENSG00000007237,cg09051663,hsa-miR-6132
ENSG00000007255,cg09831620,hsa-miR-6131
ENSG00000007264,cg16123101,hsa-miR-6130
ENSG00000007306,cg06210070,hsa-miR-6129
ENSG00000007312,cg20907471,hsa-miR-378j
ENSG00000007314,cg14197503,hsa-miR-302d-3p
ENSG00000007341,cg19042340,hsa-miR-638
ENSG00000007350,cg04131792,hsa-miR-365a-3p
ENSG00000007372,cg12037324,hsa-miR-302b-5p
ENSG00000007376,cg19241279,hsa-miR-302b-3p
ENSG00000007384,cg08229358,hsa-miR-302c-5p
ENSG00000007392,cg11190071,hsa-miR-302c-3p
ENSG00000007402,cg06767655,hsa-miR-636
ENSG00000007516,cg16934127,hsa-miR-6817-3p
ENSG00000007541,cg27560452,hsa-miR-5579-5p
ENSG00000007866,cg06351796,hsa-miR-6843-3p
ENSG00000007908,cg16327228,hsa-miR-6513-5p
ENSG00000007923,cg03836586,hsa-miR-6840-5p
ENSG00000007933,cg14147184,hsa-miR-6840-3p
ENSG00000007944,cg05806645,hsa-miR-6839-5p
ENSG00000007952,cg02495552,hsa-miR-6839-3p
ENSG00000007968,cg13844552,hsa-miR-6842-5p
ENSG00000008018,cg12664649,hsa-miR-6842-3p
ENSG00000008056,cg23418339,hsa-miR-6841-5p
ENSG00000008083,cg13932362,hsa-miR-6841-3p
ENSG00000008086,cg00707129,hsa-miR-1269b
ENSG00000008118,cg21185990,hsa-miR-4521
ENSG00000008130,cg04777071,hsa-miR-631
ENSG00000008196,cg22578966,hsa-miR-4514
ENSG00000008197,cg23438298,hsa-miR-4513
ENSG00000008226,cg11699912,hsa-miR-4516
ENSG00000008256,cg09160955,hsa-miR-4515
ENSG00000008277,cg24598449,hsa-miR-4518
ENSG00000008282,cg03437479,hsa-miR-4517
ENSG00000008283,cg24818524,hsa-miR-4520-3p
ENSG00000008294,cg17822584,hsa-miR-4519
ENSG00000008300,cg07009284,hsa-miR-887-5p
ENSG00000008311,cg11107669,hsa-miR-1224-5p
ENSG00000008323,cg17153568,hsa-miR-519a-5p
ENSG00000008324,cg07540542,hsa-miR-564
ENSG00000008394,cg01263386,hsa-miR-518a-5p
ENSG00000008438,cg16404371,hsa-miR-136-5p
ENSG00000008441,cg16304521,hsa-miR-126-5p
ENSG00000008513,cg24400921,hsa-miR-126-3p
ENSG00000008516,cg27281882,hsa-miR-127-3p
ENSG00000008517,cg20513038,hsa-miR-134-5p
ENSG00000008710,cg04664968,hsa-miR-191-5p
ENSG00000008735,cg23722334,hsa-miR-9-5p
ENSG00000008838,cg16761581,hsa-miR-9-3p
ENSG00000008869,cg23027521,hsa-miR-7702
ENSG00000008952,cg16364121,hsa-miR-7704
ENSG00000008988,cg23983106,hsa-miR-597-3p
ENSG00000009307,cg07393670,hsa-miR-585-5p
ENSG00000009335,cg03196269,hsa-miR-552-5p
ENSG00000009413,cg13026994,hsa-miR-487b-5p
ENSG00000009709,cg04567445,hsa-miR-580-5p
ENSG00000009724,cg22885540,hsa-miR-579-5p
ENSG00000009765,cg02449821,hsa-miR-520g-5p
ENSG00000009780,cg02344833,hsa-miR-519d-5p
ENSG00000009790,cg24993735,hsa-miR-510-3p
ENSG00000009830,cg00220737,hsa-miR-504-3p
ENSG00000009950,cg03749154,hsa-miR-411-3p
ENSG00000009954,cg22942804,hsa-miR-33b-3p
ENSG00000010017,cg12738347,hsa-miR-629-5p
ENSG00000010030,cg01005968,hsa-miR-654-3p
ENSG00000010219,cg13456086,hsa-miR-671-3p
ENSG00000010256,cg13691003,hsa-miR-24-2-5p
ENSG00000010270,cg13560123,hsa-miR-23a-5p
ENSG00000010278,cg03162416,hsa-miR-128-1-5p
ENSG00000010282,cg22152728,hsa-miR-642b-5p
ENSG00000010292,cg04236540,hsa-miR-550b-2-5p
ENSG00000010295,cg18862767,hsa-miR-19b-1-5p
ENSG00000010310,cg21653132,hsa-let-7c-3p
ENSG00000010318,cg05051043,hsa-miR-152-5p
ENSG00000010319,cg09610084,hsa-miR-133a-5p
