GE,ME,MI
ENSG00000002745,cg13332474,hsa-miR-4736
ENSG00000002746,cg10382206,hsa-miR-18a-3p
ENSG00000004846,cg06401021,hsa-miR-299-5p
ENSG00000004939,cg06060137,hsa-miR-1287-3p
ENSG00000005001,cg17648210,hsa-miR-584-3p
ENSG00000005073,cg05876625,hsa-miR-599
ENSG00000005421,cg11525280,hsa-miR-543
ENSG00000005981,cg14273450,hsa-miR-4745-5p
ENSG00000006128,cg15386964,hsa-miR-1269b
ENSG00000006377,cg26836696,hsa-miR-4514
ENSG00000006606,cg21884231,hsa-miR-519a-5p
ENSG00000006747,cg02957057,hsa-miR-136-5p
ENSG00000006788,cg21017752,hsa-miR-134-5p
ENSG00000007038,cg24028634,hsa-miR-9-5p
ENSG00000007174,cg14002960,hsa-miR-9-3p
ENSG00000007306,cg19569074,hsa-miR-411-3p
ENSG00000007350,cg14197503,hsa-miR-654-3p
ENSG00000008196,cg08229358,hsa-miR-671-3p
ENSG00000008300,cg16304521,hsa-miR-19b-1-5p
ENSG00000010282,cg00220737,hsa-miR-3620-3p
ENSG00000010704,cg21653132,hsa-miR-4725-3p
ENSG00000011677,cg00834796,hsa-miR-4724-5p
ENSG00000013293,cg07344528,hsa-miR-363-3p
ENSG00000013297,cg23302570,hsa-miR-184
ENSG00000016082,cg08419589,hsa-miR-154-3p
ENSG00000016402,cg26241806,hsa-miR-154-5p
ENSG00000023839,cg25912580,hsa-miR-3147
ENSG00000026559,cg01614237,hsa-miR-5589-3p
ENSG00000029153,cg05570735,hsa-miR-5589-5p
ENSG00000029559,cg26195583,hsa-miR-1247-3p
ENSG00000030304,cg23142394,hsa-miR-5706
ENSG00000034239,cg21695485,hsa-miR-410-3p
ENSG00000034971,cg14034757,hsa-miR-485-3p
ENSG00000036565,cg23464619,hsa-miR-487a-3p
ENSG00000036828,cg04770088,hsa-miR-381-3p
ENSG00000039139,cg09705457,hsa-miR-382-5p
ENSG00000043039,cg03861966,hsa-miR-380-5p
ENSG00000043355,cg17816771,hsa-miR-377-3p
ENSG00000043591,cg24934063,hsa-miR-498-5p
ENSG00000046774,cg01698108,hsa-miR-520e-3p
ENSG00000047457,cg09495643,hsa-miR-497-5p
ENSG00000047617,cg01945223,hsa-miR-181d-5p
ENSG00000050165,cg24385694,hsa-miR-512-5p
ENSG00000050327,cg04734286,hsa-miR-512-3p
ENSG00000054356,cg07548607,hsa-miR-6887-3p
ENSG00000054803,cg15673034,hsa-miR-195-5p
ENSG00000054938,cg14320054,hsa-miR-765
ENSG00000055957,cg18091435,hsa-miR-376a-5p
ENSG00000056487,cg08313168,hsa-miR-363-5p
ENSG00000057294,cg19407252,hsa-miR-539-5p
ENSG00000057593,cg24617723,hsa-miR-493-3p
ENSG00000058335,cg06637001,hsa-miR-7112-3p
ENSG00000058404,cg16750157,hsa-miR-4652-5p
ENSG00000060709,cg08588180,hsa-miR-369-3p
ENSG00000062038,cg14843731,hsa-miR-376c-3p
ENSG00000062096,cg26675326,hsa-miR-370-3p
ENSG00000062524,cg24789128,hsa-miR-372-3p
ENSG00000064886,cg08131881,hsa-miR-373-3p
ENSG00000065609,cg05090759,hsa-miR-376a-3p
ENSG00000065923,cg00919118,hsa-miR-525-5p
ENSG00000066230,cg13207630,hsa-miR-526b-5p
ENSG00000066248,cg11509669,hsa-miR-520a-3p
ENSG00000066468,cg05594873,hsa-miR-520a-5p
ENSG00000067177,cg20754145,hsa-miR-519c-3p
ENSG00000067842,cg08303550,hsa-miR-520f-3p
ENSG00000068985,cg27042266,hsa-miR-6892-5p
ENSG00000069011,cg23557926,hsa-miR-668-3p
ENSG00000069188,cg23203338,hsa-miR-767-3p
ENSG00000069482,cg05528782,hsa-miR-767-5p
ENSG00000069535,cg20214871,hsa-miR-136-3p
ENSG00000070019,cg13841979,hsa-miR-409-5p
ENSG00000070193,cg23433527,hsa-miR-409-3p
ENSG00000070808,cg22508969,hsa-miR-101-5p
ENSG00000070886,cg03646234,hsa-miR-1257
ENSG00000072133,cg03735370,hsa-miR-4428
ENSG00000072657,cg27393126,hsa-miR-4431
ENSG00000074211,cg13775316,hsa-miR-4647
ENSG00000074410,cg08383338,hsa-miR-1266-5p
ENSG00000074803,cg04184232,hsa-miR-1269a
ENSG00000075035,cg06485940,hsa-miR-204-5p
ENSG00000075043,cg25681688,hsa-miR-211-5p
ENSG00000075213,cg22473620,hsa-miR-488-5p
ENSG00000075461,cg19849728,hsa-miR-195-3p
ENSG00000076716,cg03277455,hsa-miR-92a-1-5p
ENSG00000077063,cg08818984,hsa-miR-3117-3p
ENSG00000077080,cg26988215,hsa-miR-487b-3p
ENSG00000077264,cg27229407,hsa-miR-335-3p
ENSG00000077279,cg12721730,hsa-miR-1910-5p
ENSG00000078549,cg06738867,hsa-miR-548ao-3p
ENSG00000079112,cg19263700,hsa-miR-217-5p
ENSG00000080007,cg09784335,hsa-miR-214-3p
ENSG00000080511,cg22680399,hsa-miR-432-5p
ENSG00000081138,cg06225133,hsa-miR-495-3p
ENSG00000081479,cg07609200,hsa-miR-494-3p
ENSG00000082126,cg10201663,hsa-miR-202-3p
ENSG00000082196,cg13343639,hsa-miR-493-5p
ENSG00000083067,cg25649038,hsa-miR-496
ENSG00000084110,cg11401514,hsa-miR-1-3p
ENSG00000084674,cg19734013,hsa-miR-19a-3p
ENSG00000084734,cg16543094,hsa-miR-18a-5p
ENSG00000085741,cg02273436,hsa-miR-20b-3p
ENSG00000085831,cg02671458,hsa-miR-431-3p
ENSG00000086205,cg10764357,hsa-miR-4445-5p
ENSG00000086967,cg26769720,hsa-miR-1910-3p
ENSG00000086991,cg16728651,hsa-miR-6507-5p
ENSG00000087250,cg03135351,hsa-miR-7156-5p
ENSG00000087494,cg17986181,hsa-miR-5001-5p
ENSG00000087495,cg26246897,hsa-miR-518e-3p
ENSG00000087510,cg21128610,hsa-miR-518a-3p
ENSG00000088320,cg00400221,hsa-miR-520h
ENSG00000088386,cg03069204,hsa-miR-522-3p
ENSG00000088992,cg24671734,hsa-miR-133a-3p
ENSG00000089169,cg03899054,hsa-miR-124-3p
ENSG00000089199,cg13713830,hsa-miR-214-5p
ENSG00000089225,cg00485849,hsa-miR-204-3p
ENSG00000089356,cg16331823,hsa-miR-211-3p
ENSG00000091129,cg17485021,hsa-miR-3189-3p
ENSG00000091137,cg05754853,hsa-miR-411-5p
ENSG00000091428,cg04843935,hsa-miR-216a-3p
ENSG00000091482,cg15471953,hsa-miR-3200-3p
ENSG00000091513,cg06349628,hsa-miR-3660
ENSG00000091664,cg19291696,hsa-miR-504-5p
ENSG00000091972,cg05176349,hsa-miR-760
ENSG00000092054,cg04184019,hsa-miR-376b-5p
ENSG00000092758,cg03722396,hsa-miR-758-5p
ENSG00000093134,cg07282058,hsa-miR-655-3p
ENSG00000095596,cg14102811,hsa-miR-654-5p
ENSG00000095627,cg07868857,hsa-miR-20a-3p
ENSG00000095752,cg23181844,hsa-miR-219b-3p
ENSG00000095917,cg17191462,hsa-miR-2682-5p
ENSG00000096088,cg18880897,hsa-miR-518c-3p
ENSG00000099256,cg11831004,hsa-miR-524-5p
ENSG00000099399,cg26845297,hsa-miR-520c-3p
ENSG00000099937,cg23244289,hsa-miR-518c-5p
ENSG00000099954,cg25925177,hsa-miR-518b
ENSG00000099960,cg18063733,hsa-miR-518f-3p
ENSG00000100033,cg14353278,hsa-miR-520b-3p
ENSG00000100191,cg24188415,hsa-miR-523-3p
