GE,ME,MI
ENSG00000000005,cg01156077,hsa-miR-4738-3p
ENSG00000000460,cg22970357,hsa-miR-6793-5p
ENSG00000001561,cg21460020,hsa-miR-6826-3p
ENSG00000001617,cg13604020,hsa-miR-339-5p
ENSG00000001626,cg17331296,hsa-miR-324-5p
ENSG00000002079,cg01965939,hsa-miR-331-3p
ENSG00000002587,cg20637688,hsa-miR-324-3p
ENSG00000002745,cg26521139,hsa-miR-18a-3p
ENSG00000002746,cg05478330,hsa-miR-4510
ENSG00000003137,cg06401021,hsa-miR-4507
ENSG00000003147,cg11398523,hsa-miR-483-5p
ENSG00000003989,cg16031515,hsa-miR-942-3p
ENSG00000004468,cg25762679,hsa-miR-1180-5p
ENSG00000004776,cg08436089,hsa-miR-488-3p
ENSG00000004799,cg26331625,hsa-miR-1287-3p
ENSG00000004809,cg24749470,hsa-miR-744-3p
ENSG00000004838,cg01791407,hsa-miR-491-3p
ENSG00000004846,cg04411893,hsa-miR-490-5p
ENSG00000004848,cg17648210,hsa-miR-193b-5p
ENSG00000004864,cg23907053,hsa-miR-6858-3p
ENSG00000004948,cg16904330,hsa-miR-6856-3p
ENSG00000005073,cg24404823,hsa-miR-550a-5p
ENSG00000005102,cg11610614,hsa-miR-590-3p
ENSG00000005108,cg24528602,hsa-miR-548a-5p
ENSG00000005187,cg18910298,hsa-miR-511-3p
ENSG00000005302,cg17620121,hsa-miR-628-5p
ENSG00000005381,cg06799163,hsa-miR-3667-3p
ENSG00000005469,cg22009464,hsa-let-7f-1-3p
ENSG00000005471,cg10605681,hsa-miR-1258
ENSG00000005513,cg15579587,hsa-miR-15a-3p
ENSG00000005884,cg05799811,hsa-miR-16-1-3p
ENSG00000005961,cg14273450,hsa-miR-584-3p
ENSG00000005981,cg14928319,hsa-miR-3164
ENSG00000006016,cg11938455,hsa-miR-3159
ENSG00000006047,cg11417025,hsa-miR-365b-5p
ENSG00000006059,cg27324128,hsa-miR-3156-5p
ENSG00000006071,cg25932315,hsa-miR-3161
ENSG00000006116,cg02957057,hsa-miR-592
ENSG00000006118,cg04403423,hsa-miR-598-3p
ENSG00000006128,cg07550921,hsa-miR-573
ENSG00000006210,cg11797365,hsa-miR-618
ENSG00000006282,cg00046625,hsa-miR-616-5p
ENSG00000006283,cg13529733,hsa-miR-615-3p
ENSG00000006377,cg21857668,hsa-miR-4638-3p
ENSG00000006555,cg10720080,hsa-miR-4640-5p
ENSG00000006606,cg03958512,hsa-miR-449c-3p
ENSG00000006607,cg19306063,hsa-miR-7110-3p
ENSG00000006611,cg08575330,hsa-miR-518e-3p
ENSG00000006634,cg04797725,hsa-miR-940
ENSG00000006652,cg13656173,hsa-miR-939-5p
ENSG00000006659,cg21217024,hsa-miR-517c-3p
ENSG00000006756,cg23782734,hsa-miR-520h
ENSG00000006757,cg12319602,hsa-miR-548v
ENSG00000006837,cg21998208,hsa-miR-4745-3p
ENSG00000007001,cg02389084,hsa-miR-4745-5p
ENSG00000007038,cg01246835,hsa-miR-4742-3p
ENSG00000007062,cg00643111,hsa-miR-4741
ENSG00000007171,cg13002945,hsa-miR-636
ENSG00000007174,cg08240383,hsa-miR-6840-5p
ENSG00000007216,cg02241924,hsa-miR-6840-3p
ENSG00000007237,cg20253561,hsa-miR-6842-3p
ENSG00000007264,cg04547002,hsa-miR-1269b
ENSG00000007306,cg00320216,hsa-miR-4521
ENSG00000007312,cg09067029,hsa-miR-4515
ENSG00000007314,cg22660578,hsa-miR-4517
ENSG00000007350,cg20005074,hsa-miR-887-5p
ENSG00000007372,cg06298701,hsa-miR-1224-5p
ENSG00000007402,cg19359398,hsa-miR-519a-5p
ENSG00000007516,cg11190071,hsa-miR-518a-5p
ENSG00000007541,cg26155867,hsa-miR-146a-5p
ENSG00000007944,cg00638845,hsa-miR-9-5p
ENSG00000007968,cg09820180,hsa-miR-9-3p
ENSG00000008118,cg22976884,hsa-miR-7702
ENSG00000008196,cg03836586,hsa-miR-7704
ENSG00000008197,cg25870420,hsa-miR-597-3p
ENSG00000008226,cg04280772,hsa-miR-552-5p
ENSG00000008277,cg00393837,hsa-miR-579-5p
ENSG00000008300,cg11107669,hsa-miR-504-3p
ENSG00000008311,cg03698393,hsa-miR-548d-5p
ENSG00000008441,cg01524174,hsa-miR-33b-3p
ENSG00000008517,cg18196709,hsa-miR-671-3p
ENSG00000008735,cg01263386,hsa-miR-24-2-5p
ENSG00000008853,cg01587630,hsa-miR-23a-5p
ENSG00000009709,cg23245007,hsa-miR-128-1-5p
ENSG00000009724,cg27281882,hsa-let-7c-3p
ENSG00000009765,cg06014958,hsa-miR-26a-1-3p
ENSG00000009790,cg19730314,hsa-miR-25-5p
ENSG00000009950,cg21872764,hsa-miR-3074-5p
ENSG00000010030,cg16761581,hsa-miR-3156-3p
ENSG00000010282,cg06108459,hsa-miR-3127-3p
ENSG00000010292,cg16364121,hsa-miR-155-3p
ENSG00000010310,cg21462633,hsa-miR-3150a-5p
ENSG00000010318,cg08724310,hsa-miR-3138
ENSG00000010319,cg09086201,hsa-miR-3137
ENSG00000010361,cg10715223,hsa-miR-3136-5p
ENSG00000010438,cg02449821,hsa-miR-3140-3p
ENSG00000011083,cg02344833,hsa-miR-548t-5p
ENSG00000011332,cg22185558,hsa-miR-5582-3p
ENSG00000011422,cg06022561,hsa-miR-6812-3p
ENSG00000011426,cg06312813,hsa-miR-1229-3p
ENSG00000011465,cg01132484,hsa-miR-4664-3p
ENSG00000011590,cg22152728,hsa-miR-4665-5p
ENSG00000011677,cg25632577,hsa-miR-4664-5p
ENSG00000012048,cg18862767,hsa-miR-4662a-5p
ENSG00000012124,cg21653132,hsa-miR-6810-3p
ENSG00000012171,cg23431175,hsa-miR-3622a-3p
ENSG00000012223,cg08862890,hsa-miR-3620-3p
ENSG00000012504,cg22108567,hsa-miR-3622a-5p
ENSG00000012660,cg19413725,hsa-miR-449a
ENSG00000012817,cg07070305,hsa-miR-4726-3p
ENSG00000013288,cg21646598,hsa-miR-4725-3p
ENSG00000013293,cg13872831,hsa-miR-4726-5p
ENSG00000013297,cg26206598,hsa-miR-4725-5p
ENSG00000013588,cg10213873,hsa-miR-4724-5p
