GE,ME,MI
ENSG00000000005,cg22970357,hsa-miR-6793-5p
ENSG00000001626,cg17331296,hsa-miR-324-5p
ENSG00000002079,cg08436089,hsa-miR-331-3p
ENSG00000003137,cg01791407,hsa-miR-324-3p
ENSG00000003989,cg23907053,hsa-miR-18a-3p
ENSG00000004468,cg11610614,hsa-miR-942-3p
ENSG00000004776,cg18910298,hsa-miR-488-3p
ENSG00000004799,cg06799163,hsa-miR-1287-3p
ENSG00000004809,cg22009464,hsa-miR-744-3p
ENSG00000004838,cg14928319,hsa-miR-490-5p
ENSG00000004846,cg11938455,hsa-miR-550a-5p
ENSG00000004848,cg11417025,hsa-miR-590-3p
ENSG00000004948,cg25932315,hsa-miR-511-3p
ENSG00000005102,cg21857668,hsa-miR-584-3p
ENSG00000005469,cg19306063,hsa-miR-3164
ENSG00000005513,cg12319602,hsa-miR-365b-5p
ENSG00000006016,cg02389084,hsa-miR-3156-5p
ENSG00000006071,cg01246835,hsa-miR-3161
ENSG00000006128,cg00643111,hsa-miR-592
ENSG00000006210,cg13002945,hsa-miR-573
ENSG00000006283,cg08240383,hsa-miR-616-5p
ENSG00000006377,cg02241924,hsa-miR-615-3p
ENSG00000006555,cg20253561,hsa-miR-4638-3p
ENSG00000006611,cg04547002,hsa-miR-7110-3p
ENSG00000006659,cg22660578,hsa-miR-940
ENSG00000007062,cg20005074,hsa-miR-939-5p
ENSG00000007174,cg00638845,hsa-miR-4745-3p
ENSG00000007216,cg22976884,hsa-miR-4742-3p
ENSG00000007264,cg25870420,hsa-miR-4741
ENSG00000007306,cg04280772,hsa-miR-636
ENSG00000007312,cg00393837,hsa-miR-6840-5p
ENSG00000007314,cg01263386,hsa-miR-6840-3p
ENSG00000007350,cg01587630,hsa-miR-6842-3p
ENSG00000007402,cg23245007,hsa-miR-1269b
ENSG00000007516,cg27281882,hsa-miR-887-5p
ENSG00000007968,cg19730314,hsa-miR-1224-5p
ENSG00000008196,cg16761581,hsa-miR-519a-5p
ENSG00000008197,cg06108459,hsa-miR-518a-5p
ENSG00000008226,cg16364121,hsa-miR-146a-5p
ENSG00000009709,cg21462633,hsa-miR-9-5p
ENSG00000009765,cg08724310,hsa-miR-9-3p
ENSG00000009950,cg09086201,hsa-miR-7702
ENSG00000010282,cg10715223,hsa-miR-552-5p
ENSG00000010310,cg02449821,hsa-miR-579-5p
ENSG00000010319,cg02344833,hsa-miR-504-3p
ENSG00000010438,cg22185558,hsa-miR-33b-3p
ENSG00000011083,cg06022561,hsa-miR-23a-5p
ENSG00000011332,cg06312813,hsa-miR-25-5p
ENSG00000011426,cg01132484,hsa-miR-3074-5p
ENSG00000011677,cg22152728,hsa-miR-3156-3p
ENSG00000012124,cg25632577,hsa-miR-3127-3p
ENSG00000012171,cg23431175,hsa-miR-155-3p
ENSG00000012223,cg08862890,hsa-miR-3137
ENSG00000012504,cg19413725,hsa-miR-3136-5p
ENSG00000012817,cg07070305,hsa-miR-3140-3p
ENSG00000013293,cg21646598,hsa-miR-5582-3p
ENSG00000013297,cg04920032,hsa-miR-1229-3p
ENSG00000013588,cg02056653,hsa-miR-4664-3p
ENSG00000015413,cg11274314,hsa-miR-4665-5p
ENSG00000015520,cg23985209,hsa-miR-4664-5p
ENSG00000016402,cg06785999,hsa-miR-3622a-3p
ENSG00000016602,cg12279877,hsa-miR-3620-3p
ENSG00000017427,cg07029024,hsa-miR-449a
ENSG00000018236,cg11118198,hsa-miR-4725-3p
ENSG00000018625,cg22459664,hsa-miR-4726-5p
ENSG00000019102,cg11398452,hsa-miR-4724-5p
ENSG00000019169,cg03490200,hsa-miR-4728-5p
ENSG00000019186,cg16481280,hsa-miR-362-5p
ENSG00000019505,cg25338262,hsa-miR-188-5p
ENSG00000020633,cg05740418,hsa-miR-184
ENSG00000021300,cg26360026,hsa-miR-149-5p
ENSG00000021645,cg23611697,hsa-miR-3619-3p
ENSG00000021852,cg08420572,hsa-miR-616-3p
ENSG00000023171,cg21951648,hsa-miR-1295b-5p
ENSG00000023839,cg08323075,hsa-miR-548au-3p
ENSG00000024526,cg19414980,hsa-miR-1307-5p
ENSG00000025039,cg05157360,hsa-miR-1306-5p
ENSG00000026559,cg14003035,hsa-miR-1304-3p
ENSG00000027869,cg25006194,hsa-miR-455-5p
ENSG00000029153,cg14034757,hsa-miR-378d
ENSG00000029559,cg04087571,hsa-miR-6720-5p
ENSG00000033122,cg16297271,hsa-miR-4661-5p
ENSG00000034053,cg10236452,hsa-miR-4658
