GE,ME,MI
ENSG00000000005,cg04804717,hsa-miR-4736
ENSG00000001561,cg01942226,hsa-miR-4738-3p
ENSG00000002079,cg23818351,hsa-miR-6793-3p
ENSG00000002746,cg12875720,hsa-miR-6793-5p
ENSG00000002933,cg26366091,hsa-miR-335-5p
ENSG00000003096,cg18512963,hsa-miR-331-3p
ENSG00000003137,cg20637688,hsa-miR-324-3p
ENSG00000003147,cg10569615,hsa-miR-18a-3p
ENSG00000004139,cg08479865,hsa-miR-299-5p
ENSG00000004468,cg08422054,hsa-miR-4510
ENSG00000004776,cg08436089,hsa-miR-483-5p
ENSG00000004799,cg04044188,hsa-miR-1287-3p
ENSG00000004809,cg03231860,hsa-miR-744-3p
ENSG00000004838,cg24749470,hsa-miR-1266-3p
ENSG00000004846,cg05395156,hsa-miR-1251-3p
ENSG00000004848,cg08533745,hsa-miR-146b-3p
ENSG00000004948,cg15889548,hsa-miR-497-3p
ENSG00000005001,cg16283287,hsa-miR-550a-5p
ENSG00000005102,cg16306654,hsa-miR-489-5p
ENSG00000005108,cg14140379,hsa-miR-520f-5p
ENSG00000005187,cg05822335,hsa-miR-1257
ENSG00000005243,cg13241681,hsa-miR-539-3p
ENSG00000005381,cg02013739,hsa-miR-1258
ENSG00000005421,cg01903799,hsa-miR-16-1-3p
ENSG00000005469,cg21591278,hsa-miR-584-3p
ENSG00000005471,cg02577745,hsa-miR-3164
ENSG00000005513,cg14928319,hsa-miR-3158-3p
ENSG00000005844,cg05828925,hsa-miR-365b-5p
ENSG00000006016,cg05964918,hsa-miR-592
ENSG00000006059,cg14302214,hsa-miR-598-3p
ENSG00000006071,cg10996527,hsa-miR-573
ENSG00000006128,cg13093389,hsa-miR-616-5p
ENSG00000006283,cg19090437,hsa-miR-615-3p
ENSG00000006468,cg10663897,hsa-miR-632
ENSG00000006534,cg09676788,hsa-miR-4636
ENSG00000006555,cg04093633,hsa-miR-4633-3p
ENSG00000006606,cg02152985,hsa-miR-4639-3p
ENSG00000006611,cg10024501,hsa-miR-940
ENSG00000006638,cg21857668,hsa-miR-939-5p
