GE,ME,MI
ENSG00000000005,cg18757087,hsa-miR-4740-5p
ENSG00000000460,cg23892690,hsa-miR-4736
ENSG00000000938,cg00036732,hsa-miR-3064-5p
ENSG00000000971,cg09547119,hsa-miR-4738-5p
ENSG00000001626,cg06533895,hsa-miR-4738-3p
ENSG00000002079,cg12194824,hsa-miR-6826-3p
ENSG00000002587,cg26366091,hsa-miR-335-5p
ENSG00000002745,cg11703729,hsa-miR-324-5p
ENSG00000002746,cg12434944,hsa-miR-331-3p
ENSG00000002933,cg20899625,hsa-miR-338-3p
ENSG00000003096,cg08436089,hsa-miR-324-3p
ENSG00000003137,cg10527300,hsa-miR-299-5p
ENSG00000003402,cg08397758,hsa-miR-4510
ENSG00000003436,cg24749470,hsa-miR-4507
ENSG00000004468,cg24601480,hsa-miR-483-5p
ENSG00000004776,cg00367615,hsa-miR-1180-5p
ENSG00000004777,cg14254080,hsa-miR-885-5p
ENSG00000004799,cg08533745,hsa-miR-1287-3p
ENSG00000004809,cg06807397,hsa-miR-486-3p
ENSG00000004848,cg25831075,hsa-miR-491-3p
ENSG00000004939,cg14945937,hsa-miR-6125
ENSG00000004948,cg25201372,hsa-miR-1251-3p
ENSG00000005001,cg23907053,hsa-miR-146b-3p
ENSG00000005020,cg24404823,hsa-miR-497-3p
ENSG00000005073,cg10131836,hsa-miR-885-3p
ENSG00000005102,cg19440734,hsa-miR-550a-5p
ENSG00000005108,cg11610614,hsa-miR-511-3p
ENSG00000005187,cg18910298,hsa-miR-616-3p
ENSG00000005243,cg08178168,hsa-miR-625-3p
ENSG00000005249,cg16306654,hsa-miR-628-5p
ENSG00000005381,cg25513635,hsa-miR-520f-5p
ENSG00000005421,cg22009464,hsa-miR-3667-3p
ENSG00000005471,cg15579587,hsa-let-7e-3p
ENSG00000005513,cg05336982,hsa-miR-539-3p
ENSG00000005844,cg19074496,hsa-miR-7155-3p
ENSG00000005884,cg09060908,hsa-miR-450a-1-3p
ENSG00000005961,cg01468309,hsa-miR-652-5p
ENSG00000005981,cg05348973,hsa-miR-1185-1-3p
ENSG00000006016,cg22626522,hsa-miR-365b-3p
ENSG00000006042,cg11938455,hsa-miR-3161
ENSG00000006047,cg11543397,hsa-miR-598-3p
ENSG00000006062,cg05021743,hsa-miR-192-3p
ENSG00000006071,cg12960305,hsa-miR-618
ENSG00000006116,cg23363754,hsa-miR-616-5p
ENSG00000006118,cg06230848,hsa-miR-615-3p
ENSG00000006128,cg04163475,hsa-miR-612
ENSG00000006283,cg16326902,hsa-miR-632
ENSG00000006327,cg13997788,hsa-miR-4638-3p
ENSG00000006377,cg00382999,hsa-miR-4637
ENSG00000006534,cg10769531,hsa-miR-4636
ENSG00000006606,cg04568398,hsa-miR-4639-3p
ENSG00000006611,cg05458429,hsa-miR-7110-3p
ENSG00000006625,cg00085790,hsa-miR-940
ENSG00000006638,cg23093090,hsa-miR-942-5p
ENSG00000006659,cg13430755,hsa-miR-517c-3p
ENSG00000006788,ch.2.71774667F,hsa-miR-943
ENSG00000006831,cg21243631,hsa-miR-4745-3p
