GE,ME,MI
ENSG00000000005,cg10855395,hsa-miR-4739
ENSG00000000460,cg10609310,hsa-miR-4740-5p
ENSG00000000938,cg04804717,hsa-miR-4735-5p
ENSG00000000971,cg18757087,hsa-miR-4736
ENSG00000001084,cg23892690,hsa-miR-3064-5p
ENSG00000001617,cg00036732,hsa-miR-3064-3p
ENSG00000001626,cg09547119,hsa-miR-4738-5p
ENSG00000002079,cg10144336,hsa-miR-4738-3p
ENSG00000002330,cg06533895,hsa-miR-6791-5p
ENSG00000002549,cg12194824,hsa-miR-6792-3p
ENSG00000002587,cg26366091,hsa-miR-6794-5p
ENSG00000002745,cg11703729,hsa-miR-6732-5p
ENSG00000002746,cg12434944,hsa-miR-6825-5p
ENSG00000002834,cg20899625,hsa-miR-6826-3p
ENSG00000002919,cg12152384,hsa-miR-335-5p
ENSG00000002933,cg06401021,hsa-miR-324-5p
ENSG00000003096,cg15161854,hsa-miR-331-3p
ENSG00000003137,cg14182621,hsa-miR-338-3p
ENSG00000003249,cg08436089,hsa-miR-324-3p
ENSG00000003402,cg21024234,hsa-miR-18a-3p
ENSG00000003436,cg10527300,hsa-miR-299-5p
ENSG00000003987,cg08397758,hsa-miR-4511
ENSG00000003989,cg14504269,hsa-miR-4510
ENSG00000004399,cg24749470,hsa-miR-4507
ENSG00000004468,cg21832537,hsa-miR-4505
ENSG00000004478,cg24601480,hsa-miR-483-5p
ENSG00000004700,cg00367615,hsa-miR-1180-5p
ENSG00000004776,cg14254080,hsa-miR-885-5p
ENSG00000004777,cg08533745,hsa-miR-1287-3p
ENSG00000004799,cg06807397,hsa-miR-486-3p
ENSG00000004809,cg20106459,hsa-miR-491-3p
ENSG00000004838,cg25831075,hsa-miR-6125
ENSG00000004846,cg14945937,hsa-miR-1251-3p
ENSG00000004848,cg25201372,hsa-miR-146b-3p
ENSG00000004866,cg23907053,hsa-miR-3675-5p
ENSG00000004939,cg16904330,hsa-miR-497-3p
ENSG00000004948,cg00934322,hsa-miR-6856-5p
ENSG00000005001,cg24404823,hsa-miR-885-3p
ENSG00000005020,cg10131836,hsa-miR-550a-5p
ENSG00000005022,cg19440734,hsa-miR-548a-5p
ENSG00000005073,cg11610614,hsa-miR-511-3p
ENSG00000005100,cg12754571,hsa-miR-616-3p
ENSG00000005102,cg18910298,hsa-miR-625-3p
ENSG00000005108,cg08178168,hsa-miR-628-5p
ENSG00000005187,cg23817981,hsa-miR-181d-3p
