GE,ME,MI
ENSG00000001626,cg09988853,hsa-miR-299-5p
ENSG00000006047,cg19306063,hsa-miR-584-3p
ENSG00000006611,cg24400921,hsa-miR-1224-5p
ENSG00000007038,cg16364121,hsa-miR-9-5p
ENSG00000007171,cg26084529,hsa-miR-9-3p
ENSG00000007306,cg05051043,hsa-miR-411-3p
ENSG00000007314,cg19313043,hsa-let-7c-3p
ENSG00000008196,cg02056653,hsa-miR-133a-5p
ENSG00000008226,cg10236452,hsa-miR-449a
ENSG00000008277,cg11199137,hsa-miR-363-3p
ENSG00000009709,cg21076935,hsa-miR-149-5p
ENSG00000009950,cg03652336,hsa-miR-1295b-5p
ENSG00000010282,cg01597066,hsa-miR-514a-5p
ENSG00000012223,cg26559315,hsa-miR-485-3p
ENSG00000018625,cg05427966,hsa-miR-3681-5p
ENSG00000019102,cg15007548,hsa-miR-380-5p
ENSG00000021645,cg17410236,hsa-miR-449c-5p
ENSG00000039537,cg10215401,hsa-miR-206
ENSG00000047457,cg26946821,hsa-miR-4652-5p
ENSG00000047662,cg19129369,hsa-miR-449b-3p
ENSG00000054356,cg17794299,hsa-miR-125b-2-3p
ENSG00000060718,cg05875421,hsa-miR-99a-3p
ENSG00000064218,cg26437522,hsa-miR-106a-3p
ENSG00000064655,cg23662097,hsa-miR-1266-5p
ENSG00000070031,cg02741216,hsa-miR-1269a
ENSG00000070729,cg06313119,hsa-miR-204-5p
ENSG00000072133,cg10660909,hsa-miR-150-3p
ENSG00000077522,cg08183141,hsa-miR-31-5p
ENSG00000077800,cg22363783,hsa-miR-31-3p
ENSG00000077935,cg11813246,hsa-miR-1911-5p
ENSG00000080224,cg10644544,hsa-miR-214-3p
ENSG00000081138,cg25998402,hsa-miR-496
ENSG00000081248,cg00888463,hsa-miR-509-3-5p
ENSG00000082293,cg14385738,hsa-miR-20b-3p
ENSG00000082556,cg24233426,hsa-miR-6510-3p
ENSG00000083782,cg19834134,hsa-miR-129-5p
ENSG00000084453,cg19446838,hsa-miR-133a-3p
ENSG00000086967,cg25087487,hsa-miR-208b-3p
ENSG00000091482,cg26495865,hsa-miR-411-5p
ENSG00000092054,cg24430580,hsa-miR-514b-5p
ENSG00000092377,cg10594709,hsa-miR-499a-5p
ENSG00000094755,cg11359210,hsa-miR-507
ENSG00000095596,cg17498296,hsa-miR-506-3p
ENSG00000095777,cg23181844,hsa-miR-4491
ENSG00000100024,cg14060519,hsa-miR-509-5p
ENSG00000100473,cg10210594,hsa-miR-655-3p
ENSG00000100593,cg20206437,hsa-miR-513c-5p
ENSG00000100604,cg02535674,hsa-miR-1-3p
ENSG00000101098,cg17772028,hsa-miR-6512-3p
ENSG00000101198,cg03921753,hsa-miR-6512-5p
ENSG00000101443,cg16624692,hsa-miR-20b-5p
ENSG00000101470,cg05068428,hsa-miR-5683
ENSG00000101892,cg03544918,hsa-miR-1305
ENSG00000101938,cg10868817,hsa-miR-508-5p
ENSG00000102230,cg07589773,hsa-miR-365a-5p
ENSG00000102387,cg04034767,hsa-miR-1293
ENSG00000102452,cg26517151,hsa-miR-1295a
ENSG00000103154,cg11737232,hsa-miR-149-3p
ENSG00000103460,cg18504196,hsa-miR-577
ENSG00000104044,cg20307184,hsa-miR-5571-3p
ENSG00000104879,cg18070676,hsa-miR-514a-3p
ENSG00000105131,cg10338830,hsa-miR-508-3p
ENSG00000105141,cg12620035,hsa-miR-509-3p
ENSG00000105278,cg05664581,hsa-miR-133b
ENSG00000105289,cg01818776,hsa-miR-891a-5p
ENSG00000105664,cg15775779,hsa-miR-379-3p
ENSG00000105675,cg18437209,
ENSG00000105707,cg13682477,
ENSG00000106410,cg05726661,
ENSG00000106483,cg03617693,
ENSG00000106536,cg16718260,
ENSG00000106809,cg04148794,
ENSG00000107518,cg12130225,
ENSG00000108417,cg26163880,
ENSG00000108878,cg24740531,
ENSG00000109061,cg04984818,
ENSG00000109832,cg20616414,
ENSG00000110148,cg11784887,
ENSG00000110203,cg08562243,
ENSG00000110975,cg12071656,
ENSG00000111046,cg19640130,
ENSG00000111049,cg11876013,
ENSG00000111245,cg00430542,
ENSG00000111262,cg23651808,
ENSG00000112175,cg12197421,
ENSG00000112218,cg09362366,
ENSG00000112238,cg25191041,
ENSG00000112796,cg00842351,
ENSG00000112936,cg16238815,
ENSG00000113296,cg25912827,
ENSG00000113396,cg17859110,
ENSG00000114204,cg00655552,
ENSG00000114638,cg09900436,
ENSG00000114771,cg12361223,
ENSG00000114854,cg25276694,
ENSG00000115297,cg25027367,
ENSG00000115488,cg04258520,
ENSG00000115592,cg21650962,
ENSG00000115593,cg07251193,
ENSG00000115616,cg22735222,
ENSG00000115665,cg26084005,
ENSG00000117215,cg22718891,
ENSG00000117322,cg05525106,
ENSG00000117507,cg03405315,
ENSG00000117983,cg08795948,
ENSG00000118156,cg24391279,
ENSG00000118729,cg09745440,
ENSG00000119125,cg15258847,
ENSG00000119919,cg03414318,
ENSG00000119946,cg24304789,
ENSG00000120729,cg26121591,
ENSG00000122133,cg18158151,
ENSG00000122180,cg12387713,
ENSG00000123572,cg01537995,
ENSG00000123838,cg10691592,
ENSG00000124212,cg14196395,
ENSG00000124237,cg17852507,
ENSG00000124440,cg03721362,
ENSG00000124678,cg11129008,
ENSG00000124701,cg15713801,
ENSG00000124882,cg23019886,
ENSG00000124939,cg21108085,
ENSG00000125285,cg20891481,
ENSG00000125414,cg05894734,
ENSG00000125816,cg22978087,
ENSG00000125848,cg23405039,
ENSG00000125851,cg14398113,
ENSG00000126549,cg07028821,
ENSG00000127249,cg00041401,
ENSG00000127324,cg18758433,
ENSG00000127325,cg24280645,
ENSG00000127377,cg16896847,
ENSG00000128610,cg27016990,
ENSG00000129152,cg26418880,
ENSG00000129170,cg18115627,
ENSG00000129514,cg25938803,
ENSG00000129596,cg06376598,
ENSG00000129654,cg22685369,
ENSG00000129910,cg17362861,
ENSG00000130413,cg10868875,
ENSG00000130433,cg05852760,
ENSG00000130822,cg08105590,
ENSG00000131730,cg21552709,
ENSG00000131771,cg14627172,
ENSG00000132164,cg12245706,
ENSG00000132437,cg15728256,
ENSG00000132704,cg25782847,
ENSG00000132854,cg23760165,
ENSG00000132911,cg25571757,
ENSG00000133020,cg01778994,
ENSG00000133055,cg00651401,
ENSG00000133115,cg01682111,
ENSG00000133124,cg14081667,
ENSG00000133488,cg16761549,
ENSG00000133636,cg03655395,
ENSG00000133665,cg15521790,
ENSG00000133863,cg22602002,
ENSG00000134258,cg06541222,
ENSG00000134398,cg06416097,
ENSG00000134760,cg11745444,
ENSG00000134873,cg18642369,
ENSG00000135097,cg03078551,
ENSG00000135226,cg16138158,
ENSG00000135324,cg27375198,
ENSG00000135333,cg09192377,
ENSG00000135423,cg20361909,
ENSG00000135773,cg19258425,
ENSG00000135902,cg04350675,
ENSG00000136267,cg00295426,
ENSG00000136574,cg12482809,
ENSG00000136931,cg11029367,
ENSG00000137090,cg08957652,
ENSG00000137261,cg05529816,
ENSG00000137441,cg21730993,
ENSG00000137561,cg02379560,
ENSG00000137948,cg20634442,
ENSG00000138100,cg17182817,
ENSG00000138109,cg09275956,
ENSG00000138207,cg16353624,
ENSG00000138347,cg11385003,
ENSG00000138435,cg00901051,
ENSG00000138615,cg06884352,
ENSG00000138675,cg17178336,
ENSG00000139304,cg26727435,
ENSG00000139330,cg02436788,
ENSG00000139445,cg00902153,
ENSG00000140835,cg16099804,
ENSG00000141161,cg00107982,
ENSG00000141668,cg02416424,
ENSG00000142449,cg04306817,
ENSG00000142700,cg03960951,
ENSG00000142973,cg03603214,
ENSG00000143199,cg03954048,
ENSG00000143318,cg10096177,
ENSG00000143473,cg08265392,
ENSG00000143632,cg01224366,
ENSG00000143858,cg15843567,
ENSG00000143921,cg23795217,
ENSG00000144057,cg04416734,
ENSG00000144407,cg18335326,
ENSG00000144847,cg22896991,
ENSG00000144891,cg08625380,
ENSG00000145113,cg00666105,
ENSG00000145198,cg14140118,
ENSG00000145287,cg22984571,
ENSG00000145536,cg07965823,
ENSG00000145850,cg12565637,
ENSG00000145920,cg15084405,
ENSG00000146013,cg07125251,
ENSG00000146197,cg19610905,
ENSG00000146453,cg03377355,
ENSG00000146530,cg16001793,
ENSG00000146809,cg27346528,
ENSG00000146926,cg21616785,
ENSG00000147257,cg19187185,
ENSG00000147896,cg03477240,
ENSG00000148053,cg24667756,
ENSG00000148204,cg17567560,
ENSG00000148408,cg20076659,
ENSG00000148677,cg16002355,
ENSG00000148798,cg02407342,
ENSG00000148948,cg11288144,
ENSG00000149021,cg04865692,
ENSG00000149328,cg05979457,
ENSG00000149970,cg16293732,
ENSG00000150893,cg17137182,
ENSG00000151623,cg01702744,
ENSG00000152192,cg22689833,
ENSG00000152580,cg16681083,
ENSG00000152785,cg07273376,
ENSG00000153132,cg20978694,
ENSG00000153347,cg14249876,
ENSG00000153446,cg01986682,
ENSG00000153822,cg18129755,
ENSG00000154080,cg10277651,
ENSG00000154252,cg26503877,
ENSG00000154274,cg03967192,
ENSG00000154316,cg02925162,
ENSG00000154415,cg06367311,
ENSG00000155052,cg25311666,
ENSG00000155966,cg21823502,
ENSG00000156076,cg04238758,
ENSG00000156219,cg02745140,
ENSG00000156284,cg10734526,
ENSG00000156689,cg16876647,
ENSG00000156738,cg02440744,
ENSG00000156885,cg16534233,
ENSG00000157152,cg02579706,
ENSG00000157703,cg10128806,
ENSG00000157765,cg12144497,
ENSG00000158008,cg25951430,
ENSG00000158022,cg17837069,
ENSG00000158528,cg03522150,
ENSG00000158786,cg02047489,
ENSG00000159251,cg21634064,
ENSG00000159387,cg09062550,
ENSG00000159455,cg25609528,
ENSG00000159516,cg19561297,
ENSG00000160349,cg23288298,
ENSG00000160808,cg08224646,
ENSG00000161055,cg00590324,
ENSG00000161270,cg08581512,
ENSG00000161905,cg16208084,
ENSG00000162040,cg05151621,
ENSG00000162068,cg08792812,
ENSG00000162383,cg05046525,
ENSG00000162409,cg01519261,
ENSG00000162641,cg06285925,
ENSG00000162782,cg14235416,
ENSG00000162891,cg05933904,
ENSG00000162896,cg24782772,
ENSG00000162897,cg22674412,
ENSG00000162949,cg16039960,
ENSG00000163092,cg03653573,
ENSG00000163157,cg23032598,
ENSG00000163202,cg06746118,
ENSG00000163273,cg17418463,
ENSG00000163283,cg13030790,
ENSG00000163380,cg18388380,
ENSG00000163394,cg23091758,
ENSG00000163518,cg00929798,
ENSG00000163534,cg13323489,
ENSG00000164122,cg10317717,
ENSG00000164287,cg07025949,
ENSG00000164303,cg12944197,
ENSG00000164438,cg05995991,
ENSG00000164530,cg14421860,
ENSG00000164690,cg26068551,
ENSG00000164749,cg23052826,
ENSG00000164796,cg07126263,
ENSG00000164900,cg27539046,
ENSG00000165023,cg16683060,
ENSG00000165092,cg23011597,
ENSG00000165125,cg22729539,
ENSG00000165188,cg11558731,
ENSG00000165192,cg21876918,
ENSG00000165194,cg17611046,
ENSG00000165215,cg13154413,
ENSG00000165238,cg12477716,
ENSG00000165300,cg27341472,
ENSG00000165588,cg25184481,
ENSG00000165621,cg21549294,
ENSG00000165643,cg12510981,
ENSG00000165841,cg18728780,
ENSG00000165973,cg11198128,
ENSG00000166863,cg22658311,
ENSG00000167165,cg16552945,
ENSG00000167754,cg03063639,
ENSG00000167768,cg23720732,
ENSG00000167858,cg22643751,
ENSG00000167916,cg20525486,
ENSG00000168314,cg03278514,
ENSG00000168334,cg15545035,
ENSG00000168481,cg08786829,
ENSG00000168530,cg04453352,
ENSG00000168702,cg07717632,
ENSG00000168703,cg19502920,
ENSG00000168875,cg23507945,
ENSG00000169064,cg00968638,
ENSG00000169297,cg18505401,
ENSG00000169347,cg05129951,
ENSG00000169432,cg01156249,
ENSG00000169760,cg11639815,
ENSG00000170074,cg24613083,
ENSG00000170162,cg25810484,
ENSG00000170290,cg17132124,
ENSG00000170381,cg02583618,
ENSG00000170500,cg04547588,
ENSG00000170579,cg24122124,
ENSG00000170608,cg16881064,
ENSG00000170615,cg02886263,
ENSG00000170807,cg12598635,
ENSG00000170827,cg14557714,
ENSG00000170835,cg24020215,
ENSG00000171126,cg15344419,
ENSG00000171217,cg04663932,
ENSG00000171243,cg27481555,
ENSG00000171345,cg14625175,
ENSG00000171431,cg20469799,
ENSG00000171532,cg07923233,
ENSG00000171587,cg11444072,
ENSG00000171711,cg24607675,
ENSG00000171819,cg07747133,
ENSG00000172399,cg05483509,
ENSG00000172867,cg00689580,
ENSG00000172995,cg06999323,
ENSG00000173175,cg26842802,
ENSG00000173467,cg17178291,
ENSG00000173610,cg12678562,
ENSG00000173627,cg06495401,
ENSG00000173702,cg05033333,
ENSG00000173930,cg05335893,
ENSG00000173991,cg13366219,
ENSG00000174226,cg10452206,
ENSG00000174325,cg21309147,
ENSG00000174567,cg17679104,
ENSG00000174607,cg08905652,
ENSG00000174776,cg07016276,
ENSG00000174948,cg17607368,
ENSG00000175084,cg06560887,
ENSG00000175164,cg20406635,
ENSG00000175928,cg24523685,
ENSG00000176029,cg01545587,
ENSG00000176381,cg16383291,
ENSG00000176753,cg20622089,
ENSG00000176945,cg19836199,
ENSG00000177181,cg16364495,
ENSG00000177243,cg09546921,
ENSG00000177301,cg06866163,
ENSG00000177354,cg26069353,
ENSG00000177398,cg16398329,
ENSG00000177455,cg00401091,
ENSG00000177519,cg16206520,
ENSG00000177570,cg00300822,
ENSG00000177752,cg00501904,
ENSG00000177791,cg07942479,
ENSG00000178172,cg21499869,
ENSG00000179023,cg25769417,
ENSG00000179046,cg22603247,
ENSG00000179059,cg08708961,
ENSG00000179299,cg12055395,
ENSG00000179674,cg10568624,
ENSG00000179869,cg02878439,
ENSG00000179902,cg06341513,
ENSG00000179930,cg14709253,
ENSG00000180176,cg09202227,
ENSG00000180209,cg13892980,
ENSG00000180251,cg00524900,
ENSG00000181092,cg10453230,
ENSG00000182256,cg06427514,
ENSG00000182261,cg13671582,
ENSG00000182272,cg06633978,
