GE,ME,MI
ENSG00000000003,cg13332474,hsa-miR-4739
ENSG00000000005,cg00651829,hsa-miR-4735-5p
ENSG00000000419,cg00782843,hsa-miR-4736
ENSG00000000457,cg20266154,hsa-miR-3064-5p
ENSG00000000460,cg20060206,hsa-miR-4738-5p
ENSG00000000938,cg13604020,hsa-miR-4738-3p
ENSG00000000971,cg22888418,hsa-miR-6790-5p
ENSG00000001084,cg12194828,hsa-miR-6793-3p
ENSG00000001461,cg20058937,hsa-miR-6793-5p
ENSG00000001561,cg17331296,hsa-miR-6792-3p
ENSG00000001617,cg07142201,hsa-miR-6794-3p
ENSG00000001626,cg09988853,hsa-miR-6794-5p
ENSG00000001629,cg25987194,hsa-miR-6825-5p
ENSG00000001630,cg26534468,hsa-miR-6827-3p
ENSG00000001631,cg23859055,hsa-miR-6827-5p
ENSG00000002016,cg01132443,hsa-miR-6828-3p
ENSG00000002079,cg06401021,hsa-miR-6828-5p
ENSG00000002549,cg25947525,hsa-miR-335-5p
ENSG00000002586,cg25762679,hsa-miR-339-5p
ENSG00000002587,cg13786089,hsa-miR-324-5p
ENSG00000002745,cg08436089,hsa-miR-331-3p
ENSG00000002746,cg12123019,hsa-miR-338-3p
ENSG00000002822,cg18396806,hsa-miR-324-3p
ENSG00000002933,cg21859594,hsa-miR-18a-3p
ENSG00000003056,cg10527300,hsa-miR-299-5p
ENSG00000003096,cg18261205,hsa-miR-4512
ENSG00000003137,cg04044188,hsa-miR-4510
ENSG00000003147,cg16969274,hsa-miR-4507
ENSG00000003249,cg16617366,hsa-miR-4508
ENSG00000003400,cg08285646,hsa-miR-4504
ENSG00000003402,cg25616055,hsa-miR-4505
ENSG00000003436,cg24601480,hsa-miR-483-5p
ENSG00000003987,cg16421157,hsa-miR-942-3p
ENSG00000003989,cg21161253,hsa-miR-1180-5p
ENSG00000004139,cg08533745,hsa-miR-885-5p
ENSG00000004399,cg06807397,hsa-miR-1287-3p
ENSG00000004455,cg15889548,hsa-miR-744-3p
ENSG00000004468,cg27592410,hsa-miR-6125
ENSG00000004478,cg01573938,hsa-miR-1266-3p
ENSG00000004534,cg14945937,hsa-miR-3192-3p
ENSG00000004660,cg22939193,hsa-miR-1251-3p
ENSG00000004700,cg17648210,hsa-miR-146b-3p
ENSG00000004776,cg23907053,hsa-miR-3675-5p
ENSG00000004777,cg08856529,hsa-miR-6858-3p
ENSG00000004799,cg03062549,hsa-miR-1256
ENSG00000004809,cg00017062,hsa-miR-6856-5p
ENSG00000004838,cg16859165,hsa-miR-550a-5p
ENSG00000004846,cg03393017,hsa-miR-590-3p
ENSG00000004848,cg19440734,hsa-miR-548a-5p
ENSG00000004864,cg02278768,hsa-miR-615-5p
ENSG00000004939,cg22822656,hsa-miR-616-3p
