GE,ME,MI
ENSG00000000005,cg13332474,hsa-miR-4739
ENSG00000000971,cg18002126,hsa-miR-4735-5p
ENSG00000001461,cg10382206,hsa-miR-4736
ENSG00000001561,cg22888418,hsa-miR-4738-5p
ENSG00000001626,cg15454820,hsa-miR-6793-3p
ENSG00000002079,cg06308088,hsa-miR-6793-5p
ENSG00000002587,cg06401021,hsa-miR-6794-3p
ENSG00000002745,cg10569615,hsa-miR-6794-5p
ENSG00000002746,cg02045971,hsa-miR-6825-5p
ENSG00000002933,cg25762679,hsa-miR-6826-3p
ENSG00000003096,cg14168009,hsa-miR-335-5p
ENSG00000003137,cg06060137,hsa-miR-301b-3p
ENSG00000003147,cg06649048,hsa-miR-18a-3p
ENSG00000003249,cg01791407,hsa-miR-299-5p
ENSG00000003400,cg25831075,hsa-miR-4512
ENSG00000003436,cg03764518,hsa-miR-4510
ENSG00000003989,cg17648210,hsa-miR-4507
ENSG00000004799,cg12754571,hsa-miR-4506
ENSG00000004809,cg05876625,hsa-miR-4504
ENSG00000004838,cg17620121,hsa-miR-4505
ENSG00000004846,cg06645921,hsa-miR-942-3p
ENSG00000004848,cg10911354,hsa-miR-885-5p
ENSG00000004939,cg11525280,hsa-miR-1287-3p
ENSG00000004948,cg24805258,hsa-miR-6125
ENSG00000005001,cg23580725,hsa-miR-1251-3p
ENSG00000005073,cg14273450,hsa-miR-3675-5p
ENSG00000005102,cg15386964,hsa-miR-497-3p
ENSG00000005108,cg15425811,hsa-miR-590-3p
ENSG00000005187,cg14928319,hsa-miR-489-5p
ENSG00000005243,cg25807274,hsa-miR-181d-3p
ENSG00000005249,cg11257429,hsa-miR-520f-5p
ENSG00000005381,cg11543397,hsa-miR-561-5p
ENSG00000005421,cg22303045,hsa-miR-551b-3p
ENSG00000005469,cg26836696,hsa-miR-15a-3p
ENSG00000005471,cg13125157,hsa-miR-584-3p
ENSG00000005486,cg09676788,hsa-miR-3190-3p
ENSG00000005513,cg02329886,hsa-miR-1185-1-3p
ENSG00000005884,cg21884231,hsa-miR-3164
ENSG00000005961,cg02957057,hsa-miR-3159
ENSG00000005981,cg21017752,hsa-miR-3157-5p
ENSG00000006016,cg13529733,hsa-miR-3161
ENSG00000006042,cg24028634,hsa-miR-592
ENSG00000006047,cg15063116,hsa-miR-599
ENSG00000006059,cg04414975,hsa-miR-598-3p
ENSG00000006071,cg08324945,hsa-miR-600
ENSG00000006116,cg27103642,hsa-miR-618
ENSG00000006128,cg01246835,hsa-miR-616-5p
ENSG00000006210,cg22960952,hsa-miR-615-3p
ENSG00000006283,cg04922015,hsa-miR-632
ENSG00000006327,cg16706690,hsa-miR-4638-5p
ENSG00000006377,cg15377585,hsa-miR-4636
ENSG00000006468,cg01767862,hsa-miR-4640-5p
ENSG00000006530,cg14002960,hsa-miR-4639-3p
ENSG00000006555,cg13492164,hsa-miR-7109-5p
ENSG00000006606,cg10198671,hsa-miR-7109-3p
ENSG00000006607,cg19569074,hsa-miR-7110-3p
ENSG00000006611,cg15128226,hsa-miR-543
ENSG00000006638,cg05628107,hsa-miR-939-5p
ENSG00000006659,cg03972665,hsa-miR-518d-3p
ENSG00000006747,cg03874601,hsa-miR-517c-3p
ENSG00000006788,cg06113354,hsa-miR-548v
ENSG00000007001,cg09051663,hsa-miR-6759-5p
ENSG00000007038,cg06210070,hsa-miR-4745-3p
ENSG00000007062,cg20907471,hsa-miR-4745-5p
ENSG00000007129,cg14197503,hsa-miR-4740-3p
ENSG00000007171,cg19042340,hsa-miR-122b-5p
ENSG00000007174,cg12037324,hsa-miR-4744
ENSG00000007216,cg08229358,hsa-miR-302d-3p
ENSG00000007237,cg06767655,hsa-miR-302c-3p
ENSG00000007264,cg06351796,hsa-miR-6817-3p
ENSG00000007306,cg16327228,hsa-miR-6843-3p
ENSG00000007312,cg03836586,hsa-miR-6840-5p
ENSG00000007350,cg23418339,hsa-miR-6840-3p
ENSG00000007402,cg13932362,hsa-miR-6842-3p
ENSG00000007516,cg00707129,hsa-miR-1269b
ENSG00000007866,cg21185990,hsa-miR-4521
ENSG00000007908,cg23438298,hsa-miR-4514
ENSG00000007933,cg11699912,hsa-miR-4516
ENSG00000008056,cg24598449,hsa-miR-4515
ENSG00000008086,cg17153568,hsa-miR-4517
ENSG00000008118,cg07540542,hsa-miR-4520-3p
ENSG00000008196,cg16404371,hsa-miR-887-5p
ENSG00000008226,cg16304521,hsa-miR-1224-5p
ENSG00000008300,cg24400921,hsa-miR-519a-5p
ENSG00000008311,cg27281882,hsa-miR-564
ENSG00000008323,cg16364121,hsa-miR-518a-5p
ENSG00000008394,cg03196269,hsa-miR-136-5p
ENSG00000008735,cg22885540,hsa-miR-127-3p
ENSG00000009709,cg02449821,hsa-miR-134-5p
ENSG00000009950,cg24993735,hsa-miR-9-5p
ENSG00000010030,cg00220737,hsa-miR-9-3p
ENSG00000010278,cg03749154,hsa-miR-552-5p
ENSG00000010282,cg22942804,hsa-miR-487b-5p
ENSG00000010310,cg12738347,hsa-miR-520g-5p
ENSG00000010379,cg13456086,hsa-miR-519d-5p
ENSG00000010438,cg22152728,hsa-miR-510-3p
ENSG00000010704,cg18862767,hsa-miR-504-3p
ENSG00000010932,cg21653132,hsa-miR-411-3p
ENSG00000011028,cg10372721,hsa-miR-654-3p
ENSG00000011258,cg00834796,hsa-miR-671-3p
ENSG00000011347,cg07344528,hsa-miR-19b-1-5p
ENSG00000011422,cg27527593,hsa-let-7c-3p
ENSG00000011465,cg21646598,hsa-miR-152-5p
ENSG00000011590,cg13872831,hsa-miR-133a-5p
