GE,ME,MI
ENSG00000005073,cg00651829,hsa-miR-301b-3p
ENSG00000006047,cg13024709,hsa-miR-615-3p
ENSG00000006611,cg24242823,hsa-miR-517c-3p
ENSG00000007174,cg06598091,hsa-miR-9-3p
ENSG00000009709,cg04797725,hsa-miR-552-5p
ENSG00000012817,cg03801902,hsa-miR-449a
ENSG00000019505,cg09248482,hsa-miR-449c-5p
ENSG00000021826,cg19359398,hsa-miR-498-5p
ENSG00000036828,cg08323075,hsa-miR-520e-3p
ENSG00000044012,cg19029325,hsa-miR-515-5p
ENSG00000046774,cg07252731,hsa-miR-515-3p
ENSG00000054356,cg19127283,hsa-miR-512-5p
ENSG00000057149,cg19595234,hsa-miR-512-3p
ENSG00000067048,cg12505146,hsa-miR-4652-5p
ENSG00000067646,cg26212877,hsa-miR-525-3p
ENSG00000068985,cg24078363,hsa-miR-525-5p
ENSG00000069482,cg13355047,hsa-miR-526b-5p
ENSG00000072041,cg01431993,hsa-miR-520a-3p
ENSG00000074211,cg09155997,hsa-miR-520a-5p
ENSG00000080618,cg14615868,hsa-miR-519c-3p
ENSG00000083782,cg19752891,hsa-miR-520f-3p
ENSG00000084453,cg21121136,hsa-miR-767-5p
ENSG00000086696,cg00745555,hsa-miR-675-5p
ENSG00000089199,cg08311610,hsa-miR-1912-3p
ENSG00000090932,cg10660909,hsa-miR-4788
ENSG00000091583,cg09586080,hsa-miR-1298-5p
ENSG00000096088,cg22176353,hsa-miR-552-3p
ENSG00000100012,cg27272677,hsa-miR-449b-5p
ENSG00000100373,cg08753373,hsa-miR-506-3p
ENSG00000100665,cg14660125,hsa-miR-518b
ENSG00000101076,cg09396196,hsa-miR-518f-3p
ENSG00000101188,cg09877593,hsa-miR-523-3p
ENSG00000101470,cg10507275,hsa-miR-518f-5p
ENSG00000104044,cg01392544,hsa-miR-196a-5p
ENSG00000104321,cg25203704,hsa-miR-675-3p
ENSG00000104327,cg01303723,hsa-miR-1323
ENSG00000104755,cg26170604,hsa-miR-509-3-5p
ENSG00000104760,cg05916744,hsa-miR-508-5p
ENSG00000104879,cg08901662,hsa-miR-105-5p
ENSG00000104921,cg14507560,hsa-miR-5705
ENSG00000104970,cg21410080,hsa-miR-514a-3p
ENSG00000105048,cg06399148,hsa-miR-508-3p
ENSG00000106536,cg08857144,hsa-miR-509-3p
ENSG00000106927,cg17772028,hsa-miR-196b-5p
ENSG00000108231,cg12998491,
ENSG00000108242,cg15248835,
ENSG00000108244,cg07589773,
ENSG00000108602,cg05802452,
ENSG00000108759,cg20479774,
ENSG00000109132,cg04188273,
ENSG00000109511,cg15391302,
ENSG00000109758,cg19987611,
ENSG00000110680,cg09201151,
ENSG00000112837,cg15825786,
ENSG00000113889,cg01033463,
ENSG00000114374,cg02339682,
ENSG00000114455,cg13686615,
ENSG00000114638,cg10826197,
ENSG00000114771,cg16520288,
ENSG00000115386,cg08288406,
ENSG00000115616,cg23833588,
ENSG00000115665,cg24740531,
ENSG00000116031,cg02781060,
ENSG00000118271,cg04014576,
ENSG00000119125,cg25884711,
ENSG00000120211,cg27066284,
ENSG00000120937,cg04867733,
ENSG00000122136,cg22991512,
ENSG00000122585,cg12417685,
ENSG00000122711,cg04907523,
ENSG00000123364,cg18560328,
ENSG00000123388,cg21323441,
ENSG00000123407,cg04351049,
ENSG00000123999,cg04455164,
