GE,ME,MI
ENSG00000000005,cg13332474,hsa-miR-4736
ENSG00000000938,cg00651829,hsa-miR-6792-3p
ENSG00000001084,cg17689707,hsa-miR-6794-3p
ENSG00000001626,cg13479358,hsa-miR-6826-5p
ENSG00000002079,cg20266154,hsa-miR-324-5p
ENSG00000002587,cg14855972,hsa-miR-338-3p
ENSG00000002745,cg17331296,hsa-miR-301b-3p
ENSG00000002746,cg07142201,hsa-miR-18a-3p
ENSG00000002933,cg25987194,hsa-miR-299-5p
ENSG00000003096,cg05100739,hsa-miR-216b-5p
ENSG00000003436,cg06401021,hsa-miR-4507
ENSG00000003987,cg10569615,hsa-miR-548e-5p
ENSG00000003989,cg01843020,hsa-miR-483-5p
ENSG00000004468,cg13024709,hsa-miR-942-3p
ENSG00000004776,cg02409108,hsa-miR-885-5p
ENSG00000004799,cg00701692,hsa-miR-1287-3p
ENSG00000004809,cg04044188,hsa-miR-486-3p
ENSG00000004838,cg06649048,hsa-miR-491-3p
ENSG00000004848,cg21161253,hsa-miR-1266-3p
ENSG00000004939,cg14254080,hsa-miR-193b-5p
ENSG00000005073,cg20106459,hsa-miR-146b-3p
ENSG00000005102,cg27592410,hsa-miR-550a-5p
ENSG00000005108,cg03764518,hsa-miR-615-5p
ENSG00000005187,cg26131286,hsa-miR-616-3p
ENSG00000005381,cg15381304,hsa-miR-489-5p
ENSG00000005421,cg08856529,hsa-miR-520f-5p
ENSG00000005448,cg03062549,hsa-miR-561-5p
ENSG00000005471,cg23187159,hsa-miR-539-3p
ENSG00000005513,cg22776211,hsa-miR-584-3p
ENSG00000005844,cg09616959,hsa-miR-636
ENSG00000005961,cg26701408,hsa-miR-3161
ENSG00000005981,cg09835225,hsa-miR-592
ENSG00000006016,cg14273450,hsa-miR-598-3p
ENSG00000006047,cg07920148,hsa-miR-573
ENSG00000006059,cg22795470,hsa-miR-618
ENSG00000006062,cg15386964,hsa-miR-616-5p
ENSG00000006071,cg14424049,hsa-miR-615-3p
ENSG00000006116,cg09714379,hsa-miR-4639-3p
ENSG00000006128,cg24242823,hsa-miR-449c-3p
ENSG00000006210,cg09768093,hsa-miR-7110-3p
ENSG00000006283,cg09169673,hsa-miR-937-3p
ENSG00000006327,cg26836696,hsa-miR-940
ENSG00000006377,cg26851796,hsa-miR-939-5p
ENSG00000006468,cg02957057,hsa-miR-942-5p
ENSG00000006534,cg08603083,hsa-miR-517c-3p
ENSG00000006606,cg23058177,hsa-miR-943
ENSG00000006611,cg02152985,hsa-miR-3148
ENSG00000006659,cg00046625,hsa-miR-4745-3p
ENSG00000006747,cg18115507,hsa-miR-4745-5p
ENSG00000006788,cg06598091,hsa-miR-4742-3p
ENSG00000007001,cg09780768,hsa-miR-4741
ENSG00000007038,cg15063116,hsa-miR-6132
ENSG00000007062,cg19306063,hsa-miR-548ar-3p
ENSG00000007129,cg08324945,hsa-miR-6843-3p
ENSG00000007171,cg03957898,hsa-miR-6844
ENSG00000007174,cg08575330,hsa-miR-6839-5p
ENSG00000007216,cg04797725,hsa-miR-1269b
ENSG00000007237,cg01477985,hsa-miR-4513
ENSG00000007264,cg21217024,hsa-miR-4515
ENSG00000007306,cg01246835,hsa-miR-887-5p
ENSG00000007312,cg15377585,hsa-miR-1224-5p
ENSG00000007314,cg03801902,hsa-miR-1224-3p
ENSG00000007350,cg00643111,hsa-miR-519a-5p
ENSG00000007402,cg21207665,hsa-miR-518a-5p
ENSG00000007516,cg10379653,hsa-miR-136-5p
ENSG00000007908,cg26541920,hsa-miR-146a-5p
ENSG00000007933,cg05147108,hsa-miR-134-5p
ENSG00000007952,cg09248482,hsa-miR-9-5p
ENSG00000007968,cg01435643,hsa-miR-9-3p
ENSG00000008056,cg11504897,hsa-miR-7702
ENSG00000008118,cg06113354,hsa-miR-552-5p
ENSG00000008196,cg02088237,hsa-miR-487b-5p
ENSG00000008197,cg23652182,hsa-miR-580-5p
ENSG00000008226,cg07480567,hsa-miR-579-5p
ENSG00000008256,cg11155432,hsa-miR-520g-5p
ENSG00000008277,cg08637618,hsa-miR-519d-5p
ENSG00000008300,cg15536552,hsa-miR-510-3p
ENSG00000008323,cg19359398,hsa-miR-411-3p
ENSG00000008441,cg03442569,hsa-miR-629-5p
ENSG00000008516,cg09743287,hsa-miR-654-3p
ENSG00000008517,cg14197503,hsa-miR-23a-5p
ENSG00000008735,cg08229358,hsa-miR-642b-5p
ENSG00000008853,cg22976884,hsa-let-7c-3p
ENSG00000009709,cg06351796,hsa-miR-152-5p
ENSG00000009724,cg17029062,hsa-miR-26a-1-3p
ENSG00000009765,cg14147184,hsa-miR-25-5p
ENSG00000009790,cg07622748,hsa-miR-3074-5p
ENSG00000009950,cg23418339,hsa-miR-200c-5p
ENSG00000010030,cg01835308,hsa-miR-3124-3p
ENSG00000010282,cg10355837,hsa-miR-3127-3p
ENSG00000010295,cg11107669,hsa-miR-155-3p
ENSG00000010310,cg01524174,hsa-miR-3150a-5p
ENSG00000010379,cg03949008,hsa-miR-3152-5p
ENSG00000010438,cg18338311,hsa-miR-544b
ENSG00000010610,cg01263386,hsa-miR-3136-5p
ENSG00000010671,cg24296452,hsa-miR-3140-3p
ENSG00000010932,cg26756083,hsa-miR-4510
ENSG00000011083,cg16529483,hsa-miR-5582-3p
ENSG00000011332,cg21872764,hsa-miR-5586-5p
ENSG00000011347,cg19068385,hsa-miR-1306-5p
ENSG00000011422,cg26765815,hsa-miR-6812-3p
ENSG00000011426,cg16761581,hsa-miR-1229-3p
ENSG00000011590,cg23027521,hsa-miR-4664-3p
ENSG00000011600,cg16364121,hsa-miR-4665-5p
ENSG00000011677,cg10229294,hsa-miR-6810-5p
ENSG00000012048,cg21462633,hsa-miR-4664-5p
ENSG00000012124,cg18248022,hsa-miR-4662a-5p
ENSG00000012171,cg16778809,hsa-miR-6810-3p
ENSG00000012223,cg09086201,hsa-miR-3620-3p
ENSG00000012504,cg10715223,hsa-miR-450a-5p
ENSG00000012779,cg25332298,hsa-miR-449a
ENSG00000012817,cg07393670,hsa-miR-4727-5p
ENSG00000013293,cg03196269,hsa-miR-4724-5p
ENSG00000013297,cg19997062,hsa-miR-3121-5p
ENSG00000013619,cg02344833,hsa-miR-363-3p
ENSG00000013725,cg06797925,hsa-miR-362-5p
ENSG00000015285,cg12738347,hsa-miR-6846-5p
ENSG00000015413,cg20727142,hsa-miR-193a-3p
ENSG00000015520,cg13691003,hsa-miR-188-5p
ENSG00000016082,cg13560123,hsa-miR-184
ENSG00000016402,cg22152728,hsa-miR-154-3p
ENSG00000016490,cg05051043,hsa-miR-154-5p
ENSG00000016602,cg08862890,hsa-miR-150-5p
ENSG00000017427,cg10166283,hsa-miR-149-5p
ENSG00000018236,cg14823789,hsa-miR-3619-3p
ENSG00000018625,cg21646598,hsa-miR-3157-3p
ENSG00000019102,cg10659464,hsa-miR-3177-5p
ENSG00000019169,cg10158541,hsa-miR-3173-5p
ENSG00000019186,cg12527384,hsa-miR-3143
ENSG00000019505,cg09286183,hsa-miR-511-3p
